candidate_index,gene_id,source,source_row,generation_source,original_role,family_id,tavg_nm,delta_t_nm
7788,b2125eed9476be446c27200cd56184a6c1b2b571c9f6242854fee09146b91c82,historical40000_lcmd,7788,old_train,old_train,,3.022890369427573,0.4031927968834408
7789,c94b53d17e1afb6d7f9c1abf577804f419cbc14e32cbba6decf005a4eafa8938,historical40000_lcmd,7789,old_train,old_train,,2.8832850265081427,0.6533455821753362
7790,df00ae27a40d76ed57e52e0cf946a4c679714e74b3393ba9f66bcdaebb2857eb,historical40000_lcmd,7790,old_train,old_train,,3.307198444943715,0.4680480091408419
7791,db9b304559eb7dbc8b064bcb3c58d9794bf65d634b61c28a64f5b43dbafc6de5,historical40000_lcmd,7791,old_train,old_train,,3.2277223461966145,0.4994495355757569
7792,d71fc18645224cba30f0f26360998158addf5c48ee47df436354032815bbb167,historical40000_lcmd,7792,old_train,old_train,,3.431005115138097,0.43275885334026887
7793,3bd318f1e1eef08fb11bd91510ce38c523571764dd289dc5abca77af6edb2101,historical40000_lcmd,7793,old_train,old_train,,2.923212055991406,0.3171384585810961
7794,3bac8460f44b26ab926ff2618dc27843ab67a9a7c689624bc20fd11ae9a19007,historical40000_lcmd,7794,old_train,old_train,,2.652674881092966,0.5671014374118428
7795,87119bc4d1917f00ea2f6f05d047dfdda9750f301188b8752bf6b97609fdf054,historical40000_lcmd,7795,old_train,old_train,,2.9310611997099856,0.5896050472857568
7796,7714d00beaeeb96393280a46a9a5f35aafc98b3c6d6aeff7760e8a17ed557c9d,historical40000_lcmd,7796,old_train,old_train,,3.121263455734155,0.4939542670199799
7797,630bdb14883f5a4b16ccbc9416d0c9584dc3f1208e93ea3a71389e4e9531a954,historical40000_lcmd,7797,old_train,old_train,,3.238046396135479,0.44813297190740276
7798,91278559af95ebda0ff5d3445a6460f88a6737f7249f77dbda7fab4a3154e2b9,historical40000_lcmd,7798,old_train,old_train,,2.5828311882286408,0.241706855143915
7799,81905eea6300df3711e55e4ae08d09718b8b149a55510db09b7472450dadf980,historical40000_lcmd,7799,old_train,old_train,,2.847866950046394,0.2413059698147637
7800,42733ef912556b48cdadbdfd36854f29824ea439da7794495228ce6a46f77d30,historical40000_lcmd,7800,old_train,old_train,,3.119253544497392,0.7061430410392728
7801,e28c773382991a7bfdbe111d023ba53e7c461e0c81369dcf42ec0d0d9f55befe,historical40000_lcmd,7801,old_train,old_train,,3.4153379807103916,0.36925736131186593
7802,7df2629cfc1f08581100866b14d450368415599fa516e2a0eb63824b61555fc9,historical40000_lcmd,7802,old_train,old_train,,3.4837544039253117,0.23870486363564103
7803,17f4bb97ec70b1346a6b30e24396a6d82ebea57569bd4a4badf2a6a432849407,historical40000_lcmd,7803,old_train,old_train,,3.1093930050833656,0.33369923077873276
7804,845486db4a226c10971aab9d6657bfcdfba1ca2df44363ed12affd1aa7f67b94,historical40000_lcmd,7804,old_train,old_train,,3.3859000699225494,0.403146345565903
7805,e40acc55860c3549ab345e705d5d5b733fdffffb4a4314f05b6849c809e61fef,historical40000_lcmd,7805,old_train,old_train,,2.8964411383856796,0.252436745129752
7806,fe00a8a7423f9ce280922cc5cfbdab5938beff358d91007a5819b4e59c9e7186,historical40000_lcmd,7806,old_train,old_train,,3.288091415108432,0.2090460020141589
7807,ded59aadf2a2895e1e7383f5fe38ea28fbe61668e3fc48dadb844785d9e7fe97,historical40000_lcmd,7807,old_train,old_train,,2.554403000246742,0.2337908962736961
7808,2032d8681ed3a02be6581eedf72a41c5fd64145d8e341726eb49c5aa91c15258,historical40000_lcmd,7808,old_train,old_train,,3.38654003338317,0.24983208771161625
7809,404ded6b9c060420a934ec5d60788a811c1ab6790062526d67d6d6ffbcabc30d,historical40000_lcmd,7809,old_train,old_train,,3.424324643641352,0.34431593111122494
7810,4cfb30d9225350766a599f71a96d0ef764a48c08dcffdebecd861f4d89bbf7e5,historical40000_lcmd,7810,old_train,old_train,,2.9385244563172157,0.3267629481076999
7811,8639a729b84b219004a2603e1c3f19468fda7e7d1f0ae2a42a1cdf0ab6c74427,historical40000_lcmd,7811,old_train,old_train,,3.16473256889309,0.21026033962295498
7812,300a5943da3e5b416e14e797e36d698ffe49a18d05e5a1e54bbfea4457a694b4,historical40000_lcmd,7812,old_train,old_train,,3.2923214680630966,0.1566059740782979
7813,586a5162d73bb530ce33970bc5297a7b3e585c666959d37ca7a79332c72c28e0,historical40000_lcmd,7813,old_train,old_train,,3.1731767863718194,0.2795455054422691
7814,80177384a4b08419b8691d2a6d84eeb0015e8c745d9054c0dc6f610b4723954c,historical40000_lcmd,7814,old_train,old_train,,3.2748536892847455,0.2776937941021713
7815,8f94d3804ed65ab13bad55f8145c0f6105798e4f011e49e9d28b4f31aef9cab2,historical40000_lcmd,7815,old_train,old_train,,3.6809612162175607,0.5053554582084931
7816,354efb7016f381bf73dc843f50e1aab2f8510368d89e0a21fc072501f1e04fb5,historical40000_lcmd,7816,old_train,old_train,,3.182633739713461,0.4103335840244928
7817,cdb825e09bade228228a350ad8b16bd991a51656575865b7a9fe92bda99180cd,historical40000_lcmd,7817,old_train,old_train,,3.1902937635899082,0.5817465278238343
7818,9fccd2dc65c1855c2d708d3ed900fd8f9cf5cdf7be22d8f56632829b71e88a02,historical40000_lcmd,7818,old_train,old_train,,3.237664173651989,0.2943225585137883
7819,d460efea8f75f0c992d1afb3775f6c06a7ce2f6411be9f869941542332fdc137,historical40000_lcmd,7819,old_train,old_train,,3.373418682197915,0.31108833849875595
7820,d5de196e49434cdcd36183826c953ce97ef21eec232d6f15c8dce769e1a7d62b,historical40000_lcmd,7820,old_train,old_train,,3.0961017918777074,0.6372950758322671
7821,3c86986040c8bf61086a487516d899debabcc77f191fb3e3f39af9b6aed1044a,historical40000_lcmd,7821,old_train,old_train,,2.666633249641212,0.4409176140770512
7822,b9f796b42f1279ace6fb0f9d6a433c701b4e9a6b56de68fe14b5eafb446491f8,historical40000_lcmd,7822,old_train,old_train,,3.38163264501812,0.40249549106025206
7823,119b278c578af31f732d1e40f6481d0906be1d5a3aefb897f26a91c09c8091b1,historical40000_lcmd,7823,old_train,old_train,,2.3825561175563155,0.39806378576802093
7824,747e7f8c93bce647490f5fb3304617b0e5bc3b6770e4e69c1b7b4393e64e91ab,historical40000_lcmd,7824,old_train,old_train,,2.665703716078814,0.354310171568446
7825,8d405fea3e49a6e4f735efed12427e9b04a7c6fc42b883d4ea0764864fdf3bb5,historical40000_lcmd,7825,old_train,old_train,,2.8875061867027774,0.2752197533331606
7826,653e5d7ab6b0cd07696a284e69b43cd879ce082dead78436aadfe75fc0a53229,historical40000_lcmd,7826,old_train,old_train,,2.6031022314105634,0.46098066590618103
7827,22e1554ac57807a8c62f36e484b60cb378d73867916f91612fbdf26cbc5eacce,historical40000_lcmd,7827,old_train,old_train,,3.3412153539370895,0.5256519436117091
7828,a24810ce963612856e6bad00d8a71300a7697302faf34d60a8d579db77ee310f,historical40000_lcmd,7828,old_train,old_train,,3.2259344682103595,0.9426081509552429
7829,15fc26d5efb406bd533448c58fcec974a4d49a086048078fc5ce2436afb4f3d9,historical40000_lcmd,7829,old_train,old_train,,3.2099439947260593,0.323786863397729
7830,b2900ee8c3cfd21b3e31a460f99a9063fbaba2e36ec5427d6f265a05a829e451,historical40000_lcmd,7830,old_train,old_train,,3.3448111869803916,0.21720509281878098
7831,f445db107e78415c106ce295d87b70aefed97cbae8d6c67f0a3449bc57afff62,historical40000_lcmd,7831,old_train,old_train,,3.4328475329071413,0.3743392981729401
7832,a653f1559b8a563c4c7777a2dae978e4a96474cafe2b4accc6b9cb12fed98f71,historical40000_lcmd,7832,old_train,old_train,,3.4144930849502995,0.48507991338600487
7833,3f11233faf703d2d0c93efa56d5a0a9d5111c7037bf8e0767f65a323aa978e81,historical40000_lcmd,7833,old_train,old_train,,3.0255659710441924,0.7000613476691009
7834,1be6654ed46bb100be97ee3fe5a848d19f8c3578701b4b1551ead112b39b6e9f,historical40000_lcmd,7834,old_train,old_train,,2.677423230759466,1.044350135172186
7835,18bcc4faf4912b156aa54f2a7307ca7eae2355e71384321801ded54226081888,historical40000_lcmd,7835,old_train,old_train,,3.390568256009399,0.18780877023062503
7836,0b57e2b02dbaaf9fa0027862a893785bb431daa5275459fb058ca8264b2eb9ea,historical40000_lcmd,7836,old_train,old_train,,3.229953267871654,0.421450940350125
7837,e7f3a62197fe2ee90854c579adaf2954923214e68481366d0cef20c44e860984,historical40000_lcmd,7837,old_train,old_train,,3.5432067155975244,0.27864903203075375
7838,68639fdbd041314e3d1e1c56c125ac3492dc80e78f375cd52c9d0509f869cd6c,historical40000_lcmd,7838,old_train,old_train,,2.961831941943925,0.32029257765258023
7839,37ac8e6a0c46ecd7504d144a2f983c08640a2333e603da937f2352a5be810f16,historical40000_lcmd,7839,old_train,old_train,,3.3471296381774565,0.49016461267955913
7840,4333c63fdf01f3a64f3ec77de8ab813a3c39e6e2a513c6908fbc6d0ca02464b9,historical40000_lcmd,7840,old_train,old_train,,3.3783563827874503,0.30938879663918994
7841,0488e16a740cacdf0f0e0d761e2963a4e3a835238ae5a79bf1f58d9c861907ec,historical40000_lcmd,7841,old_train,old_train,,3.5574667846677,0.1949764892530772
7842,ef6e99e18f5d4a7aab4b109800bae4066f360a444db46e29a92a8d1d9429742a,historical40000_lcmd,7842,old_train,old_train,,3.1898541153193762,0.4022705344501949
7843,fb59f8a442e804dc088718ba9e05321b944b1dd93cf940354ea6d137f8aa904a,historical40000_lcmd,7843,old_train,old_train,,3.7146981153115632,0.1469327321548568
7844,ce337c906adb6e0259ae0dbe8188fe3ee19c38b8182d063dc0a4de6f3a6c6e71,historical40000_lcmd,7844,old_train,old_train,,3.7509911767933146,0.6317454588837856
7845,62653b30fe15919cf914089458d18e91a77de13633fc8648ec4340f3e958478a,historical40000_lcmd,7845,old_train,old_train,,3.2648297418061247,0.4540882764869454
7846,86bac93026b908869b410b7f8f8535370c926c7e4ec565b4283a756b0fc673ff,historical40000_lcmd,7846,old_train,old_train,,3.2420729391953143,0.269485386384928
7847,7948a27aad3f87ed217e8e7ae76827d2ea292c10d9323c813d0440cf3f197c72,historical40000_lcmd,7847,old_train,old_train,,2.8027869560391694,0.4645212059854291
7848,7c0a54fbd1224488c4cb0da66e2b73ef4bb82575e582a7d3e2bcaa75a6adac76,historical40000_lcmd,7848,old_train,old_train,,3.3242798232365103,0.2800389304428479
7849,b7f080a4adaab63dafe6a605e2e4c422f57a3f3fe8bbb091f97842f3f8cb8203,historical40000_lcmd,7849,old_train,old_train,,3.3667953584712893,0.496463042737588
7850,f24e7566c4cc75416715233b9795e9adfef99f2d05ff8e7cd79fe8c93055f252,historical40000_lcmd,7850,old_train,old_train,,3.3130441598413873,0.07727430209323982
7851,89a67131bafe9b54107bbaf139627d30f1e97d59d618634fb1ac4df295a5a327,historical40000_lcmd,7851,old_train,old_train,,3.462738492718191,0.3389354202735442
7852,651c1f9b23403ba314c413ba0742477e972eaa56d5b3f139e720d01063d23802,historical40000_lcmd,7852,old_train,old_train,,3.263383214080863,0.4240096409752252
7853,d23c1afbaf584f5a673038b67639ecadf2d6c06514b4d62ddf77aa813e828c05,historical40000_lcmd,7853,old_train,old_train,,2.755645410570354,0.748070615864135
7854,b4c8ab0f4f43b3be4b7831e811eeb90226ea7769a48b26e067a98c5e3658eaa4,historical40000_lcmd,7854,old_train,old_train,,3.1353501507867816,0.1822400662534096
7855,b877c620e6f25899c0f66e4a7e3f1759a27572dcecff885b48b4f921c7ffde96,historical40000_lcmd,7855,old_train,old_train,,3.3657097716420616,0.12245104143000196
7856,2370061458d80c71fdf8271060784eabb17a693bb0f01556b5bef2fb16ed6cbf,historical40000_lcmd,7856,old_train,old_train,,2.7655475250024053,0.3634703480010839
7857,d08df70770431ded1539fc7d013aad246ae44896981a22101fac6a7c3dc23b5e,historical40000_lcmd,7857,old_train,old_train,,3.6949656961073565,0.28668271711569604
7858,9da3b6c3a15e7d1ad1df003678349bdd481acd7745441ff40cd2ca4bec8ceff8,historical40000_lcmd,7858,old_train,old_train,,2.5937970063805316,0.4077589572808691
7859,426b645fd86446a34bcd277e93fde0c828db46caaefdcb68bea5dc5e069b5028,historical40000_lcmd,7859,old_train,old_train,,3.300867090996611,0.40074916238497416
7860,238f803e64a75eca31be0762c6ce36f2203c128453b68b57a5e63925755bf555,historical40000_lcmd,7860,old_train,old_train,,3.364886512027404,0.29424630438298527
7861,ab5f393637e2611816566f361bd3c49fa07df4ff652449747b6b570333c66b28,historical40000_lcmd,7861,old_train,old_train,,2.897155174524997,0.7832769873796139
7862,7889be94ce3a06f5c1348a251cf56068599ced8fffd8adef3ad4dda38dc5ec88,historical40000_lcmd,7862,old_train,old_train,,3.2358904887638054,0.36208817171068786
7863,805419eb138b829357722aa782375590957ea1ca18564f9a7ad0fc330a5fbc57,historical40000_lcmd,7863,old_train,old_train,,2.9109370470051528,0.7532602991005772
7864,696953727a678bd64c5f7f405cb52838332d68b25bef92bc6a578d4510e65bbb,historical40000_lcmd,7864,old_train,old_train,,3.1757908456133292,0.5825511650823438
7865,5fc3ba36182e707ffbafcaf146798adce898049f0134128f9a553113535646a7,historical40000_lcmd,7865,old_train,old_train,,3.4252862745743364,0.463422594739904
7866,0f79b487e930be4ca2ced237978b5b0bcd45dc35e465614f5250f7e8de2bf157,historical40000_lcmd,7866,old_train,old_train,,3.430878431144421,0.3022848229290038
7867,5c48f1407f290368f7b32c81fb9c586fb294768047d74daa3ad23ab2ea6358d2,historical40000_lcmd,7867,old_train,old_train,,3.055683079610174,0.450654307335971
7868,38910bbb2ca63f23ae335e03a749cae5202b25d1898e9a891f68c0f1f7956868,historical40000_lcmd,7868,old_train,old_train,,3.325852078078203,0.4125757091026987
7869,d4894185e3438bfa805212d6604064634e1bcbd2cedde35b25fd87ca4409f18a,historical40000_lcmd,7869,old_train,old_train,,3.4462051898289103,0.27682063148581504
7870,7bba55a346b059fe10f28034ab758bfbe0cc4748caab4147360d14ae4b135097,historical40000_lcmd,7870,old_train,old_train,,2.7157360102664785,0.279586208160739
7871,b5c461cd7475afbba28d189c1592f92eaa5985a4144c59394abe7aee92564eba,historical40000_lcmd,7871,old_train,old_train,,3.67831365648189,0.42311470529070494
7872,2e6d87a4e0c8cc204279f5d248be6d4ffee0d3cc3d4d2aaffcd8d6de90c1f8b2,historical40000_lcmd,7872,old_train,old_train,,2.953415301709026,0.5209660270395062
7873,17ac46e305996ee9d8691ddaabd3882d3b243b759f2fbb7915afd014053cb483,historical40000_lcmd,7873,old_train,old_train,,3.371798835777641,0.6391569333573939
7874,34d09330d48198a6d665010720c30ea824df191f3770b6f259adbfbeb0f92607,historical40000_lcmd,7874,old_train,old_train,,2.436076106271137,0.37584634392640837
7875,4769bb937b0c18f016af698469614acf8f8f66a4dc50b16611f53d52c1f5eb3b,historical40000_lcmd,7875,old_train,old_train,,2.78516029978009,0.333054534801426
7876,54e217341541765f048c155d45e42d9ecfc5a72ab0a3e573a99c31da9eddc5fc,historical40000_lcmd,7876,old_train,old_train,,2.835241727124599,0.2726905287037753
7877,a545d11396781b2a1fa2a66ffc6a362dae961d1fd08a032c1608fb64fb9c9962,historical40000_lcmd,7877,old_train,old_train,,3.3945257110472338,0.5175340369797299
7878,e5d4d23c3203684d58904a51714bfbd5770e764c57d47d66133c406871404db6,historical40000_lcmd,7878,old_train,old_train,,3.387524770440399,0.328081242815339
7879,0e8824075be09f2b1d6ca352ce63d0b9cc6f27a89fa66757019000a3ca291439,historical40000_lcmd,7879,old_train,old_train,,2.3393125642463324,0.1884262006112949
7880,ab8432993bb3837f730d5db86a8ffec06decdf1fb8f77aa079ac01c57a6205db,historical40000_lcmd,7880,old_train,old_train,,2.9332680409799643,0.6551882560366029
7881,29323abd5d278a6cc7a6a9ee1568ddf00c8fe13332c7310082b3c8794704444a,historical40000_lcmd,7881,old_train,old_train,,3.091675009998364,0.2985298285614002
7882,99d2a3ce4caeca3e918f5f3d94dce81811c1090f74dd32e729fca1544812d1d4,historical40000_lcmd,7882,old_train,old_train,,2.66408378121842,0.40644887022519516
7883,d5161007311966d236f65d664be7979a202600eab69e28fafbded4100ef34f10,historical40000_lcmd,7883,old_train,old_train,,3.3686421632440022,0.31178219271096985
7884,5125112c6663f442dbeb0b29b71dc6829b2d7bc94503c3517b549eae5c30fc8d,historical40000_lcmd,7884,old_train,old_train,,1.9749990659673375,0.469832098113935
7885,a44f6bee3d58d3db7c9e39658b4c7800e465c0aa592a0b088a0a02ee95dc2579,historical40000_lcmd,7885,old_train,old_train,,3.290032035324104,0.46774133046048316
7886,c65edd924726a41b8555ab18a3ac28b309c0a732eb8a6f1aa0a91fa74be90348,historical40000_lcmd,7886,old_train,old_train,,3.4378570324887394,0.30086007784992574
7887,d0d8a56f362f594ef0fca77726cb208c827ccdd5f8f7a43768fbb3a0861738a9,historical40000_lcmd,7887,old_train,old_train,,2.8912475096341237,0.573409737686263
7888,83a2127c1c85c5af2622e896fa4135ec43ac0d8c1a9dd258b174c96e69971816,historical40000_lcmd,7888,old_train,old_train,,3.4149258153950126,0.2505250275239499
7889,087294344486eea6ad4b363c687471859ad571b041f0bb0e19f00c81d7d32d49,historical40000_lcmd,7889,old_train,old_train,,2.7453438822669525,0.7715360521358607
7890,2dbbd3b44531eb42c0d62ee47845d2b384d4a8baa30d1ec93ca1638a696469d6,historical40000_lcmd,7890,old_train,old_train,,2.941966366081902,0.18193565836440317
7891,972b21f5901035cb6426dce200ab28defbde793134890bf2e40da0e330fc1381,historical40000_lcmd,7891,old_train,old_train,,3.321904569086385,0.830370668614214
7892,52ee22f5bee75f1461941620770f8fd1802ed4267664cbff9e7f02ff6c922171,historical40000_lcmd,7892,old_train,old_train,,3.405927249841253,0.6037932218334889
7893,7d536695b58a2166d12b85e22016e2e8b42fe37f2dd83df70633d1bd34dfd637,historical40000_lcmd,7893,old_train,old_train,,3.092927699698351,0.3037507946207998
7894,ef101f004502231e3a1f58ede8da5badef4db70e7dd4808eb772593fdf55bfaf,historical40000_lcmd,7894,old_train,old_train,,2.892798367308021,0.31672049719808903
7895,0d24b1682c471fb039b94cb2c013f0e60e0262c847b51741df76f0b7b66321ca,historical40000_lcmd,7895,old_train,old_train,,2.491109123073199,0.4276756381092559
7896,806da6dac3463c66f52738743ff7a2cb1b2fb22a8e2fc3349a0388615f36e9d2,historical40000_lcmd,7896,old_train,old_train,,3.2054471035627556,0.20309562214150612
7897,c8fd10a497d0ecd115025e99dcc4a432119d0f54b70b905014b6b560a47b2dfc,historical40000_lcmd,7897,old_train,old_train,,3.13132314336258,0.312842143868874
7898,d1841d088c9783da31374b92d04c5f28fcb2861c0b195cfc1434342cad8e663a,historical40000_lcmd,7898,old_train,old_train,,3.130661033875913,0.6791771334146
7899,37cb52f9e80fed95e0bd849e3a18b6ecd70b19d8728b7b8500f34f3d4dca6e90,historical40000_lcmd,7899,old_train,old_train,,3.093415580528658,0.757220558934443
7900,b7839d1353692823cc60625a6c9b799b108dc0108df3e60ca5770daf5a160e31,historical40000_lcmd,7900,old_train,old_train,,2.990456859150244,0.4810082846508261
7901,00f3cad9eeee38766dc961f32dc28d914d8c6c3b53c41957617fab80267d25ad,historical40000_lcmd,7901,old_train,old_train,,3.460103183090597,0.4249285536086238
7902,dbb19d54e388b140454883b0d4edf74fcae5e9a7e0f05a6a8b03bfa35e80c6ba,historical40000_lcmd,7902,old_train,old_train,,3.068789366153542,0.3337851599947639
7903,1e617e21cfefc3ba5bc0d49594c96dd7e019a1a631c8ae19a70feddcfeb4a83f,historical40000_lcmd,7903,old_train,old_train,,2.9281321869946804,0.35493507489481324
7904,59b1465031db63d2b1304614ac4764534b6ee2dbdfccb90c96db55299db06e60,historical40000_lcmd,7904,old_train,old_train,,3.2660775845926096,0.4424144055335888
7905,a5c0eca1e192fc6e827e31637ca46279412b2d22e33731102dfcc3b21a698e07,historical40000_lcmd,7905,old_train,old_train,,3.2267671228253216,0.33182501273694287
7906,c555549346a4ce7eb5ad1e22714530f89ee9b085310d29fade0b9699fb3b21aa,historical40000_lcmd,7906,old_train,old_train,,3.446261962794616,0.15403971145742812
7907,9abfe2def5ffe169cad5986506447e211945762e29dab921ae99bcc5b0b73d86,historical40000_lcmd,7907,old_train,old_train,,2.6781729008241335,0.5965004281194028
7908,381353775623885216e2619de23c09cc25454abb409b4d7d63ba1195f0b53d6c,historical40000_lcmd,7908,old_train,old_train,,3.216939500805299,0.23817572337035786
7909,befc8e5abd69cd89207cc1191aa3cc3d1e63bdc7e3a034191843db8c22a664e3,historical40000_lcmd,7909,old_train,old_train,,2.6410466992383603,0.8708041104505049
7910,3b21e434b249552d1a2b72bbe8307fc1d6c8e6d0155425199ef0b6b7b197e0f3,historical40000_lcmd,7910,old_train,old_train,,3.170608606842945,0.29400838477759494
7911,14c635e6939916849f0b74e1ee2ba5dbc8bc73ef87cddf6a8e42f793d9fd2e93,historical40000_lcmd,7911,old_train,old_train,,3.2000801693265415,0.15924687156152428
7912,7935893ab8a3ea5504660db889c82b9ce80bdacc50f080a82a4b6de6fc71d5f3,historical40000_lcmd,7912,old_train,old_train,,2.98790499519443,0.5589353602748357
7913,5e37ec3505a5dae22ca057f56926da75dc2b9dbcdf12a12ce1eb8e4fadfda94a,historical40000_lcmd,7913,old_train,old_train,,3.220755388289165,0.23374353591101693
7914,2a88d33f1d457833b94c3b9a1aa3b1c3035150b5fd3056389cdc4443e37986f6,historical40000_lcmd,7914,old_train,old_train,,2.9281008529331056,0.6472246285722831
7915,5b846020f148eeae0829621e24df510b896db74a43bb8dcdefb11471a35c6079,historical40000_lcmd,7915,old_train,old_train,,3.4688023934753827,0.5931353861058382
7916,0f75d6caa17a6e77d743f2c49b17481336b94b675d0adbb2ae5462a5fc9a722c,historical40000_lcmd,7916,old_train,old_train,,2.96183186209378,0.6444600483768608
7917,53eb255de434bc24aeb1b124e9f9967c079ca45ecaa8878b9511d7870232bf8e,historical40000_lcmd,7917,old_train,old_train,,2.7954508319641196,0.1787782736941983
7918,c187affea1481f77f545d95342c76c152abbf9ebd492e233beb1b76bd0a94c5a,historical40000_lcmd,7918,old_train,old_train,,2.8391993449562936,0.5159045789247299
7919,ed5676eec3ee2a747af6ee25573556884ec1101333f34ab14de16919db7ff7c9,historical40000_lcmd,7919,old_train,old_train,,3.4635983509192485,0.296582480283615
7920,dd76ee00ffd9d12baaa764c86c8e3a5d8444beebd8a87c85adfe9e3c91f31879,historical40000_lcmd,7920,old_train,old_train,,2.9058113200537874,0.5435500128090611
7921,8b603ed29250f200cf4dba29cd7b1a0ca2d38278f08c7d27bfbca9668e01935f,historical40000_lcmd,7921,old_train,old_train,,2.3773364202511273,0.5082159795580408
7922,d85e995d3e8b7fd02eae05be79f94a6a2935f5bb68e163bb946333af4cf1080b,historical40000_lcmd,7922,old_train,old_train,,2.9869030342979137,0.500104729971151
7923,81614d4ad2b893ab2b2708e49daf4872c6f2777c67196b888ceabe6c01f50a89,historical40000_lcmd,7923,old_train,old_train,,3.266079956711044,0.445150183903928
7924,3fc6faa1b52f3dbc874af7ca5c88a4a5771d3390b59106c11eb49469544680f3,historical40000_lcmd,7924,old_train,old_train,,2.782407681525213,0.5789965218471123
7925,0f2b7caf43cbee378530386fd9c9c83f7192d74625fd498ebe4f6c7f6a1417c2,historical40000_lcmd,7925,old_train,old_train,,3.4864773917481586,0.2737836161629299
7926,7805c41f69e3c49e37cd73ab8382c1beeeaa05f3f0d12c51a606d9057e9e9e3d,historical40000_lcmd,7926,old_train,old_train,,3.422413068349734,0.41105569393789887
7927,9b24ec09d9eedcf50e0b3a9a54823c2e25825d8ae6bbea0c04efb8e031e29fa4,historical40000_lcmd,7927,old_train,old_train,,3.5561264955417804,0.29442903200808423
7928,cf3f3764e9beaeae5c2ff7796321edcd961ee179771d4f13006af2660670f7e2,historical40000_lcmd,7928,old_train,old_train,,3.1053448192782707,0.293666280253134
7929,01c544cff7052008ed4bd773580c50af2da22d6377395489dcae976d86e823ed,historical40000_lcmd,7929,old_train,old_train,,2.911918845578843,0.3053322827505087
7930,6da3eebfc146ae0b3a3fb3a8b260054bfb0d8c8dd49bbb7145e0318ee18a8dea,historical40000_lcmd,7930,old_train,old_train,,3.466896754099382,0.215562352177058
7931,6b7cf830d6959ff0cfcb0b3b05fc41e77bb2e4f28bc9b15a3921e3fd7191fd28,historical40000_lcmd,7931,old_train,old_train,,3.22135052991384,0.4208255267650238
7932,5367b2a06a06043bf6f272235555f93a5f3da87dbd4edcbfb0aeee757a19f8d7,historical40000_lcmd,7932,old_train,old_train,,3.3310530282497126,0.1223168189314543
7933,25ff1787f78c65ed16b60b24ae5e9c96ae8b7b78ab608e21b9cab8960e96f34d,historical40000_lcmd,7933,old_train,old_train,,3.4538872684883457,0.21011008329678083
7934,199349d51084e31cbde4123c1306a75d2e4d374841d839b2ce351803e7fb6ee1,historical40000_lcmd,7934,old_train,old_train,,3.541207167818927,0.6155726225179441
7935,48cad22c54236c9cebca88d8d1fd8c2e808b73648cfe71fce1323e30dae4a521,historical40000_lcmd,7935,old_train,old_train,,3.6326026350778533,0.37441201504057675
7936,4b0b564fee1162368107ed20e8e27f519d97651568ea741d651f3c37a58ff0a1,historical40000_lcmd,7936,old_train,old_train,,3.6690626534788175,0.23425028237060497
7937,df41bba6af77fca53f6b3aa947626b9c53c3293e2ecb4705e43f534511ff2da1,historical40000_lcmd,7937,old_train,old_train,,2.50794086812721,0.3017296894353261
7938,2e3876cc646882746188b7447b760f14cb2d0ee449f0cf5bf19fe210df48b5e3,historical40000_lcmd,7938,old_train,old_train,,3.8877168601616052,0.35905456740023123
7939,6daf30558d6c86edc87561ce246d128e616b181d708c216557c4944ea131da34,historical40000_lcmd,7939,old_train,old_train,,3.4755922873926095,0.6454258054405573
7940,abeaab9940ab75fd961e563acaa827603557d4583a973676fc34241615da44b5,historical40000_lcmd,7940,old_train,old_train,,3.160068438258406,0.2722975398579788
7941,ec0e8bd7a3e6f1b836694e50bb8c0a34e695b1a27a24bad1924c73ff6328a001,historical40000_lcmd,7941,old_train,old_train,,3.0639863002622563,0.22576405119227694
7942,d63a4a5708459791432a22c86d85a5bf21f7c2c9c3adfe46f7245d475d3560ee,historical40000_lcmd,7942,old_train,old_train,,3.3639090101310174,0.4319946277417861
7943,bd02fcc23e0c71fc6b34bbb582b9787704fed7bfb8144dfa2ba8501696648e27,historical40000_lcmd,7943,old_train,old_train,,3.4259456948060056,0.12529906321155382
7944,df07610c61e804a78fb60e45d51cf83640872a99969228bd879ea168e989de66,historical40000_lcmd,7944,old_train,old_train,,3.4911501780945797,0.408056013023963
7945,73fd2fbe8c0f3751d0ac717f0bba46c1cc652460237d7b59882dc00d21df4c72,historical40000_lcmd,7945,old_train,old_train,,2.819967521951252,0.48492726372798467
7946,ae74629a456085247ec4444214c56b641de34cce0795df66740503819d91c622,historical40000_lcmd,7946,old_train,old_train,,3.1678117810314013,0.3802507023541768
7947,651ea84d35519071ed7a2629c15ece39d684b6933f185c70bc0035739a280338,historical40000_lcmd,7947,old_train,old_train,,3.3225123235614284,0.2833381756519402
7948,cf0fe635419379f28c3dc694abc92358c24c663607dc67f1c02603dc8297bf04,historical40000_lcmd,7948,old_train,old_train,,3.2111722195611274,0.6408770748578849
7949,9df1a7908d09a28aacf628843a5ab5164312e7a35bdde1f56a8e20898ae4c85e,historical40000_lcmd,7949,old_train,old_train,,2.908820235776947,0.4283344525065522
7950,eb4eb2b029fd1bbaa18fe13f741bae9de24a2e8407f412ea1d528cf37b058731,historical40000_lcmd,7950,old_train,old_train,,3.4336709834620947,0.4764834217772731
7951,5480c499aa1750ff07554ca70341d9cd60974387f0f23f8175d755666aad8c0c,historical40000_lcmd,7951,old_train,old_train,,3.437790978926335,0.34450060492010603
