gene_id,split_role,experiment_group
41f226897521918a91d8da4136ae3c42d5a44d366d2102ef7df9c1a64c38a018,test,G-S
41f226897521918a91d8da4136ae3c42d5a44d366d2102ef7df9c1a64c38a018,test,F-S
41f226897521918a91d8da4136ae3c42d5a44d366d2102ef7df9c1a64c38a018,test,G-E
41f226897521918a91d8da4136ae3c42d5a44d366d2102ef7df9c1a64c38a018,test,F-E
41f6e3c91f7c929fee88e0ac72e353f5fb9d63640aebb0c3d092fd3bc470560d,train,G-S
41f6e3c91f7c929fee88e0ac72e353f5fb9d63640aebb0c3d092fd3bc470560d,train,G-E
4202b1affaeb296d868e5ecfe0812f4b0213987cff95bc3911e8e44221e0ec2e,train,F-S
4202b1affaeb296d868e5ecfe0812f4b0213987cff95bc3911e8e44221e0ec2e,train,F-E
420918b447c18caf29e4d646fa5ed3a26f5edc996aab7ac97012ae3aaa47493f,train,F-S
420918b447c18caf29e4d646fa5ed3a26f5edc996aab7ac97012ae3aaa47493f,train,F-E
4213c6a2128fe92440affbad59b0dd5ba0e94913ab62278a69c23440960e9848,train,G-S
4213c6a2128fe92440affbad59b0dd5ba0e94913ab62278a69c23440960e9848,train,G-E
422b46d0687dbb79317d2412d220d3ccb682058750fbf4469c85b39527dfd651,train,F-S
422b46d0687dbb79317d2412d220d3ccb682058750fbf4469c85b39527dfd651,train,F-E
422f44d5a705702bccc5991eee5a42272406bf71854b77fda1587155c3fd45c0,dev,G-S
422f44d5a705702bccc5991eee5a42272406bf71854b77fda1587155c3fd45c0,dev,F-S
422f44d5a705702bccc5991eee5a42272406bf71854b77fda1587155c3fd45c0,dev,G-E
422f44d5a705702bccc5991eee5a42272406bf71854b77fda1587155c3fd45c0,dev,F-E
4248c241920383930faec7e9ac7bc344561b426c61d7a5f0f8f6ef3fd16213d6,train,G-S
4248c241920383930faec7e9ac7bc344561b426c61d7a5f0f8f6ef3fd16213d6,train,G-E
42567dde3110948c3d981e491e3f77cc8e3688995c12bfc00573be2646522827,train,F-S
42567dde3110948c3d981e491e3f77cc8e3688995c12bfc00573be2646522827,train,F-E
426534c9032db116c8c8af3cfb5d819dab4cac0ee4c2145bcba8ff63cdcb2527,train,F-S
426534c9032db116c8c8af3cfb5d819dab4cac0ee4c2145bcba8ff63cdcb2527,train,F-E
426a89f8ca5babe1bacb5e11e8116011ee7f2cefa8f8b846ba7511739f31fe91,train,G-S
426a89f8ca5babe1bacb5e11e8116011ee7f2cefa8f8b846ba7511739f31fe91,train,G-E
42834f23d43ae24af429720f487ab86de8dcb37cb76f1c581ebfc400413e5b5c,dev,G-S
42834f23d43ae24af429720f487ab86de8dcb37cb76f1c581ebfc400413e5b5c,dev,F-S
42834f23d43ae24af429720f487ab86de8dcb37cb76f1c581ebfc400413e5b5c,dev,G-E
42834f23d43ae24af429720f487ab86de8dcb37cb76f1c581ebfc400413e5b5c,dev,F-E
42cf164d107e6dd993072452e8a3c9d9516724b737ed47ba6d8e57e0e85f41a3,train,G-S
42cf164d107e6dd993072452e8a3c9d9516724b737ed47ba6d8e57e0e85f41a3,train,G-E
42d25c0050d95cfa3ad47e8a3fc60c0e6491ee764fd4e22c9c7e88b9d31e11e6,train,G-S
42d25c0050d95cfa3ad47e8a3fc60c0e6491ee764fd4e22c9c7e88b9d31e11e6,train,G-E
430f8650c4337d97c7bbe845f83018737a083c5bf81722ec027dfbbf33c57bda,train,F-S
430f8650c4337d97c7bbe845f83018737a083c5bf81722ec027dfbbf33c57bda,train,F-E
4317b75b7688f9b1abc47a8c3b02186c55e1b122c19c3d603ab59c0b6497877d,train,G-S
4317b75b7688f9b1abc47a8c3b02186c55e1b122c19c3d603ab59c0b6497877d,train,G-E
4336bb2d556bb2f8134bef89369e6ed07f77b5d167a68af4e363f1e68a4ffbf5,train,F-S
4336bb2d556bb2f8134bef89369e6ed07f77b5d167a68af4e363f1e68a4ffbf5,train,F-E
433eaa434ae435df4d859790a5c06d80c994c7e2441f7353cdfdddaa7b51edce,train,F-S
433eaa434ae435df4d859790a5c06d80c994c7e2441f7353cdfdddaa7b51edce,train,F-E
435fbc1fccefc921e325ceeba6f0fa1428d2759cd885b96e14ebccdcc50bbda9,train,F-S
435fbc1fccefc921e325ceeba6f0fa1428d2759cd885b96e14ebccdcc50bbda9,train,F-E
436122745a2a41c82daa61de832d1639c7e837c48f8102cd3d7df58a008b01c0,test,G-S
436122745a2a41c82daa61de832d1639c7e837c48f8102cd3d7df58a008b01c0,test,F-S
436122745a2a41c82daa61de832d1639c7e837c48f8102cd3d7df58a008b01c0,test,G-E
436122745a2a41c82daa61de832d1639c7e837c48f8102cd3d7df58a008b01c0,test,F-E
437cd9d938afdd9a7b5f709e0b77796cb78093311414c3f1160c8fb66460f2e6,train,G-S
437cd9d938afdd9a7b5f709e0b77796cb78093311414c3f1160c8fb66460f2e6,train,G-E
43cef2a4d5dff4832072670dc937d0eab87870c3154fc81ebb465b7f46eab91d,test,G-S
43cef2a4d5dff4832072670dc937d0eab87870c3154fc81ebb465b7f46eab91d,test,F-S
43cef2a4d5dff4832072670dc937d0eab87870c3154fc81ebb465b7f46eab91d,test,G-E
43cef2a4d5dff4832072670dc937d0eab87870c3154fc81ebb465b7f46eab91d,test,F-E
43cf8f472724dfc5a8665e3381acb4706cbeb16acc5ff26fe77a988f54da3604,test,G-S
43cf8f472724dfc5a8665e3381acb4706cbeb16acc5ff26fe77a988f54da3604,test,F-S
43cf8f472724dfc5a8665e3381acb4706cbeb16acc5ff26fe77a988f54da3604,test,G-E
43cf8f472724dfc5a8665e3381acb4706cbeb16acc5ff26fe77a988f54da3604,test,F-E
43ee6bd6e576649f199b4594656cf5f94694b3e80b679d113de2294905bae13e,train,G-S
43ee6bd6e576649f199b4594656cf5f94694b3e80b679d113de2294905bae13e,train,G-E
4417d95811f1bfd3f2c9ea5192e47d30e6c1307370fd2cb329e170fabf49b3cd,dev,G-S
4417d95811f1bfd3f2c9ea5192e47d30e6c1307370fd2cb329e170fabf49b3cd,dev,F-S
4417d95811f1bfd3f2c9ea5192e47d30e6c1307370fd2cb329e170fabf49b3cd,dev,G-E
4417d95811f1bfd3f2c9ea5192e47d30e6c1307370fd2cb329e170fabf49b3cd,dev,F-E
4422c017b1b56710af4748d67ce05f523c6c2e561d25ad81f1b05fc9194e0deb,dev,G-S
4422c017b1b56710af4748d67ce05f523c6c2e561d25ad81f1b05fc9194e0deb,dev,F-S
4422c017b1b56710af4748d67ce05f523c6c2e561d25ad81f1b05fc9194e0deb,dev,G-E
4422c017b1b56710af4748d67ce05f523c6c2e561d25ad81f1b05fc9194e0deb,dev,F-E
4448545da1b70bd895b3c08c97e5fdb15bc6238766e188e8e511fdbfd6ce84c5,test,G-S
4448545da1b70bd895b3c08c97e5fdb15bc6238766e188e8e511fdbfd6ce84c5,test,F-S
4448545da1b70bd895b3c08c97e5fdb15bc6238766e188e8e511fdbfd6ce84c5,test,G-E
4448545da1b70bd895b3c08c97e5fdb15bc6238766e188e8e511fdbfd6ce84c5,test,F-E
446887767e7643b0e190462c77a2c556c0cabe9d0dfa6a166dc9fe481d4958be,dev,G-S
446887767e7643b0e190462c77a2c556c0cabe9d0dfa6a166dc9fe481d4958be,dev,F-S
446887767e7643b0e190462c77a2c556c0cabe9d0dfa6a166dc9fe481d4958be,dev,G-E
446887767e7643b0e190462c77a2c556c0cabe9d0dfa6a166dc9fe481d4958be,dev,F-E
446f048b139678b18a7ef18040c17592cddbd54bcfe0282b0591afb22d71456a,train,F-S
446f048b139678b18a7ef18040c17592cddbd54bcfe0282b0591afb22d71456a,train,F-E
4497309cc46a67dad2660715345c5bdd300def9f4d449b0b8ca1d40b7ffb7a77,test,G-S
4497309cc46a67dad2660715345c5bdd300def9f4d449b0b8ca1d40b7ffb7a77,test,F-S
4497309cc46a67dad2660715345c5bdd300def9f4d449b0b8ca1d40b7ffb7a77,test,G-E
4497309cc46a67dad2660715345c5bdd300def9f4d449b0b8ca1d40b7ffb7a77,test,F-E
4499838f1b00c76580e7f3960a6146f7159caa927b9e542efc3f640217bf38ed,train,G-S
4499838f1b00c76580e7f3960a6146f7159caa927b9e542efc3f640217bf38ed,train,G-E
4499838f1b00c76580e7f3960a6146f7159caa927b9e542efc3f640217bf38ed,train,F-S
4499838f1b00c76580e7f3960a6146f7159caa927b9e542efc3f640217bf38ed,train,F-E
44a07689cb573419bdcd6f402fad7721f13ada7ec5b0caa76993284d11d32752,train,G-S
44a07689cb573419bdcd6f402fad7721f13ada7ec5b0caa76993284d11d32752,train,G-E
44a496a2e9151a4330fe816a0d85ec95f468f08703a86241a2dc0ad841f388a5,train,G-S
44a496a2e9151a4330fe816a0d85ec95f468f08703a86241a2dc0ad841f388a5,train,G-E
44a496a2e9151a4330fe816a0d85ec95f468f08703a86241a2dc0ad841f388a5,train,F-S
44a496a2e9151a4330fe816a0d85ec95f468f08703a86241a2dc0ad841f388a5,train,F-E
4513daed35980348f0dc66c61c150d91a6cd1f5d52739f39979a3af816011e01,train,G-S
4513daed35980348f0dc66c61c150d91a6cd1f5d52739f39979a3af816011e01,train,G-E
453fdaea1d9cd4f1504452303130706171511d285ff08b431f93c1b38a305582,test,G-S
453fdaea1d9cd4f1504452303130706171511d285ff08b431f93c1b38a305582,test,F-S
453fdaea1d9cd4f1504452303130706171511d285ff08b431f93c1b38a305582,test,G-E
453fdaea1d9cd4f1504452303130706171511d285ff08b431f93c1b38a305582,test,F-E
45416b7a5ca021fd8102a5e18a465e1ada043cc1f623256c06aae9fc8ad25fe5,test,G-S
45416b7a5ca021fd8102a5e18a465e1ada043cc1f623256c06aae9fc8ad25fe5,test,F-S
45416b7a5ca021fd8102a5e18a465e1ada043cc1f623256c06aae9fc8ad25fe5,test,G-E
45416b7a5ca021fd8102a5e18a465e1ada043cc1f623256c06aae9fc8ad25fe5,test,F-E
45660558a197f8911547c124fea5d1d06807e41dd64654b5f488da0b51428409,test,G-S
45660558a197f8911547c124fea5d1d06807e41dd64654b5f488da0b51428409,test,F-S
45660558a197f8911547c124fea5d1d06807e41dd64654b5f488da0b51428409,test,G-E
45660558a197f8911547c124fea5d1d06807e41dd64654b5f488da0b51428409,test,F-E
4588f70ba9ffb5f4ae1f099392b4eab1b41ddc1bb252eac2db8544ef7d37c15a,train,G-S
4588f70ba9ffb5f4ae1f099392b4eab1b41ddc1bb252eac2db8544ef7d37c15a,train,G-E
45893e89e70da7b47f092494a65d3c7fef085ef8fd4c9899cf2d43e46dc327c2,train,F-S
45893e89e70da7b47f092494a65d3c7fef085ef8fd4c9899cf2d43e46dc327c2,train,F-E
459417efe6211d6555a0c8f3cc8872030e76277ea627ef5b8c3665dee9e9eb8e,test,G-S
459417efe6211d6555a0c8f3cc8872030e76277ea627ef5b8c3665dee9e9eb8e,test,F-S
459417efe6211d6555a0c8f3cc8872030e76277ea627ef5b8c3665dee9e9eb8e,test,G-E
459417efe6211d6555a0c8f3cc8872030e76277ea627ef5b8c3665dee9e9eb8e,test,F-E
459f4d6b5e5ae8eeb02685874c1c9f8811c483088ba34524287e1d324599bb2a,train,F-S
459f4d6b5e5ae8eeb02685874c1c9f8811c483088ba34524287e1d324599bb2a,train,F-E
45a165d6e72d069f0b82a2458467fcae0a560853aef75174eb0cf36d6d70b8b3,test,G-S
45a165d6e72d069f0b82a2458467fcae0a560853aef75174eb0cf36d6d70b8b3,test,F-S
45a165d6e72d069f0b82a2458467fcae0a560853aef75174eb0cf36d6d70b8b3,test,G-E
45a165d6e72d069f0b82a2458467fcae0a560853aef75174eb0cf36d6d70b8b3,test,F-E
45e62f5d457a73481831f80c552449efdfe401a07a03044b01aca96f2b660d46,train,F-S
45e62f5d457a73481831f80c552449efdfe401a07a03044b01aca96f2b660d46,train,F-E
4609f618a75dc0851d05c601257d312948227c94ca8362ff5b8f6856338b9b9a,train,F-S
4609f618a75dc0851d05c601257d312948227c94ca8362ff5b8f6856338b9b9a,train,F-E
4626be7ac27284855c501c8bdf203f1348b3bfa19dc012b2c5545cf264321a30,train,F-S
4626be7ac27284855c501c8bdf203f1348b3bfa19dc012b2c5545cf264321a30,train,F-E
4635c8adcd74d6bfc9fd3fe89965e9a1982ea623cb8e509ee56fc362d58cceec,train,G-S
4635c8adcd74d6bfc9fd3fe89965e9a1982ea623cb8e509ee56fc362d58cceec,train,G-E
463b558ddecb0252e936186ecb2f164c4ab44671a392fb0278a077a558c980b9,test,G-S
463b558ddecb0252e936186ecb2f164c4ab44671a392fb0278a077a558c980b9,test,F-S
463b558ddecb0252e936186ecb2f164c4ab44671a392fb0278a077a558c980b9,test,G-E
463b558ddecb0252e936186ecb2f164c4ab44671a392fb0278a077a558c980b9,test,F-E
463d6288ad7ee4e7c618192e9b5626939c7d20b9dee54702a8ef88e68d2f50b1,train,G-S
463d6288ad7ee4e7c618192e9b5626939c7d20b9dee54702a8ef88e68d2f50b1,train,G-E
4644eeab1771c7ea427c664b32c129075996328fd3add1c27223089f695c593e,train,F-S
4644eeab1771c7ea427c664b32c129075996328fd3add1c27223089f695c593e,train,F-E
464afddad229fd9d57d181ab218552e58379f6ba7e120dc1442308fba72edc2e,train,F-S
464afddad229fd9d57d181ab218552e58379f6ba7e120dc1442308fba72edc2e,train,F-E
467be272fc7e89100d3474d1f0eb4a13e698ef1d89dbf1253d984ad28208a68e,train,G-S
467be272fc7e89100d3474d1f0eb4a13e698ef1d89dbf1253d984ad28208a68e,train,G-E
46802e064b42c766440dc5a79bd320292a9f735449e0f58f7ef263f44f68db03,train,G-S
46802e064b42c766440dc5a79bd320292a9f735449e0f58f7ef263f44f68db03,train,G-E
4680b4c4f751600cdee4475deae5c1f6d8318b00482d1ba24cdd2b9734204c83,train,G-S
4680b4c4f751600cdee4475deae5c1f6d8318b00482d1ba24cdd2b9734204c83,train,G-E
4680b4c4f751600cdee4475deae5c1f6d8318b00482d1ba24cdd2b9734204c83,train,F-S
4680b4c4f751600cdee4475deae5c1f6d8318b00482d1ba24cdd2b9734204c83,train,F-E
468a4aaccc822d753ae949cb16ae96f612d48a371d739d61ee3871229c1a8d20,train,G-S
468a4aaccc822d753ae949cb16ae96f612d48a371d739d61ee3871229c1a8d20,train,G-E
46cb800a9d993b5a45823e051a6d16e02155458199629d8ae8b25174c88f52b8,train,F-S
46cb800a9d993b5a45823e051a6d16e02155458199629d8ae8b25174c88f52b8,train,F-E
46d6bf10cb4587b6b85c1a545bdc4098f2039d71fb34b3b71af9b07114228795,train,G-S
46d6bf10cb4587b6b85c1a545bdc4098f2039d71fb34b3b71af9b07114228795,train,G-E
46d9c01c969cf63dce42f78c93f98fb755fe368dca7f9c8e9c77dcc32e0373b4,train,G-S
46d9c01c969cf63dce42f78c93f98fb755fe368dca7f9c8e9c77dcc32e0373b4,train,G-E
46ff9abf5f78054e8873ad553687ff4a57a0d76b8c6f1da5c7546af8da065923,train,G-S
46ff9abf5f78054e8873ad553687ff4a57a0d76b8c6f1da5c7546af8da065923,train,G-E
47432e8e031a51b8123079ccc0b4bfc1edbe315223104f91dd93fc264ad0bf7a,train,G-S
47432e8e031a51b8123079ccc0b4bfc1edbe315223104f91dd93fc264ad0bf7a,train,G-E
474421e275dfa489401eac68c0715e6cb9ba756fc18a9b3634e3d6d6562097a7,train,F-S
474421e275dfa489401eac68c0715e6cb9ba756fc18a9b3634e3d6d6562097a7,train,F-E
476124ad50163fe3b07f76e70c87757c72e3dd534064fed0e93b1ca542f7f165,train,F-S
476124ad50163fe3b07f76e70c87757c72e3dd534064fed0e93b1ca542f7f165,train,F-E
4776697d66bce38f66455a012ae89f758d599e58c41954ca39a000d73f676456,train,F-S
4776697d66bce38f66455a012ae89f758d599e58c41954ca39a000d73f676456,train,F-E
478e8a8fb39f52df16989cbd026c4db2a0dce2b1a0c7dea1a27652e3fba6c6d8,train,F-S
478e8a8fb39f52df16989cbd026c4db2a0dce2b1a0c7dea1a27652e3fba6c6d8,train,F-E
4794d5178cb6fc7484a5b0189f5201806efe615ca35c526cf3b21b4448f7a785,train,G-S
4794d5178cb6fc7484a5b0189f5201806efe615ca35c526cf3b21b4448f7a785,train,G-E
479c54fd558fe5b6476e4c721a153b4289466525a316a62606df1ce4ae402efb,train,G-S
479c54fd558fe5b6476e4c721a153b4289466525a316a62606df1ce4ae402efb,train,G-E
47a70c8d38ea93191daf875e7650495ac08f24f2a880a45c8510111b5eb393f1,train,F-S
47a70c8d38ea93191daf875e7650495ac08f24f2a880a45c8510111b5eb393f1,train,F-E
47b6e427e616ebc268bf548eae662889c5a049db26769dd6293a14ab2e477c33,dev,G-S
47b6e427e616ebc268bf548eae662889c5a049db26769dd6293a14ab2e477c33,dev,F-S
47b6e427e616ebc268bf548eae662889c5a049db26769dd6293a14ab2e477c33,dev,G-E
47b6e427e616ebc268bf548eae662889c5a049db26769dd6293a14ab2e477c33,dev,F-E
47efde76651547b07ceb254c641c5e6d474007d5db79dd642f0a2a47f61bc81d,train,F-S
47efde76651547b07ceb254c641c5e6d474007d5db79dd642f0a2a47f61bc81d,train,F-E
47f26246ee05e39670fceb4e8a5681fead7c32e4828d181c12a700184a0392ee,test,G-S
47f26246ee05e39670fceb4e8a5681fead7c32e4828d181c12a700184a0392ee,test,F-S
47f26246ee05e39670fceb4e8a5681fead7c32e4828d181c12a700184a0392ee,test,G-E
47f26246ee05e39670fceb4e8a5681fead7c32e4828d181c12a700184a0392ee,test,F-E
482f082fba95b8d6c5704992e0e7cc7a21ac65f8ce65d2d189972465439a21db,train,F-S
482f082fba95b8d6c5704992e0e7cc7a21ac65f8ce65d2d189972465439a21db,train,F-E
4846d8d76c3628183318c60f0befbd53474002b74f59ee768da623fda53308bb,train,F-S
4846d8d76c3628183318c60f0befbd53474002b74f59ee768da623fda53308bb,train,F-E
484d67f87b6f42ce24ecac7f382ca94b5c1a11e7b3461560ab1161b2e276ca0a,train,F-S
484d67f87b6f42ce24ecac7f382ca94b5c1a11e7b3461560ab1161b2e276ca0a,train,F-E
486a293f6910010bd92e3f8d502598257cad5da1b966dfda62344db5f2d667d8,test,G-S
486a293f6910010bd92e3f8d502598257cad5da1b966dfda62344db5f2d667d8,test,F-S
486a293f6910010bd92e3f8d502598257cad5da1b966dfda62344db5f2d667d8,test,G-E
486a293f6910010bd92e3f8d502598257cad5da1b966dfda62344db5f2d667d8,test,F-E
48951470c5dbe4247020ea3a3b6e1e3c323d52d294b6f7adbff81b01399880c0,dev,G-S
48951470c5dbe4247020ea3a3b6e1e3c323d52d294b6f7adbff81b01399880c0,dev,F-S
48951470c5dbe4247020ea3a3b6e1e3c323d52d294b6f7adbff81b01399880c0,dev,G-E
48951470c5dbe4247020ea3a3b6e1e3c323d52d294b6f7adbff81b01399880c0,dev,F-E
48c87df1bb44fd84a9556e47e3714d3c4af7b53910b26ba4762f7e97c7616c4e,train,F-S
48c87df1bb44fd84a9556e47e3714d3c4af7b53910b26ba4762f7e97c7616c4e,train,F-E
48da6aae1a2f3914a7d16a4b95a780a57500b8f05006ae3354eb6bf91a658d6d,train,F-S
48da6aae1a2f3914a7d16a4b95a780a57500b8f05006ae3354eb6bf91a658d6d,train,F-E
48ef5be9d749dfa0987a4f40a694a1044a2ccad25eca7bce13386695f377ba6c,train,G-S
48ef5be9d749dfa0987a4f40a694a1044a2ccad25eca7bce13386695f377ba6c,train,G-E
4901e11e594b576e1b945485e78af8354f76309656b3cdf49682e71fd9657e74,test,G-S
4901e11e594b576e1b945485e78af8354f76309656b3cdf49682e71fd9657e74,test,F-S
4901e11e594b576e1b945485e78af8354f76309656b3cdf49682e71fd9657e74,test,G-E
4901e11e594b576e1b945485e78af8354f76309656b3cdf49682e71fd9657e74,test,F-E
490e800ac597b9942ce76297375d7092725a99566c7018b7edf71db987228ced,test,G-S
490e800ac597b9942ce76297375d7092725a99566c7018b7edf71db987228ced,test,F-S
490e800ac597b9942ce76297375d7092725a99566c7018b7edf71db987228ced,test,G-E
490e800ac597b9942ce76297375d7092725a99566c7018b7edf71db987228ced,test,F-E
4946553724e88904aac0ecc81961eea5e1811dc55efda0f9d59a487e853e8c27,train,G-S
4946553724e88904aac0ecc81961eea5e1811dc55efda0f9d59a487e853e8c27,train,G-E
495195a4544c7691377b9308894ee0321a1a8b1f6ec80e0159bb7cfbcd74b056,train,G-S
495195a4544c7691377b9308894ee0321a1a8b1f6ec80e0159bb7cfbcd74b056,train,G-E
4954d6bad1f63d49e945646bb20e142a0f948c8a2ed41174a7f9232980ea681a,train,G-S
4954d6bad1f63d49e945646bb20e142a0f948c8a2ed41174a7f9232980ea681a,train,G-E
495c41c044e611d316f6ea61ea8279ede3eb36243c96c1fd46ad6e5222467e38,train,G-S
495c41c044e611d316f6ea61ea8279ede3eb36243c96c1fd46ad6e5222467e38,train,G-E
4962a85cf02fb57021a63df1cc6f1bd079f7a46731a12a6c368edc1655e46450,test,G-S
4962a85cf02fb57021a63df1cc6f1bd079f7a46731a12a6c368edc1655e46450,test,F-S
4962a85cf02fb57021a63df1cc6f1bd079f7a46731a12a6c368edc1655e46450,test,G-E
4962a85cf02fb57021a63df1cc6f1bd079f7a46731a12a6c368edc1655e46450,test,F-E
497c501c053a32db4d0e2c8cab8a623f2b7b9beaed0740542f524e23582d1039,test,G-S
497c501c053a32db4d0e2c8cab8a623f2b7b9beaed0740542f524e23582d1039,test,F-S
497c501c053a32db4d0e2c8cab8a623f2b7b9beaed0740542f524e23582d1039,test,G-E
497c501c053a32db4d0e2c8cab8a623f2b7b9beaed0740542f524e23582d1039,test,F-E
49a1237caa9ff3c061badaee05ce4284e58f6034cec037a2021315e4d102ca13,train,G-S
49a1237caa9ff3c061badaee05ce4284e58f6034cec037a2021315e4d102ca13,train,G-E
49a9cdc4d91c3e2777d305127c6c9c3ad12cee81a99e090501bee7eaef9893f8,train,F-S
49a9cdc4d91c3e2777d305127c6c9c3ad12cee81a99e090501bee7eaef9893f8,train,F-E
49f71b7568f5e9cd19edfe2773c71d87efea8e095a29fc213f1f9543d8679529,train,G-S
49f71b7568f5e9cd19edfe2773c71d87efea8e095a29fc213f1f9543d8679529,train,G-E
4a0f12c966ee6441ad15bd1755cd2b9c7a007fccd7a0eb7fc8bf3b06b3535170,train,G-S
4a0f12c966ee6441ad15bd1755cd2b9c7a007fccd7a0eb7fc8bf3b06b3535170,train,G-E
4a0f12c966ee6441ad15bd1755cd2b9c7a007fccd7a0eb7fc8bf3b06b3535170,train,F-S
4a0f12c966ee6441ad15bd1755cd2b9c7a007fccd7a0eb7fc8bf3b06b3535170,train,F-E
4a5a84abd720233b312305493856818ebb10308d6e3cb348e7101f782259536d,train,G-S
4a5a84abd720233b312305493856818ebb10308d6e3cb348e7101f782259536d,train,G-E
4a5a84abd720233b312305493856818ebb10308d6e3cb348e7101f782259536d,train,F-S
4a5a84abd720233b312305493856818ebb10308d6e3cb348e7101f782259536d,train,F-E
4a725f98ed19c6d9515f5b65cb55b6f970ba062dbbd38d6d64bbd3e3edb20e13,train,F-S
4a725f98ed19c6d9515f5b65cb55b6f970ba062dbbd38d6d64bbd3e3edb20e13,train,F-E
4a769739e94fb731b08c18a4acaf85061fbd196b97fa1dea22c014f2b7094545,train,G-S
4a769739e94fb731b08c18a4acaf85061fbd196b97fa1dea22c014f2b7094545,train,G-E
4aa30627295a767c5deb6d87b5b098cfec69c0ac27a2c02e657b9f4f957d41c6,test,G-S
4aa30627295a767c5deb6d87b5b098cfec69c0ac27a2c02e657b9f4f957d41c6,test,F-S
4aa30627295a767c5deb6d87b5b098cfec69c0ac27a2c02e657b9f4f957d41c6,test,G-E
4aa30627295a767c5deb6d87b5b098cfec69c0ac27a2c02e657b9f4f957d41c6,test,F-E
4abb66d646d56cd18563d71ac95679865178619d1c7c7bcfd385f8f56220f95a,train,F-S
4abb66d646d56cd18563d71ac95679865178619d1c7c7bcfd385f8f56220f95a,train,F-E
4abebe91f28be4098dd1536be42da3e3013cdba73bb09ec842ea9b3c8c72bf6c,train,F-S
4abebe91f28be4098dd1536be42da3e3013cdba73bb09ec842ea9b3c8c72bf6c,train,F-E
4acb4eef3a270d8030310a8ad67118613142fccd7117ed3dd7e7b740d3c77b83,train,F-S
4acb4eef3a270d8030310a8ad67118613142fccd7117ed3dd7e7b740d3c77b83,train,F-E
4acc95394324feea5917e314b6001d992fb89b441c4a7a6df5f6da32c5ab4641,dev,G-S
4acc95394324feea5917e314b6001d992fb89b441c4a7a6df5f6da32c5ab4641,dev,F-S
4acc95394324feea5917e314b6001d992fb89b441c4a7a6df5f6da32c5ab4641,dev,G-E
4acc95394324feea5917e314b6001d992fb89b441c4a7a6df5f6da32c5ab4641,dev,F-E
4ad6da78565f34397d36909f840057284087be34543079bd37e800e86f11aa19,train,F-S
4ad6da78565f34397d36909f840057284087be34543079bd37e800e86f11aa19,train,F-E
4af4892a17e1af72686c1314b5af2f7d90da9c03d1b7282c332a3c6509b613c5,dev,G-S
4af4892a17e1af72686c1314b5af2f7d90da9c03d1b7282c332a3c6509b613c5,dev,F-S
4af4892a17e1af72686c1314b5af2f7d90da9c03d1b7282c332a3c6509b613c5,dev,G-E
4af4892a17e1af72686c1314b5af2f7d90da9c03d1b7282c332a3c6509b613c5,dev,F-E
4afb03972675df2386837efceccf8c0dd57d812bce71148ea3ff6a1bdc6febc9,train,F-S
4afb03972675df2386837efceccf8c0dd57d812bce71148ea3ff6a1bdc6febc9,train,F-E
4b034ad8d94593fd1398c630b56ec3dd08f3ec7a2a91bb0d4f6c11c3bae88094,train,F-S
4b034ad8d94593fd1398c630b56ec3dd08f3ec7a2a91bb0d4f6c11c3bae88094,train,F-E
4b03fca26567c6e7709edfe6fe6539556f73fb843db51e9529400103d6cd7841,test,G-S
4b03fca26567c6e7709edfe6fe6539556f73fb843db51e9529400103d6cd7841,test,F-S
4b03fca26567c6e7709edfe6fe6539556f73fb843db51e9529400103d6cd7841,test,G-E
4b03fca26567c6e7709edfe6fe6539556f73fb843db51e9529400103d6cd7841,test,F-E
4b0f50f9b2aedc31be1318ef3ae242e85b0898ad365c0321d5aad5702d0f55eb,test,G-S
4b0f50f9b2aedc31be1318ef3ae242e85b0898ad365c0321d5aad5702d0f55eb,test,F-S
4b0f50f9b2aedc31be1318ef3ae242e85b0898ad365c0321d5aad5702d0f55eb,test,G-E
4b0f50f9b2aedc31be1318ef3ae242e85b0898ad365c0321d5aad5702d0f55eb,test,F-E
4b31eccf69f3643d027fb76a5b4c1005e0e9d7963f9c8dea23bc8910e825a8cc,train,G-S
4b31eccf69f3643d027fb76a5b4c1005e0e9d7963f9c8dea23bc8910e825a8cc,train,G-E
4b4716215a760c498e238353bdeee1d2e6b77f6d69abbfe7b40063ac49adc22a,train,G-S
4b4716215a760c498e238353bdeee1d2e6b77f6d69abbfe7b40063ac49adc22a,train,G-E
4b556af710134efdc83a7890ae1095b748db4685e8cd84bbf66ba51377ba379c,train,G-S
4b556af710134efdc83a7890ae1095b748db4685e8cd84bbf66ba51377ba379c,train,G-E
4b556af710134efdc83a7890ae1095b748db4685e8cd84bbf66ba51377ba379c,train,F-S
4b556af710134efdc83a7890ae1095b748db4685e8cd84bbf66ba51377ba379c,train,F-E
4b55deabe494012f8297c5b6cf5dab38ee9edae2d4e842c6bae50d3ea6c9d0f4,test,G-S
4b55deabe494012f8297c5b6cf5dab38ee9edae2d4e842c6bae50d3ea6c9d0f4,test,F-S
4b55deabe494012f8297c5b6cf5dab38ee9edae2d4e842c6bae50d3ea6c9d0f4,test,G-E
4b55deabe494012f8297c5b6cf5dab38ee9edae2d4e842c6bae50d3ea6c9d0f4,test,F-E
4b7027ba8a134332f97b8fd745ccd1486acfd8277971600ea421c06ce3bf904e,train,G-S
4b7027ba8a134332f97b8fd745ccd1486acfd8277971600ea421c06ce3bf904e,train,G-E
