old_index,gene_id,bits,split_role
62494,2e02e44cc4e4e7dbabac3b1aec32c0496657577495fafe0d95137f346abca707,111111001101110101110001011111101100011101011011101111111111110110101111111111111110111111111101110011111111111111101011,old_train_anchor
38645,186b19b9c56aa64bfb07ba7ae34997580a5b831c31b8eb8798e6906ea0317edb,110010000111111011100110011111101100011111111001101100110010100110110101101111111110101111100001101111111111000000101111,old_train_anchor
60887,7e0e5ec13212daab2cfd0143136d8545bf87876c9ac18d2afedeb0b201ccf9cb,111110110111010101111111111100000000011110011101011111111011101101110101110011111100111111111101010011111011101101110110,old_train_anchor
33555,5946efc74e095880b249731330b9e280883c8559c62689a19fe43e62520dbca1,101010110101111001111111000111101000111111110100000101110111110001110111111001111000001111011111010011111011001101101010,old_train_anchor
61489,3f27affc5207fda756ff6fcb11894da7fa5099e2a6c38e671f0deaa742783621,111110111101000111110001000101110011110111000001110111101011111101110011111100001110111111100001011100110101101110111010,old_train_anchor
51271,cb3d5b662ddb1989e126364b517eff600f4465201f389b3872ea8dc9f534438a,111010010101111111001101001111101001101110011011110111111111111100111110011111111000111101111111111011111111100101110110,old_train_anchor
5129,bee6d232faa2429a4d2c9cadf08e202417cb028699b4313756f11a324807944a,001011101110010000010111101011011100010001100010111111011111001111110011001111110001110100110010011110010100011100011100,old_train_anchor
58375,82672032936edf1624fba1530a5cec710590582c7e9befc67d056366b03196f4,111110110100111101110001000111101001111010111001001111110111110001110101111011111111101101100111011110011011101100111111,old_train_anchor
54110,b49aadd5b0fb6ba6c76a2faf2014fd2f5542cb88343afb0237622d9b5c7ad295,111011100111100011100110011111101100011111111110101111111111111110111111111111111110011111101101111011111111101101110110,old_train_anchor
2449,dea348524715dea9a5ad94b09d740522133d66b7c065560320e4706fbd150417,000110010110100001110110111111111100001111111101011011111001110000110111110011101001011011011111011100110011111100100100,old_train_anchor
49614,be9b87b57d1fcd7d48d98c655c424550c790ebafbb7ecee6ae48177672077872,111000111100111110111001111011110001101000000011010010010011111001111011111001111111011110111000110010110100110100110010,old_train_anchor
59701,c371a814f04e40ebb333ab7d7ccb21756ca4e58cf0cfcd37162466be9a5271a3,111110110101110011100110011111101100011111111101001111111011101101101111011111110001111011111011001111111111000000101111,old_train_anchor
38648,e6d0205673404037d3eb51ed4ae6c5f83f240809cc1e62d096a1b8935710de9f,110010000111111111001100000011101000111111101111010111110110101110110111011111111000110011010011110011011011101111110110,old_train_anchor
43974,c3c8857798bdf8dfe74f919b68291a32d9ab70f0b482cef2741fd28cc988254f,110101100101110000001110000111111000101111111111110111111111110110101111111111101001101111111101111011111011110001111011,old_train_anchor
24139,495794c8258b0e1ecdef6c5156e5bfa692533c39c794d42df516c36a9541c91f,100010010100111001010001001111100011000011111111011110111011101111111110011111111010011111101101111111110011010001101110,old_train_anchor
27018,a7c44a79f03d4b9f2c39aaac74a183839a89200703ced059e949a849788f55d6,100100001101011101110001001111011011000011111111111111111101100101110111111111111000111110111011101100110011010001111011,old_train_anchor
26563,c7700f47a761a1633272f57b46df19fdd275e0a68fbff05cfb4abe8d96583a82,100100000000010101111000011111001111100011110100000101110111110001110111110001111110101101111101111111011101100001001011,old_train_anchor
24532,a52ae078e7dfef3dd2d9b171bf5c46e9045c247b59b15daef2bab2dd28a9c700,100010010110100001011111101111101110011111111101111110111111110110101111111111101001101111011101111111100111010011111010,old_train_anchor
54320,8ecc31a400626fafccf16195f2df391cde61d29dbbe630c3aaebb24a42ceaff6,111100000110101011011110011111110111111110111101010111110111110110101111011111111000111110011101110011111111010001111011,old_train_anchor
15398,fabf1cf0cc587ccc369da8f5db62bdf264264c4297f147f9f86d5c13874c9b0f,010111100000111010000000011111000011101111111011101111111011110110101111111111111111111111101101000011111111110000101111,old_train_anchor
19944,7e5ac999e8ae4820402da146dd92304ca6ee4987d6d9dd8a568ad699ea15291e,011011100101010101110001011111101100011111111011101111111101110111110111111111111000111111101101111110011011101100111011,old_train_anchor
43368,56732956896ebfc0c3b54abaf4fd4a291452a9ed1b8e7a617d2f22afcc05af04,110101011100110011010001110011111110101111111011101011111010011110101101001011001101001101111111100000010100101001100100,old_train_anchor
13513,8ce579028e6545bfd304c6ed03c83f97e0d11fea7f270c3bad0069b37d03b324,010110000100010101101001011111101100011111111100010011110111110110111111111111101000000111011110101001111111000001001011,old_train_anchor
21785,22df6ca18e358a718fdfa1ec9c02fe2ad040249488cea8a2955fbd6f53791912,011110010110100010001101100111000010011111100111111110110111100110100101101111101111000011011111011100110111000100011011,old_train_anchor
11233,a4f3e304121b6538b7665a8e363be9f4350f740fbe441074f49fc313f5ba2fa1,010100010110100011111110001111110011111011111111111100111110101101111111100001111110101111100111111001011011010000011011,old_train_anchor
57867,83feda640311485cfcb9efc282350d0bd5711329722a4070c53186a94de0a480,111110110001111010000001100111010011011111101101101111111111111110111111111111111010101111101101111011110111100101111010,old_train_anchor
25076,fe076901d403c4325dfe667b736380e1027e4626376761761b8dbaa512366381,100010011100111010001110001111100010011110111111011111110110111110101101111111111110111111101101111011011111010001001111,old_train_anchor
39903,f8655cee8e75f207adc576b9f5a1c35389858b11d7244c26a3eb3cb34ad32e31,110010011100000101110001000111101100001101110111111111011111101100010111110001111010101101111101100111011111010011010101,old_train_anchor
27195,e9cf435521cc72daf989225c8f16b9aa2d2ed1a7ae006d53ad682420b84f35be,100100001110111001010110011111101011111111111101001111111011101101101111011111110010111101110101000111100111000000101111,old_train_anchor
50128,235272011d74ade2d330e95994b6b210999031cca78a23668f4ccd521569e67b,111001001110110101011110011111110011111011111111111111011111101111110000111111111000101110011101011001110011010001100101,old_train_anchor
5426,3a43d51779a63a2eebadb62164f1532ec8c9d54ec70e7c800c91725df377f0c3,001101000000101101000100011110011010111111110101011100001001011110001011111100111100001111100001011100100000111100011111,old_train_anchor
45073,2d64e7e2fe3dcb99c67111cbf175b46b942af922b7322a25b003acf12ba2c865,110101110010011010000110001111101110011111111101001111111111110110101111111111101001101111011101111111100111010001111011,old_train_anchor
61873,17b6f7267229f07ffc66d8df54191f0b9cc5af1c89f3d86cce9dcd53f32986a0,111110111110100001101000011111101001000110011101111001111011100111110101100001111110111011111101101011110111010001100101,old_train_anchor
3052,311c6cd9b8b2dddb6a9d72424e298b6e19fd8725c8a2e02f25b4735d45d60951,000111001110111010001010101111011001101111111111111111111011100110100101101111111000111110011101111111011011111100101001,old_train_anchor
44570,1621540d646587bdb2e2522a8abdf40b6b61c86d2036f773e938b77397745e13,110101110001000011100111000111111001100011111100011101110111110110101111111011111110111111011101101011111011101100101101,old_train_anchor
45513,8108a4e673fb8cec6384f5e1eea16c1107659f512398e47c16b06d304b7db0da,110101110101000100010111001111101011000011011110001111111111110110111111111101111111111111101101110011010111010011100101,old_train_anchor
5205,6e0557c2d65d09b5fb0215d64ccd8dcf48d00790a691167cb4c1e0e7443d81ae,001100010100100001111110100110000110100111011001111011111110100111110101011101111000101111011101010011111101001101101010,old_train_anchor
18098,cf58b9adf90e7ce314af024311419c83d387ba7a02acb977463550949bd5423f,011011000101000101110111001111001110001111111110111011110111111111110111111111111110111111011101111011111111101101101111,old_train_anchor
62284,ed1f9a40757b2452b27b2a08113f11a3d17cfcf3cf24c9b02fba01e50c5856bb,111111001101010101111111111010000100111011110111111110101111111110001101111111111110111110111111011111100111011100101011,old_train_anchor
44564,bb772167950b2e871d77164cb9550f4c04904bc2bbd46a1499dbe57d32639cec,110101110001000011100111000111111001011111101101101111110111111111110111111111111001111111101101111011110011011100111111,old_train_anchor
64271,4504b49fa14a7d9e66633d94c12d02af8f8c1ca903b02f509294bf269952cafe,111111100101010101111110011111111001001111101101101111110111110111111111111111111000111111111011001110110011001101100010,old_train_anchor
4350,2d2e18435e96e784633ec904e38bdcf448efed8debd7caa97404ec995363ec20,001010001100111101010110011011011001111111111100101011111011100101110111011111101001101111011101111111011111000011010010,old_train_anchor
62547,7e78a8c6089301b10344b61cd0282a4e3e6737cc4d068ff1d52612ca0a82479e,111111001110111010001110101111000111101111100010101000111111110110110111110001111010101111101101101110111011010001100101,old_train_anchor
19543,1569b8a5a01ff2c773418592db2de52030434b211cdfbb0c8d4a0003cf80359e,011011100101010101110001000111110011111011111111111111111100101111110000111011111000111111011101010011111111010000011011,old_train_anchor
47071,0d61dab8267f717054133f28e91fdaffa2bd055264ca02a9cc7c96795c928e79,110110110101110001110001011111011001110111101111101101111101111100111111111101111111111110011111111011111111010001110101,old_train_anchor
40167,d8ae426384a0dc97d08def609d91094065fcc8fffc851f93e6964562df2757e1,110010100111010001100110000111011001110111011101011111110111110110101111111101111111111111011101110110111111010011101110,old_train_anchor
16479,6f566648dd270a086a062b3b48032d8c9d804764c523a32f45b66e6ad2a84f73,011001001100100001101011111111100011100110000001011011111111101101110101101111111110101111101101101110111001000000101111,old_train_anchor
53630,2ce56aa9a7b5436a1d125953b1740e0fc008018673b95040d99bd76c6d337728,111011100101110101010010011111101001100111111111101111110111111111111111111101111111111111111011111011111111101100111111,old_train_anchor
32885,e1bc7361df7228f6df48e93f6a407ef672391e1f2d5bc36bb49fd9ca31a450a4,101010010110100001100110011111101100011110011011101111111101111111110111111111111110111111101101111011110011010001101110,old_train_anchor
8420,fa6bd145e72f25f120fa3ec3d55c8764fb516e6cfa64c5e44d0ea8e65d6f2c3f,010001011101000101011111000111001100011011111111110111111111111100110111111111111111111111011111111111011111110001110101,old_train_anchor
2305,96099c97e8e46ee8fbb20956b7e37241109447ec4a4c1f1063ffdd40cb107727,000110010100100101110001001111011011111110011101011111111011101101101111011111110010001110111011000010011011110100100001,old_train_anchor
45776,80fa4b2436f86af601fb68dd29c37993546e18aadae63c670b60f9e78da63074,110101110111111010001110001111011010111011110011101111110111110110111111111111101110111111111101101110110111101101111011,old_train_anchor
42761,35008f0c04d3e5cad5149ddc6972ca39984e1830631cfbd7a8d508b03bb01644,110100100101010001011111000110111001110111100111101111110111110110111111111111101110111111111101111110110111101101101011,old_train_anchor
50672,037e0f003a06599752a5542bcf7df5b85c8bdb6f9b043091cacc154627f7eea2,111010000101010101010111001111001001111111111101101111101111110110101111111111111111111111011111111111111111101100111111,old_train_anchor
19617,b8432881d10223c2feae12154d86b5204760cb21abbd2a03ff071519ab6523a4,011011100101010101110001000111111000011101111100110111111111100111101110011111111010011111111101010011111011101101110110,old_train_anchor
61836,9c876c5070beaa85fe3e51629613e1e6751228d67941538897c1e9d41c8ef875,111110111110100001100001110011011001111011101011101111111101100011110111111111111001101111011101111111011101001101101101,old_train_anchor
48378,4cb7cca4be413f36a525be831ba86884f144b3562cea584337c7e341288eb95e,110111011100010100111101101100001101100011011111111111111100001101101011111100011001111111110100111111010001011101101001,old_train_anchor
12006,c65ad961a8ce73151e56f0ee308aab6d670a1e23b11c2df8802e92ede2adddc1,010100111001110101011110011111110011111110011101011011110101111111111100101101110010001110111010010111100011101100010010,old_train_anchor
46803,bb3e71aa410e81d677f468222f7ca6dc9431a00f1d22549d941f472199fbed04,110110110100111101111110001011011000111111111110101101111111111111111111111101111111111110111101111111100111010011111011,old_train_anchor
8533,3c75985cd0821613224dbe07265b5475e03a14734cc5f1762d302c97ac5a36ca,010010001100001011110001001111100011000011111111011111111111100111101100111111111000101111011110101111011011001101111011,old_train_anchor
5558,d7cc18a0d6c7cdc28c7ee69c37c36802aa8e3f8535926fb7daa2fe08a48531af,001101011100010011100100100101111001001111111111111110111111101111110101011101111110000000001111011111110100000011110010,old_train_anchor
42065,1ba00f779d4acd612eaa1b5f453d3dd089d85230879b467b817a7d644b3a1a5d,110100011100110011110001000111101001111101111111001110111110111100111111111101111111101111111100111111100011101101110010,old_train_anchor
61907,b79e79270d2c6065e36a60c9751d2c82e1c0685e4e159fc1cb79258ec25f12af,111110111110100001101011111111110111101001110111111111110111110111101111111111111000111101111101100111011111000011010010,old_train_anchor
36388,6180632ca649c6ca30c34f3f1fb780f5d8363dcdf0b9e20f1e7fb72fde83d0e2,101101111001000111111000011111111001001101110111111111011111101100010110110001111010101101001001111011011011101100101101,old_train_anchor
28298,8efbacabe33645df5b028e5eec977d4acf3f889967872ada8c285c744f9c661a,100101110110011110011111101011001101101110010111101100010110000111100011001000000111001010100110110011100000100101111010,old_train_anchor
31122,43b7d3bb8f4721fe672a76a2182bde9e18660e847e8b9761083976c921e220a3,101000010110000001010110000111010001010111011111111111111110111100111101111111111110111111001111111111011111010111111011,old_train_anchor
26834,5e5c82e9d3733f682baf341fa650c2c5841086c67db68613bc80af11fbe8823d,100100001011000100011110011111110011111110011101111110110001111111011101111101110010101110111011000011011000110001100101,old_train_anchor
39166,df9c656d5e204acf9d6c0ab9edee4eec6d119f1c65810554b2b4e81d7c72def9,110010010100101001110101001111110110001111111011101101111111101110111111111111111010111111101111111111100011010001111110,old_train_anchor
40196,f5176f0eda3e3b33c83ae258017ec9606d9887ef9a0d9e7c6e088c76f9408625,110010110001110101110001001111101001011111111110101101111101111111110110111111111111111111011101111111010011010101111011,old_train_anchor
10421,989588a27f668d93fa804424998336a228ba4ef52006805e0cbfb9d714c95372,010100010101010011100110011111101100011101110111101111111110100111100101111111111000111111101101101110011011101101100010,old_train_anchor
48067,6bf5d226fb58dc6e3a90c6a41dbc11615a7ce8f20595d47fef40c35429aa78b0,110110110111010100011111111111010011111110111110101111111111101111111100011111111110111100011111111011111111101100101101,old_train_anchor
40768,a26570d757500d9237f1c7c3a89a3396e68c116570a3da01c1c36df4345f4c90,110011100101001101011111000011001100010111111111101111111111111110111111111101111010111111111101111110110101101101111011,old_train_anchor
15958,85f38c6fb6b61cc46ff65332a5d90975b27743135c79702c9fb033f0e1d4fb35,010111100101110101010010011111101001100111111111101111110101111100111111111111111110111111011111111011110011010001111111,old_train_anchor
9366,baa4930b73e1cf792e6fcbc67e54eab715d7ba4caa6fdb799bd6571a4ca73e84,010011100101010101110001000101110011101111111101001100100111100001111011111100011001111100101111010011101111001101010101,old_train_anchor
20284,f8a28fbb528cea4f15d6fb5fe017f0735c8779abacf1b943ed07afeb95789a9d,011011100101010111110001000111111100011111111001100111111111110111101111111101111110000111011110101001111111000001001011,old_train_anchor
48814,3ab5c42f7437b2c3a8465da36f5eaaccf444807e35bc8763433321b67d38e860,110111100101011101010111001111011001100111111110101111111111101110101011111111111010111111111100111111111011010011101101,old_train_anchor
40974,f6e1a20b488fe95df19c1e9c2611ae9f25ec7cd5ad8bf33af63e0f59bd0a1249,110100000101010101111111000111110011111110111110101111111111101111111101101111111110111111111011111011111011010001111001,old_train_anchor
27571,10d40621f91c77ad10b1e8a76d7d3ba1367a237caefacdbb4f88eb5835ecd909,100100011100111001010110011101011000011111111101001100111011110110110111111100111100001011111011001011011011101100101101,old_train_anchor
43696,add951adc347aab009e509377be78b0c0e5bf8e51d8d54b98c7ee659e8edb408,110101100101010001100110001111110001110111101101101101111101111100111111111101111111111110011111111011111111101100111111,old_train_anchor
50997,69788516020a975725a7b30109b52db29afe9b70c965567a69e32aec97bebc14,111010000101110101110111001111001001111111111111001111110111111111111111111101111111101011011101010110101111010011101101,old_train_anchor
25535,c240495d8df38042588de9dfb4852b72a021ffe356f01ed57fdef38f4d01256b,100010011111101100100001110011101000111110011101101011111001111111110111001111111111111111101101101110111001101011110010,old_train_anchor
3663,63d5c2e39978a0f4b95bc7d7bc7d6e9d7fc7af34ba2194e0d6a70dcd3437f926,000111110111011100101000010111111001111111111101111111110111110001101111111111111110111111011011001110110011010001110110,old_train_anchor
39787,dc62352efec982a2c194dc8a2aef62bdd05aafebb138a850e07733666c8ab42d,110010010101011001011111111111011001100111101111110111110111110110111111111101111000111111111111111110101111010001110101,old_train_anchor
57292,e5c6a9541f6eb9d9e226dc33e9c3486a1aa81ab04861ea930a43272984ea3a63,111110011110100001110111011101111001101111111111110110110110111111110111111111111000111111111011001111111111000000101011,old_train_anchor
29671,a23a08441277570d17b94abc36ab13f88b1ed3132e67d40c49b8e34ad73cbf83,100110111111111111001110000011101000111110011101000111111111101111110000111011111111101111110010101110111011010001100001,old_train_anchor
12126,b5b530ea2ba0859804315e9cd8e552e440bdd8614543807fd651973976e95bea,010100111010100101110110011111101001000011110100000101110111110001110111110001111110101101111101111111011101100001001011,old_train_anchor
42262,30028401393aa0141883ee4e78847834e6d0e66f6226e5584831259c45bf621b,110100011100111010001111111100011000111111111101111011110101111111111100111111111101111111011101011001001111000000110111,old_train_anchor
1422,b7e217feb93951ddfc6e384e7c38fdd09298eeff63c1e5302db598bc3ee4c3de,000100011111111111001110000011101000111111101111010111100110101101011001110011111111000011101101101111111011101011101101,old_train_anchor
1561,a9afe0f0f8d88de8a7b5c28320fa752fe3361cf74c9587ef43aeea0d4d844294,000100111101011101001100000001111010011011110111111110110111100001101011110011111000101101111101100111011111000011010010,old_train_anchor
4607,318108736ccb03b511edc24e5e368ece7939081ef55785917c45375081152c0a,001010011100010011100000111111100111000110000001011011111001110000010011111011111000100111011100111111011011111100101001,old_train_anchor
48206,825c169c2c3db3b0efb2c3b74c550289652b9410ccaf842c298889e662b1ccaf,110110111100100001100111111111010011111011011111101101110011111101111111111101111111111111111011111011101111110001111111,old_train_anchor
35342,f7b3ef528020c00449df08a34bd5fe6249ca93141003223605757e3dfe876cac,101100010101111010001110101111111001010011011111111111111111111110101111111101101111111111111101011111101111010101111111,old_train_anchor
63769,29987c15a841ee95b6069350e24a250861f320aeb89b47ff30b7022b92296242,111111011100111010011110001111001001111111111111100111111111101111111111111111111111111111011111111011111111101100111011,old_train_anchor
18648,4101c7e01b0bbf360fd034b4f0b8ca9ff6b787704be7c14a67878f1dfc56ba65,011011011101011010000111100101111001111101011101101010111110111111110100010011111100111111011111010011111111010001111011,old_train_anchor
23022,54b38508810b6aa6b654103fee90541444b5460c4be72000f2a560793ddae8d6,011111100101010000010111101011011000011111111101001100111011110110110111111100111100001011111011001011100011101100101101,old_train_anchor
17494,104993197c3fe408dcbc504be1596ad410f6111ac6bebe8bf681d23415b1ecd1,011010010110100001010111001111111001011111111011100111111111110111110111111111111110111111011011111111011111101100110111,old_train_anchor
12316,418083f8d9245e6c0afc0ce34a6cda123aa012c020353414e990b6c83eb9ba67,010100111101011011111011010101111011100011110111111111101111111101111101101111101010010110011001111001100011010001100101,old_train_anchor
39240,0f36bed40a029137157b3dcaffeced60f899822342f4592bedf4bbc46462508a,110010010100110101011111000111001100010111111101110111111111111110101111111110111111111111011101111011111110101100111111,old_train_anchor
44556,7526822fea0f10998dad367df5256506c4dd478e3c04f3aeea4c3691482fb5d9,110101110001000011100111000111110011111011111111111111110001101101111111111101111110111111111101111011110011101101110110,old_train_anchor
43291,d179fa3d034a6ec739bb67d7c416471da8c10dd9c44ac9574011f457d996a6e9,110101010100111010011110001111011011000011011011101111111111111111100111111101111000111111111101111011110011010001111011,old_train_anchor
63520,2c5712f62ee15875ea153b2795b05fc7168970f4cba8e4b4826cdd6f70e465ec,111111011100100000110110100111011001100110100111101111111111111110101111111110111111111111101101110011111111010011001110,old_train_anchor
1161,31e244acf4cdf8fd73681b7fb8df09d6c30a9a57e4c36d979e1cecfd1b844df7,000100010110100001101000001111110111101111101101001111110111110111110100011111111110111111011111010011111001000000101011,old_train_anchor
49528,8dcabec692f08bfbe862aeb016ca4a7b566011adeee29d7208ff213a9efbeec2,111000010100100001100110011111101100000011111011101111111011110111111111111100111110111111111101111111100011101100101101,old_train_anchor
37400,3b85fa92d2af2bd89a4394b819d3d4db5cf4bcca6c6bae74cae0c6febefb4c9f,101111001110111010001110101111000111101111111111111110111111101111110000111011111000101101111101100111011111000011010010,old_train_anchor
10355,a58ee84d53f0a103851ec4eea12bc3eb8d254b476cef89caf90757c31feef81e,010100010100110101111110011111001100011110011011101111111101110110111111111111111000111111111001111101111110100001111110,old_train_anchor
4753,01f84179222549b7ca159834371a31e8caf6d5d6aa296c5efd6d464c763ca9a7,001010101010110011111110100111000110100110011101010110111111000011100011101101111111100011011111001110101110010001110100,old_train_anchor
16656,3eeee50acdd1fece890b2cc51487101f433cf070cb52e3ce0b94fdec06d8b1d1,011001001110010001110110111111111001101101111111111110110001101111101111101101111011101101111011001010011011111010011010,old_train_anchor
21089,e7a477138e3df1692eb2d04504aa25d622b71083284fd315973ed4b8619b3165,011101011100110101110001011111011001100111110111101111110111110110111111111111111111111101001000111111110011010001111111,old_train_anchor
25696,07911e063aa609b75e76e665c6052f171ee7fc801dd0b04314e73fa445424012,100010110100010011100101001111110100010011011011010011110000101110111010000010101001100100101101101001100010001100011011,old_train_anchor
18692,292e8e602b3ae8b48c5f2db284b0b2e7b68c99ce5ce8ec684136fc06117c9cf5,011011011101101010000111100101110001111101111101001110111110111111110100011111111100111111111001101110111011110000101111,old_train_anchor
50224,6beb0a6955db628f86d1cd78e123ea8416a4af2990f2edb900a2683c1ce7a019,111001011100011001011111101111110111011001111110010111111111110110111101111111111110111111011011110011111011010100111101,old_train_anchor
6897,64532d9cc6ee85ffcac86d11ec20b5e11c8e1bf2a1da005b03db9ce56dc6c4b2,001111011101011000000111101101110111100000010001100111111100001101111111110000001110001011011100011001011010000110100001,old_train_anchor
57498,9b9f39876395a5515b91c554032971121188eea06816667929b650def312de3e,111110100101110101010111000111110111011011111110010111111111110111111111111101111111111111111011111011101111110001111101,old_train_anchor
21233,e947d5961a90c57c103e6e8c20deebeb90a692a69c6cecd68b0a7f0a0aabb62e,011110000101000011110011001111010000010111010111101001111111110110101111111111111111111111011111111011011111101100111111,old_train_anchor
26663,74790586d795b7db5177e1fb18cad7945215e32e0cad30014136fbe77b96df1c,100100000101111100100111011101000011011111111101111011110101110101110111111111110001111011111011001111111111010001110111,old_train_anchor
3623,58da2ba357323db6d04db602f001a22a057a80877e7a5869e236027d47fd6402,000111110111011011001110011111110111111110111111101110110111101111110101110011111010101111011101111001110111010001101111,old_train_anchor
11518,47d313c06a9d3e49a86b09d2f61016476e2d918ec5fd77d6009791a493731862,010100011101110011101110011100011111100011001101110011011111111000000011111010110110000000001111000011111100000000010011,old_train_anchor
28878,bc9b73d222668402e8abd674218189cced733c1cd3c5bcf0b36fa8f2fac6715b,100110100100111010000000010111101001111010011100111110111111110110110101111111111000111111101101101110011011101101100010,old_train_anchor
36507,3080d09c1d63ec3589184fa48ecdca2b1b3ee972302318a223d21ac08fb139aa,101110001100101000000110010101111001000111110111111111111011100100001110101111110110101111101101101110111011010001111011,old_train_anchor
28294,8498ce9705b48076851ad9c243ea681eb1218086d353f88945cadaccccb7d7b3,100101110110011110010111101011001101101110011110101010110111111110110011111110110111101110110101001110011011000111010010,old_train_anchor
37,f9af5ffbb88384c0fbe2a594042a2da64fa99a8f74cb8e9e2346e020f70367f1,000000001100001010101100000001011100101011011110001100101010011100011101111110000011111001001111000110110101001100001101,old_train_anchor
48212,5d46c41bb96e4fb52b2ab02a96b4f3beda030d32c79aab3a7308c47efeddaf85,110110111100100001100111111111010011111011011111101101110111111111111111111101111110111111011111111110111111010011101110,old_train_anchor
53736,4be0874819496b88532e6e5dc7b8947b56411e1506eedcb031490115b2ff9988,111011100101110101110111001111001001111111111111001111110111110110101111111101111110111111011011111011111111101100111111,old_train_anchor
13602,16c8a3216ab106ed52af9c74356ac5f38c615ec43d9037212dec04870d5ab9be,010110000101011001110111001111111001011110010111100111111111101111101111111101111110111111011111111011110111110011101101,old_train_anchor
20155,3a1d4695e3619e2ab6cf78dda3809d9d3c3b574e59257e955ebe8981ecdd0187,011011100101010101110110001111001100011110011011111111111111101111111110111111001000101101011101101110011011101101111011,old_train_anchor
51684,ea7739427058ddc14752b2b7370a37bc33f5685b94d60fef204640ed1f7616ea,111010100001011001110101000111101001011110011110010111111101111110111111111101111110111111011101110011111111010001101111,old_train_anchor
37533,2f413307a40edb500f7a6b078f2dacf0182a4c15732986071c4e8deb525e71b7,101111100000110111100110011011000010111101110010001110111010011011011101100110110101001111010110101001011101000101111000,old_train_anchor
35863,1ff67850cef940204f6906eaf4b438a067c948cf3e565ac496ee5699b2c4064f,101101001110010000011110111111100111000001101101011111110000111111011101010111111111101111100001011100110010111111001001,old_train_anchor
599,a5604e683cba3a4373a15b2897544260aecf54872f7939de310fb92a1a1af2de,000100001011000100100110000100000111111000100011001000111111110110110111101111101111101110111011001011010000111100000101,old_train_anchor
27864,5d17569a9e17ba3f8faeb7372766f105428bc92d9b69bc265efb4d711063f3b9,100100110101111001110111001111111001011110010111111111111111111110111111111101111110111111111101111110101111110011101101,old_train_anchor
43936,75afc35714fa0d0b6cd7824d16054dcd08e4a00956112f10f4e6e1c5bbf72b91,110101100101100011100111100111011001100111111111101101110111110111101111111101101001101111101101111011111111010011001110,old_train_anchor
31389,eb7b643d20286bce54e7f9d82cc775ef54102186df791e0753c4528f12747e39,101000011111000100100001110011100111000011011101111101111100001110100111111111011111101111110011101101110011000100101111,old_train_anchor
50377,914fc89cd058d6dbf150c87e3caee67546b0e6159a622a49ce2480aeb63c429c,111001100101110001111110010111111001100111110100001111011111110110101111111011111100101111111111010011111110100100101101,old_train_anchor
27692,e8391e7b15bb6ed386fa2050a481658fb8e1774a3e7f6034d62c8ea1f583453e,100100011100111010001110001111110000111110110111111110110111100001101001111111111000101111011111001010011011000100001111,old_train_anchor
54298,ee6b419b0e8d2a0d35b7ae898b8ad1206c72be97e619d668e033c02de02129d1,111011111101011111001100000001011001011111001111011100110111101111100010110001110110111110000111100000111001001001101001,old_train_anchor
7562,d816ef3621a69292e15aa00c00f355748335148959c2450903a7d14f54a2e029,010000010101100011100110001111111001011110011001101111111111110110010111111101111110111111101101110011111111010001101011,old_train_anchor
21946,8abd636661ae54663877d171ca7658ddc76721671fb18580866fbd6f906617a5,011110100101100001001010001001011101100111011010001000010001111001111011110110001000110011100110001111100101111100101001,old_train_anchor
40616,2366b9fbbeca20adb73223fdf73c5d88f1e5c7450506571a483131fc76da759f,110011100100011001011111000111010111011110011100011111110111110111110111101111111110111111111111010011100011100001111011,old_train_anchor
54632,f925232d0aa93aa46c555bf522b6ccbd5a853d53b5ad739e0545cad843cead70,111100010110100001100111001011111001100110110111101101111101111100111111111101111111111111011111111011111111100101111011,old_train_anchor
60249,809b6f2332a4e8b9ff37eeec6a4c9da2b5e888b723e163d7e49c52e4a30177b6,111110110101110101110001001111101001011111111100010111110111110110101111111101101001111111111011111110101111010001110110,old_train_anchor
2939,a1340c8a6c98e4b0db723c39a0e0dbd73fe591799cee245d82282a1d57407462,000111001110010001010110000000000110111011101111010111110110001101111111111100111100001111100001011100110010111111001001,old_train_anchor
48189,88d890031532884d1e3a652fd778b063dc5d0993965ddc71f7ea7bf46f59e516,110110111100010011101100100101111001001111111111110110111111101111110000111001111111101111110011110011110111011000110111,old_train_anchor
35282,0664b6733ab8a35c4ca6f79f6e3d3284012257540c0019751d16b66f4abc8aa2,101100010101000011101111000101111001100111110111101111110111110110111111111111111001111111101101110011111111010011111111,old_train_anchor
36577,fa43eb10f942b974bf3a537e18ce35958f389b8fe25d7f1864fbde896a5e0cf7,101110001100101000001110011100001101100100110000111010101101110000001111111000001110000001001111001110110101101110110110,old_train_anchor
36932,72ed7f4cf541c4b4e9e155b7420452fb5ed76b809e0337fa1a0989a87e14a156,101110110111011101010110011001011000011111110101001100111011110110110111111100111100011111110101101110111101110011010101,old_train_anchor
58421,e0bdcdc532a1d18a378f9492c6a071cf83bf571bcd27c2a096b934542e8bcabe,111110110100111101110001001111110001111110010111111100111110101101111111100001111110101111100111111001011011010000011011,old_train_anchor
60171,eadcdb3f65429ea600ff4a5b628e36fdb5a32e408e2dd892e72159348e38b5d4,111110110101110011111111101111101001100111111101111111110101101110101111111111101001101111011101111111111111010001101101,old_train_anchor
53572,f6988f621f45681d1b75e690f4cc6a47869978f1b0c79ad866d085fc0a8db20f,111011100101110011100110011111101100011111110111111110110111110111101111111111111000111111111011001111111011010001111011,old_train_anchor
