gene_id,reference_index
1bf25849ec5657c0ef290278068d86c7484e715f5bc776cc69c50c9d13dc08f5,6068
184b52a63d1128b2f0dc39172a352b0fb1ee0ece2edad30b4d0b21047d1baeb3,5298
b2785f293ba5417d32adf0d0bbe7eb7916572d90620e14752eeead9a801c3e20,38002
de8faa18819b2f00f9060a9121a2f8749de8970411e8d672464da350fb81367c,47417
8257a677bb68d303f749dc1fb03a1bd2f416d1958f9be03f369308c2344078da,27931
48998b4a15e9d66e69752b8f76187097dbc5bbeeafe1ca4a14e3d0bc74109a58,15640
3479111673f870ec33673a8e3e5fdc0536b7fc195f7d6968526fdcd0a9d14f4b,11322
d2bf7828153f6b898156d5ea2d789e097235098177efdfd08ed0558d0d5ad541,44888
fc4d437e81ac168e9e81a5640afd37e915fa3e4e71b2ad7024c2af6d8c08f083,53729
aea6646a656260456e3021aeca6d84f25fd30efda817051d1af412493524b9b3,37164
142a33e5f94393ac9dc19dc16402d141ef0c3d1589b6114f156124df5e2e7ef4,4443
80c23c57c561c058d12243dabd52588054e0ad0ae8fe6946b7c659c39ca6bbfc,27578
5b794b6678469807ebfc8644228c4c60d2f6b46163de32b24f594b9a55c226a6,19624
252aaaa36a65fc458b22dc7988eeaf6926439e8d193fd41e581d1fa9f3e65913,8014
08231a860fe459431467c375781a87254c120436fc785bd791eb2472c771275f,1783
8965f27b6a09b92b915fb6148288fbcfd4c476f9b9e7a4aa7aa763f86ed553e1,29465
2d48a13d849800d565a9fddb16fd857b1c12654169bbf7656e663a68bd87d248,9816
b32628b881c22e87798110a46d80ff4c2bf1b5749da27e763e8aa1debff48a64,38141
430f8650c4337d97c7bbe845f83018737a083c5bf81722ec027dfbbf33c57bda,14480
224267417fe16834f6cb74661a0e19275582fe79068b53884725f1d77961f2b5,7417
9b970b9238c94bbf69fdc99f81a96c775dcd5a8aeaafabc7319c3e8248c809ab,33147
fe9da9ad044a8eec999c1a53a6c6ffc22efe2107929677003c95a2586b3749e4,54232
3736b50fe362108de891640f496b9bb86746d59a3f56e16c7a4da55d856defa9,11913
be49540fa631d33cb138b621e785f7fb2dd07d0ccec5daf1dd7ac8f6c1e77814,40562
0a1863cf861034d01cdb17fa3a5137fd82e75d297c660ef733ef7be4ce3e551f,2228
ebee9e7a71aae86eb3c8876bb4b7698891033fa4f66c01e9b4c559131a53ef03,50240
a0b775dec2d339d198bf933fbe86d40b725fd48ea647a8fe79e24c0365b70081,34262
e61ee2ec8b32bbe5efc5cd280a21873cf1e34294b3e8e4d5d7e6b3712718605d,48995
67a4d1e07ce678cabbb0e442d7879e12e9ae3c3aabac2b1ba5ea5be620c6de39,22136
efb0cab510cb27782f1d0d0ec412b818ca0b2c2dda29f096e2ff711a0f3d9cad,51047
07294a491437b8a68eed55bc1378cf09f78f170dbb1400e26fec1a81e594ba64,1573
5ef69875e4767ba5f50c345b24cc4075f7be0451e928bf651f3e7c806a3b9fe2,20341
663114cb30ae47771ef8fe9050a405a407088b6b53f1cb83522c9963651c6f18,21835
7d9d5898cee7738ff09cad1e9b54937510042b04d258a47e4a8d3ad44ea1d313,26929
d89a89b1382f0cda1c5b28967e05f1b945eb0b6ab071615a6942daf3466d80c2,46099
a82b35d2856b408a885cd5eb76ea1b90fb15730ef35e653f3245cfa02fca6aad,35855
b417d43cc825d897b7dbd65a71d1508b9fd560a59af4dab249802f57a8c91b22,38319
ff1918939ad3222853f90f42a6cdb86a355fef72a8c8fc62b6cf17b434a0a680,54343
bc80b63f5513f8160ac304e62e824b1a9fa8f710d3d72a2ff05c0678c55fbf0e,40187
11a207034cec2a2793a69c159ae3f673cf9ce5ae2f04eb094d0fb7b406fb7738,3856
c667f135183e0e4ae2f7c9fe8492c572013b669dacc967a6646a4f4af1f0f603,42295
f5e9822b0e2c9d906454f1c309799c75aeeaa11386ae3be710ed1cb6ddcd32d2,52388
f2587a4c8b897f9fad911c1c3ceef384553f9ec760dc340cfaee7dc1e313ab9f,51616
767e2bd80c011c6f70feb2200721ad34550c44653c7f65dabe411d61ba4f282e,25422
95d3654dca46a6687c4c99c6e7bdf91ac3605192426e6a1ab28e9cf387bf61a1,31980
2c35088aebfa15c77800348e3ff56bc0f3ba044838404e0ba02200ad3ed08460,9568
2a7d39b067679bc04cc283e4e6f2246c8f82575aacd773a5e93d40336e515320,9183
e8a9d1bcc06b39d28dbcd8b175f1cd87af35207aa1d7c4f1f2bce20b9e984c28,49519
43fc23c159e5f22d349db3f727cd55146537007c891dc91c0f18d4694a840d1f,14676
2ba77c807f9a02154ce6e3d61192df71059816dba7c4594f62ffa1ca23d3ea75,9441
1c2c80a18315c87c01f72b05857939379a917596681a500ccb2d87864afc3738,6113
0444a177b8373fa5ccf996e0afccae3b02e2acdaf0e98a2f81fbac69792c5ed5,934
0c5f85e2cef4b6a76a3f9b8cb65ed5c7fbf0dbc42af842bc515ff91451a5c401,2734
d88c491bdcee0ca8891f9d945951e9804801598d74463436d0806d97ff388b61,46088
f432e79f848731b1be99a8c24802066eef8bdf8ff10b42e1e2fc00b774c2d6fd,52002
591206105ca41f7f17849e48fcf361399453b70c70129ea3a532876d06f85158,19125
0e127038b8fc6c6cd8b96a464106c8bf886e90730b1c4d3f2ef73f8f82e9bbd0,3094
fa04153d2d8a5571fcf16441b62241d63bac72e31d5a9d5aeb4943d34c328462,53243
62a3927c2b23108c3f6f7ee34438397f0cce51d6c3abdb0c9c336a3c845143f7,21084
d63d94acddb2ac0e3863f726939ea3d2f8733cca116cbae8d75108db9bedcd19,45604
813b246e16fc03d0f6432e5a894b4477fbb5431b1d3e3d36032036428d751524,27686
4e58dec9107e0278973eb51eddfac85b216e90149d040d720d387d87938ce523,16858
ab0d30a206b051be7d4d5975e35689142a1e2568a98bd4b2d36939bce95b7187,36440
b394c3fbf7ff32c8a017aa56e24f87e903074d7cefc8270629fd158c757b56a4,38217
8ba1b23aabf4fa44698a96c477391856bef151a28c0530be549123e2cb0fbc9b,29931
9569d3772980b9ea824fa99a084822f0fd45fe49ab2614e55f15c0e2f770314c,31908
c1c3039a3eaa7677580f257d1186b9486ea3f437ab559758ed7f64407ec66546,41315
130d3be372a816721ef82c9c522867aa8ac58417d403759a1b43b44633f3cf9a,4199
dd033affab40208e3d4e1dc35d1f7c3f9c79c5cdee2cfd39e084666ddce28fce,47085
75067300f6881d43b194573d42f4350186389a622382ebcfa6e2f61f944a5280,25101
61045d6c721a9dcb8a4bdf089f854541a24f11baa405638ba4497d4ca59cae27,20751
e8daf29f5028506b13f2f6d61019c963b1325d56b6c5dcfcd2ad9c170830dae3,49561
63002bd4762c207c7b2a5382db5f1f07fb6ee79d1f60bd89329c4b4b028c67a3,21139
d2519312acaddf4849cba7bacf1c921d3f5791dac9350d74c3f9f175fbf087cb,44800
fed98c7ed934c15eb6404c8ec1cc97553550b46861bdc3358d66341ea64ceb3b,54291
e74f6dad28031356513787d5e9870ccb0341ba571ed4bb1402018e5ff227b9ca,49231
06f2398a8220a11a0a81f0cd580fe25a136355402e725a28994ba4c41bea5a4d,1524
6636a0cf4d5f5d2fe155a17fe8cf914d0f882e5c4ab67f347ad30764a903d282,21844
806a464a95779c7b341a295b49cdf1ea05c0a9ccd7145e2889557659035a68a0,27496
4aafc5f094d571f8c6e62b58552b80925425b8099b913c8bc0342474a9b2eacc,16097
d8409909ac7b08b46768f32f9dc3b6c7000d7928139737f21b9ef13bcfaace21,46028
85b0ac59ee4337e2b657e69671413f2c79c5411a32f3a4b965789969e3064de7,28664
a6f4af608b56aff18bb77dfe9c2c54859d8c90bf4def5f3df2cfa29091c8cd61,35581
7e7a790f61e86027b91cf0e474158c9c0630d31ef2733ba367898b050cfd2e71,27106
04d9b1e1e706c5762db5b00df15e27a48da37412eae01007cf9e5f02f2b75341,1074
07ce12d5a2b8b430f9a5307bf4af7d31761a32b112f0307334a913e1fcd47894,1707
6d8bad8a06f70a0a82175849f6810aa2867255ed9d42b2cc8bcabf0e1f375d31,23454
08c72a87f8d784d67c68b84788a6761434e6e9a494c6fbcbf9bc32429e8251db,1931
8873c0119c580a207772a66b38ea630962f4e46cc207efbd697b7fb3bc8b5fc8,29267
51cba718a81a0586ea1ce7af89bce0206c1c5280e3869e209cdb7e619e4ba0a7,17578
3010d8b20827cfb8d5f6d1ff56a743e901d340ca3e3c40ffb0d67a15bf4d9465,10362
474421e275dfa489401eac68c0715e6cb9ba756fc18a9b3634e3d6d6562097a7,15359
63e791260e638d260e03259ad4010037d95dd3ccededa20086e9969c98094d7a,21331
8dcf7457000e2dcd0d76704bc156a1c1ccad6802f335ce608fb1becd1e9eed56,30363
bd3be8d46041736522da0e3415c161911f1c525a2fc40f6e9826cba20579f5f0,40342
e868ef6e53615be9570e6f3be6a2d5adc77bb40f47e86a967996eed9b8e0b090,49467
b4486045a8bad76af5db8186752caff726b653774401f9d90b4541f3e689e6c9,38358
bf8a16b304b9d5523a22b846ef082f03c87c2ffe034dab1822d9ebfb30e4886e,40828
ed4b402bca7b394ec3ec72acc81a293f9a247a0b90b0ffc476d8092fa37586d3,50540
776dbff9865c7538869b2c72f62173d58d1b16e4f99ca2d424a8c70a8d5d024d,25631
f5664477c7b543d99a50d50c06f88722357d8efe9aaad2e85854d7167777cc70,52262
89c82bb3db2a48250e3ea90796de70ce8f9afd30f4be5afeea21b5070dce51e7,29544
4fed06530768d0c4a2b91888eef3053f14e41feb550f7443605a06da2e6db26c,17204
5e7ddc823aea807eb007ca7e32fbe8d227b628a09515a1dfca1fb16fa9c6549e,20255
837fe2c38e8803b80dd6e5db15a94031dee1ecd131b37821f52b38667c005cbd,28167
4e0d829334b8401136b9c531c6795b03d2531d6898cba2562a700a6901c998f4,16786
4b12101ff687c69d39f5598b2c06242a19dbc74c6cdd9783eadcccf88ca02928,16186
a5565c700b5228db2d8f8a4c5e60ea54e3c5ec0b749df05e13caf71c2f37b85a,35257
8a7684179b7dfffdfd87e92bd425117a03f44ed8dffdc4a008b91993bba38ae3,29684
5224cacf348f6472762850295737db3902dbc73c7142c7425dae4dba39b8d365,17663
4a88371074e77506a5925f7305920ffd093e05ce73036cbfa4bd5555638d3994,16067
fe22e0b4611271ba7287decc3c09b7d86c4a69ab641e2c4b7384176531c28f71,54112
13be5075bb6fa61830eef6cd0148901aa9fb03babdd4be3505e79f35a840f03a,4348
9f0fb23e25c177e136abfeab9dcda9225efc9268dd9f4ce2348ae162da41be53,33910
cd1dd809737d37c238bf861d36cc9717dc396ce920cedbd8c3794e11c0a9ae53,43709
8e146b538317ab6cc362ef55107cb871fc5dd92e09aa920a6107411912d61450,30421
0886e0e2127565999f2c72c70547c74b4edd146c6b745b8148ff8309bc000d0d,1880
c5c31aebfc6d204f3d279edf8dbe6ba3fe0a5bf775731369da3c8deef6b0d296,42162
d115717336b7f58c0d2e2a1639c83ae3a26f1b9545df06c8e70156560b8f2e59,44558
436944255fe87405367a7dbf62b08dcf1e07275f4bc98831b1288269f2bfd30e,14558
b4cd74e7bba5b72ebd76efe44ac34a592f47de1077abe3ef3718cbc402592d00,38472
d5a72883400ef997acc02fd04f7beec62f27e178b4f9edb1655bf3e74ef58c75,45473
6d97aad364781078e0f3a2fccd0216362973f9740a54df268e049c77295dc311,23467
6867a9676c5621c7a536bfb95ead7c439a287322da0f33566e586f5c5340a7e5,22302
39f9e159ca85b7cc1cf8f65cab69b0066d490f9404e048dbfa9fd2ea98675f55,12525
8525b5cf69d7f870e25d0b3bd823cf0c3d41bdd15174f2ef8d0296770c0c1ea0,28542
66ca2a146705d088fe5b1f64086abf839adce7d54e6778b5e444debeea1b1bf7,21968
7df2629cfc1f08581100866b14d450368415599fa516e2a0eb63824b61555fc9,27011
840f82df4461765c00a5e87e73d89b7942f8f34d6e1f31606fdf1e3f96bad27b,28283
17f56d937f02b70a8456f514c7ae81f7589bb570719a6bfb1bbf0844868dc5f6,5233
611ffe6bc09c947439ebcc61a71a3685a274c17cf6551c4ade8803f3bc3239dd,20765
7ec46a7f8b59d7319031e0c1661b4b56fd7dff5d7c4734e80f883e978f8601c9,27178
3cb405bbe5e9bc1d0378ab107067087e472998dd120774636b31ea8b718c8cf1,13117
4f16b203cad0c671128e9dfefa60759c1c7691a5dde05958e674c3e8c88f0e0c,17023
827c9a9d7d9f7df7033add7828b3550c1673d6715812f7d3f76aa5a8594f5e0d,27964
1fddfa73ebfb653ebf88acf24c345309b67913a3fde0849211e687329c57698e,6926
57e00166e8ecb7b04d5830970bb257258af37dc114abd6155d54dd06d06b1fe2,18861
cf71631e9e924c77c029001e03ff359023b98366e91a0f2c2dead97f426c6e53,44211
02e4b8efa19b996a4ef56deac7b9d94b68b009472fa01eef6627cb540994c6d5,608
f1850f09953c7437d2e4c5b268404200e64d4d40e16c5b7fd33de3fe8ae6bf43,51435
27f67d96cf18591c5da053e68d99d45126094d14f14d3722110a5d15d5561cfb,8586
a702e277ba431777a267d6087df7c1f265e1579a6025fe72f111b55fefed0b02,35602
f63d910a0523854a1c36ca7b3f09d840284c9024de5c679616e3b319bc1857e1,52456
8bce6e7cf31d2d5c744bf0a9c0c8298c3f004bbf9e63b2924f73be80f18b5664,29967
ed1a6918c3e205c020cc5a7d2100af6974434082ab8b8b397316709bc620c35b,50496
83c11f5beaeaf48321fd4d1e55770893bef3c28e5d944bffebebc997166f6113,28218
3cb4e1aeeced525b0cde9ee65c76400f90b54e6f1555ff02c8a491626ec998b9,13119
ddfa80c54a6764f2e9e91c8308410ca52667cc2b0528559324b184a902bc0a13,47295
dc7dd723b2cb9531840a3e8244167facaf21cf402c06ca36f8cd2ebb5078ac69,46958
72bca4a889ac34752ff5371574ed11fca30538afcb3b9953a38d1ae56b21ec85,24598
3dfb5cec24cad03ec184b6b899b9e06b074780a8d4020cf3c99b4434517beb75,13405
d730aaf80c40f6f0f59002db0595715bba9497ecbf79128206c741447db28478,45801
d836fc1b4266cf84367afbd123fcd53ab51c5ed919a007f0015d1c63cf6a588e,46019
3c88e8ef32e61bb93313d48cafa440a862cce5a24c2e2b47310640a2f5699343,13088
dc4ec41d813d2295b441e2ebc8d217ff9b096c90b4e0a7ee9666eecfd89dbf62,46908
25e78aafee7546ba7c46a8b8bfb0f2335f1250d409b8b2a68e65cc2916302d38,8178
3561bba997fa16f949f83752794428a57bad2efa021c18bd48d9d0aba83a495f,11528
0383127778267014d43441b195cee9b1043f89a1022e6674f5258aa7353206ce,757
2e613d1068eeb2e6b923912681bb3bdff4515a99d31cb3b25ad522de8266e59e,10035
767a911abca31a32fe3a7efef3efac8b791930698e1d06253d04b2cbe3b72053,25419
b745715e959d73cf239d653859426fe5815bf955235780d93ebbe3e9e4a1662d,39026
952e88dbbac565cb942c3948b89ebd4f0ca217cd26b1f9e83ded61d65b3d04ac,31850
7a4d7619e53c3f6e9a3e65338e8a3113866a14a6956b4df4808a8c0aebd66ce7,26210
f263551494c985355564f9d449ad997055fda08417dacbe6eea040aa377acaf2,51626
7b70ed91d98f43bd2fd2caac0e5aab88371b9565fb9e26b0f7a0899375d35541,26464
729a12ccb9598c91c1801ded89ecd564ba4e8cf12cbddea2320785a17e287198,24574
2a883085236eb016c667e00ea5abd001b1f291cbf14a6e77ae6789e10365f9d9,9194
1ec6999d9c03f184caefbf53d8a00ca3eafa00cbb05f4b94feaaa4fb908c66fd,6673
c8d7f08d0fc2181022eda18857880594cb8ae904905daf1d4d2a61261c6e596e,42809
6abb1344b627ab976e01a22cd1bb8c8a41d1b1369c0cb17c9280bf403e2dc15b,22845
8428d4f99c45b73f1052d7acec1e98b11c79307640bfbb4dac7cb33338677081,28302
499064a3a6d5fc2b9fbaa5e2dca9de3abd1c0b1598a7235b6721504466a76548,15875
d7fa8b846a431eb03cfb30ec884bed5b4ec6dd7742c35edf9a9ab756d6f3bf7c,45971
93c27ba2e802ca85990bd4da655385e028ea1f548039ac5e0ff2ea7c0583ef6a,31574
3ac357d249d13c5d92df1ae6c445a9940bd5ce55da8ef6bb2d973f5baa266589,12699
dbc7b260289bc7caf3e545347e4a7b245d40fa99937065f9cf04716d3f1a66ac,46784
ca06613eb28146d05624a0ce596541fb6291f8823a142cc998b9bfb093e4d2ed,43062
2b4b6757dea5b5050ffd0a825a94178e6e7e78b178cad4fba87a3ed96fa6e3c3,9357
bd2124d55e9fb31ee5a798a7141f5a12ba2541bbbb64d3e0c685582332049ec4,40314
d78d5fe2a9bd5a72c49e3a23a5a2daab3d39f7555ce49bc6b7e1040e77f0a098,45890
074d21fba35e9a9bee16ccdaca978e5b19828aba29217b7005cbd28f387a48df,1601
e6350c576451341bba099ab483902d43b7dc65e39a10aa6de12143662f986c27,49011
5bf96a8a5636f64c810e7e0b5eb01ca65b0e6bd49368f575f220fdaceaf301f6,19741
6b0ef82a568084a079ae28d832ba37ba4b912d0a336476ad0dcd41cd0c2e5b2e,22925
0be03aaeda6d773fc8e6173133eecef3330420a9199b41de8d0d71312952b8b5,2632
17c1493c3ce55f6f4dd9a6c39777a2594940e939a92384f5276cf5bf2c565365,5190
8a86ed864e32d8d3cbb029918c631e260f70198d206f5c698654a9f8297b2e7e,29696
1495cc13904492e7dd4d1e67bc2e4211423fbff177a2581ae61d48fd0ecfdf1a,4529
d770139fa1aa75f128b9f7dbd2bfafe147095799923c6fc9699795e792e96ec9,45862
2dd53725cac70488c54e0865ad4a8d6f2a9a17e05782b1b5d779394ab8187c2a,9925
8615b2885b37c3c723cb959b86924dd5a5343114a2b48fb35d2350dbe6413b24,28750
85ca568b966e5d40b85456219808e28b61006d8b6056cdaf015ccd26b3f9e07c,28683
6d2e96c44cd27cbb78d339a790d84132138e9f54a93c3eae60cbc8304759f5de,23371
a9b5c0a9d2bd845250fbd67b44913fb32d368b0f8b556ea358435bbf1bc2b656,36152
ffb4c70d000e46dc8a6fe7ee4d8565f5748b73b17009b8436cfd01a582f71c3a,54478
de2721711b87573bfde2fdc6487f7e19c7151616d64c0ec397b73f1e4f54a20b,47332
1fd2297c0f3fc0821781487bf58e1de12a9faca44eceff4ccfadb769ae339278,6922
d68dc906d9368573dd1e9868a55dc0552f70b4b7a5b14a2a463e96bb7eef3a9a,45661
38405c309159c5cfdbd24f5f4927e2dccfd20beadc70806b7e6320dc498befe9,12142
6f6455cabfd77776f9f96ae41a4f51b6dad3a8d28fd0818cc6155d1736974bb6,23865
ac5b3b4da7c6841321d8b5c736399bd855d1e060d61574c50bf86a0e4f8e9fb8,36715
07aaa677c0e89c024e3121e9dc6009194ae9a2eaa03b814cc30274a241d9851d,1680
7c8eb5d218230ed1fec9549545cd285904cebd6bf4505b8ea35ae9a8d1942fea,26719
ce1b2ac64e3afa8349d4e6b695408ed1ce00ca21f764f0ff34a5ad070dc2b8a8,43929
5125112c6663f442dbeb0b29b71dc6829b2d7bc94503c3517b549eae5c30fc8d,17453
b2d3c2316eaf540082cca5e08cc03cfd6f985101cc5a5cc9490e618c0920e6f8,38078
7015b8f1b59430303c25f9eb28ff61fad0d9a1a5d4fae20a99324e2fabd6d806,24011
f8526b2a5a24b1d9dfb469f4ad704d5b9b4ca893d0abe128da61614cf3ca1086,52905
af2fb98c4d0b40ed708592d3331fa4240a0e38cbba84fe9ba743631fb8a10fe7,37294
