candidate_index,gene_id,split,super_pool,source_primary,generation_source,original_role,stratum
9648,4fe4cd44090dbe874566901a00910fda325ca30a4eb084bb162410f47d23e90d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9649,061b35ae5f4635294df4726ab5b537789246612d9b6daecc61ca53e36d84b2ae,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9650,47e32cae9bbc976f352c737c003c1ca7391dc39a3d710bfd54537cd4a7571696,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9651,4e9322db2959fba05b1f496f8492ede17a8561ad566a4a158cf763c74738417c,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9652,664eda1017fbff6c3de538b9001edc6b65f5a7322cd289c07b113f570e912dde,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9653,e176f00533ca7f718c1755c06791a4981c9e5936ed4dc490fc19ce27bb9e325e,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9654,5a777f2e44e42019835b45344cb0dd0a4cb83244d81808531973c3b72e3ef4b3,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9655,3fdaac42f1df59ba45e2d338223a14a396f5c5ddedcf35a74e1fd255598a1997,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9656,b5eace3d8820b520328e14f097c4e6979455f45ced3e6ec19fb80e81683ca7b0,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9657,7af7ae8301da98c50766339359884e2872ce5b51d5a9423fe3a2f1b67d045bf7,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9658,f5a2210007b8441645f06e7e57ba155b6e768ada900464bb46529a1f4c318cc5,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9659,1219b4d5ad2c70f1b57a1411e210686d07f992648b7a7853dcb367dc9ae4a7a7,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9660,c0d1b88ce91ec4b8488309febf09dd2fcfc2059c37909f4d369cb68a1960596a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9661,a3a84eabe7ea62a08872e9a8c04ea99ef3068d4860ef3e5c1237b77ba573b5b0,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9662,dd1cddd94eb40171f4c14b7286efa1dacc55a69f8fb40a14f422871682502ffc,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9663,7e08550726725f6f3348485900232afb1aeed458470bfee4a660a94b9fce0768,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9664,b23b7b50483ffcc5a3e4acf614b50340e064fcad61bb5076b73af7c29ea7329e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9665,1194efbaa4922fa22d0c7f78a6fb396374c48a468457edbdc8da5601b74a3cdb,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9666,7641ea39952659b2d3f6ff4802e6a266c99228faff922735e19d8522840d5c79,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9667,4b33a024201e69f07e60f157595450f45506b2f6c1af8c6e55ffc8b576f7cc02,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9668,79b60c1631d88bbae648bd505f91abb1b9fdd4a7fcbea0383966f347cfa9ac65,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9669,d1f75e547d426d4be8ac52f2402c6c787e0e62ec879052f619b1992c330e33ff,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9670,4c1c9cac99cb8b7d2b6d0be5b8efeb944d573f7e05d4da2da9bed110336479c8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9671,45646ba763a269fbf764cde21bd05646a1ca7d3a37a1f07c775141f1e039986c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9672,6c738bb302f67b0c146e21678b4d335f6998bec1730f3cf4523d47557e66682e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9673,6caea154d86926183366ace0fc094f55c044777260c85bb3f590c5f70c0bb3bd,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9674,737478477cbd1af3d36c59cd007f601844f41e8234bb68b3e317856766cd969a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9675,a24c3d147c2f9f6185e6501d969cd4436880842e65ddc4d8ff9c71e4472ae490,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9676,c7f7307d69e554448911c067a58247e3bcb9963f84f09cc34dc33ac8323dd0b8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9677,4a5bc4819b1f471fa2a84e976f4a39fc5f2483871c3788b090fa441f98e8b395,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9678,eadecf9061bf19dc56834ac2d334cffba073322bbb64ca62dbd08a313a9a6677,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9679,f5b044d366ee9d9727d5e8740cfce2d50a66cfec0b08c3a9d7c40b00c655a1d5,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9680,6cb0d668d9c41d5f615e3c7bb2c9248372e365e0240cf17112f70282692743a6,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9681,68976f4f08fdaf0c6ebc7cac346b4b01c565c7b8e7e5e8cd56494d8523fc444d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9682,f2ef8b94c69800851a21af15e93cb0244228481a7e53b9f9403a5e013c5b3362,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9683,0ba4dbc0b0548c89c96b817be08b6c730e6dce1f5d02de4cc543426ef170b17e,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9684,07b9935b7ea348cbcfddef89e2fcb9387bf56afe62363a6c3586d3c156d50f10,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9685,c1685e36d32fb23009351e6cae15af285316ba2b732ff41ad3ac9a320a4ea73e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9686,7e345bd53a101a70bca8563d771113d58109d04e830659d1459b16f8c30bf4bc,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9687,288d83b70345641ade03e22dc4d187f32d8d8b28a899042605626a812100a926,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9688,23e611f65f5668275d7ec29b210766b34627581d440a3015828c929366911af2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9689,f0d01e1aa2a8a792ea74d735afb0658ff5e1f29863ab019c98e4ca6364ec7dce,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9690,9d0ed07d568b4eaa8e630f88b1df460ec8c80df19607fe53768587e0141e5853,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9691,f2e94cc6117fda95114bef77618861fdc48929d30b03e79dd2861ad1b9bd322e,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9692,5e1fef31410c4a20836bec01da4ffac4a4ed737cd1600eb56674cbf72b155df2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9693,f9623c699b8bf13b4d4f8343830ad0065a3066115b95736ab66d01b69db1c6e9,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9694,206a94000d390ff4d9cd93c9b83b9c7b7922b39ddb1c19e68a1b0b28b7d46fb9,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9695,feed4c02dd2d4307cd234166da246f6d73ea72b88fc5b76eb9414047e6ec8ff9,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9696,04fede565c47a929c3d22574bc31216d53cd51c828f1bc19b8f939bf0fb6b0e0,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9697,29636b8fc7d89af58bde3054158eafcb18d9e864d706c46aa2ed343bad018b07,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9698,1e5d92a91f1e0740b4b30eb7dce9b8474478e75ae116dd3ff2ed66a548d715fb,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9699,3eb241fb9cff8cdc13167a8d9168d8051513966de4bd3947e2fae450bdab9de3,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9700,5b6f7aeddbee7c79b311cc6e80c2d5525b926b1358a0a9cff5859625de3a895b,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9701,fcd66d8e8c1e6e11ea14ba5760123033d10a08ba60f31b281dbe7d8839ae099a,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9702,58706a2f8e50e845c437b5ead5a69932d19508433773776d84030674b24a66ad,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9703,e80fa1f72fdf157c8eba290ded0bdf2e0c7c1ddbc10aa84063e7af06c72e446c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9704,e2d477770b6933dbd7a2bc0e09b4c7641a8502e9ae30de3141208b3f40895d0a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9705,04d39371542e25b8c260fa87dc463e707e8715031761bcf5ba0d6a6df10e53ef,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9706,89258780a5feafa6f1ceda8417dfadb74edba12c027322daccc80e98b900cf4e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9707,53cb7193c5c7e12583ffb21f118cf30666ae152e80c972f68ec27c36d737cc8f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9708,8a24756424062044d815b0705999e65fb12419b42ec6b1be0ec5f2d342f218b8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9709,d836fc1b4266cf84367afbd123fcd53ab51c5ed919a007f0015d1c63cf6a588e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9710,72260fcd5a50ae90b4c6688b925124e8504df610d8d6e321f7e33122d7fe9751,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9711,dd6029b3b87b5f75b3067aba474a64bd257607a984368217c9312fe40775a42f,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9712,b6f25a464eace1fa89238f0b6a6dd359a56ce2062c067b32b060e110e983a0de,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9713,4ab4a7ae120f1d9a444ac809306a6e22c990039fc1d5f9dbc6aed172fa0006a9,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9714,cdce7a645ba9c1756795e55b5aa8bbce9933e4dcbd38aaece12192cdc8ad6583,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9715,9a01150f5259f2e826183e928fe48bde69c38b6bc2492ea79ea21140f73f55aa,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9716,a676c3f4baf652004077d540e6ecbadf368ae128e07b85aec2dfbc1218a65d66,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9717,87cd80336c08b82a96c8440c8478cc69bcb9b6e575715122a023583ffbb1b4af,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9718,d96c9d5c3cb57322a80cbc77b2b9e90570cf2a4b2bd9eb874c7743b8c82dca11,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9719,f36fa95326decd07b1fc4a0c32c261c9489d38c5cedd7aa615afff5d9f5ee6cf,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9720,ae8a174523fb318f83df612fab8876b6e6dee8d4a3375ac69038cfe9397cf7fb,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9721,adb0ad5c7ba7b8cd5fb717ed9b8d6c8f2edba8cfb838448f2886ba331774d65e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9722,3985de376c4712daace8c218504f96b92e1b14392c7df58ba0ab430cdbab87e8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9723,dd1a671febfaef01c48558864e60a5466df47844802d8bd6440c6cfa5345150a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9724,aeca22098f195655cc33a2276e947771c4d4a63df0fe00bb92a7552e75deb4ea,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9725,56d9688bed7baa35aa2bcb8eb83e04e073e6a7fe636c76fe4f929d656e7abe02,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9726,6ba96122562c5741c3c07b3afbbec1b5699025fd12c00d2d093da5aba2d78b78,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9727,decfa79081e05f96d36fbcc14f37d7f2d38f63012c36e7bfe83e8f6dd81e12f7,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9728,9ccccbdd37a53461ecf147e50d5f1e7726612fa54751914f632fcbe882f64710,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9729,3cc94696c3e8b1aeb8555c10db5cc64464ad7fad395baf764094a9c910faec95,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9730,8184f650e14c551686ae94e0e42a3655bbd7bf8042846428ec196e706278eae9,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9731,a192f5789f5b421e0e3aa712bb52a0000e3e4be51f5ee824b783ae003f9650e5,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9732,10d2015db04d06701c3be3387b5c5ef4ba34d8a003c8c5f190be84b2a78ae651,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9733,017a823160319e233330ec9f51e765e31eb4429bf0047a7f519c2e7531b445f4,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9734,1bf3a75a9e31ba59db9f2e66274846710137004ca97274d334bea7253e3a95e4,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9735,68b9ee2068a5616c2752a63f6d8895a04f5d43db1d0715812eb95f5092e9029d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9736,6537cc26aa815ab7da890f6bff3845118bcdc75f78613270f8fb696e45975383,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9737,6cca63227851c053116e40ec3e55d3ee7a06fd02f44d964602338ce92e5a6989,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9738,a0e8ec907049a42d070dbbd2101c51337360eeb7ca97d3dfbff27a7e6c073f3f,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9739,dc44f32efc665d4f1423c5730c3bb0374859b27b0bea90f6498e247746f4f516,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9740,4d3f2379924422fd1577934e6fe4f908979f6629ce2efb12da70888be1e24c30,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9741,2c55b40cd22d358e520b47b7465fc359f4670d591bf4f76eb2be073a96864525,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9742,4614657fda85a250473f50120f99b66eadaf48dc0bcb3286544d54fa4f0e8b3b,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9743,f0c316e02940ba19402e0937fe0182287df7450cbacca8b45053db2716c6cd75,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9744,f1e37a1a37b2bbeec695eeda8d58a088d0be4884d78d9a7f1af8d3d84c081c18,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9745,48cd2469ebfff019caddb79fb54487840126a7290222b5ef920cdf5bfa7834ff,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9746,b546489f7bf7bad09fa495f2be87de887f1937ba75d869cc6faa64f52fc4cff6,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9747,91d692a91f7f65897b2bfb6d40cb4b685ca107ebf8d9258c41eb3bae73fd78d5,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9748,d8325b74df258c62c7f527f6074bb276485c58f80b0f0c2a79973d7ccd09fe82,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9749,0bd522b3ee342004bd03ff6ffc274e92a413b32cc38ce3f235f92a383435763c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9750,5a282635d5991e8e115179079d86dcbd6ac9073efeb06b84509aed967085ed9f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9751,4e1e2555b3883275aab7c39ada64687108682232bea6c13e78720c643f453aa0,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9752,5a169e21c61ebeaf46a118df25c994d0b493a9091c1201dbcd7d9b51a39a0054,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9753,7e171df5bf8f81496e2269adb11ea72a992b195e62c5015ee6ea20cc40f29e9e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9754,6de36a855b3426040fded7b011c27a9d290001b2909bd24984c6d61916208c4d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9755,fb88da6af3a4f1526b7eefcb6970154504895fec2b4f8efb1eb7fe8c327112c8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9756,ca8973879395359dc160dd16005305ac94a0a0bbe40caaffa6534c357d4fd4f3,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9757,31bcf6e0381931b2527d13be6da20e2331fa8158fc6f0fcfb84cbd6a948e7556,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9758,00da169c06ff748fa42402894b9e8fcc0475b1e9fa83b6f309a88802153f6c55,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9759,079070e448aaf837d554f041e2e864c2b7626934827bf6ad537d8f9fcf62c0ad,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9760,a3a188ec3d2a17d41ce5d6acac6b8c3fd932dc4d44b7d02e2d24d3078631301a,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9761,f18dfbc3d34b8b5203a4511f81eab586638ce045c550ed4e833edf08fe4243ef,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9762,b1ba641e7a05f58673d3b59d35dd41e969d78b5eb08c24a44ae8d4af6839249d,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9763,31606fb88d5db39c5e8e2d9a2e0cde226095f7ed057ddd9bad69937eb19e76cf,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9764,c985065a18b973ecee3a452fda43b489621897c9f9719b639aa66076566f271c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9765,f2efbd5bbde4de62eef1168730f50f49b52bec55183950e514712d6c2c4b9095,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9766,ee44d786e8077f58733cfbc930a1fc2d0e6e07abab45c3e4088848625fe5d780,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9767,03bbd3c90fe031d0f99e924c19b0d6f740b73052d34d63740792d2ec47ce91c7,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9768,fc22fbae0f245cb41bea794e89205f1f6210370d10aed670d231213b6ce9cf43,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9769,2db45a90fb1b93f32983e24c9433ef199be7013ed581386262af18e2023d2982,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9770,7c7eccb4ad61fe349bab2627517a1f0b0270ba7133bcbfd4be765a3cfa1ce233,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9771,87f8887c5fe16d40dae6404b9883e6677d635c2aa1c32c538cc52cadaac6b799,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9772,6ff3848bcce9de6697a43f7be60ea076d120e916e7b160437f245c8148fc6ca8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9773,80fdd3a0708ff63f03711984f8b03b85c774b6c983fb9de30e597ff163628cdd,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9774,f82a14a170e26365c654fd7e690109b16ecd8d4dc69dd666b43556056b30509c,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9775,84d66ee3299710def1d3ba086ec1fb2c771a36109899b84165d001cc4b34da6d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9776,5eb0c49a1538b4211b439329d866e3ca82efe5612ee8506482772d6c5fb560a4,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9777,b39cdf57a52bc240bc9846caa590cc886c6e38f0fc50299efccf2d1eba3b5170,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9778,3b58b401c075e78bd45e903021609cf90be00edb36690a3eb726d71455b0bb7c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9779,923e0a3237cded35305ab532c619661c932df454392e4c14c72e6ea65bc22ef2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9780,839802edbdcadd6397c70a50a713f5d3ec8b980717bb2232f1ac364d0d38b6fc,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9781,5f7a3685d8cc2de5668f1f25f84fce9fe12872eee5a021b9cf2a24aaa5aa8f30,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9782,9e203a4732122fa638ef4465617fd5c9c9cdfd84bd9ff8b18d9a1a49146e121e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9783,3bf9bfec9d76ecb4ca5f5691b7afaf004fdb894d00e8594a26f6d14a84991783,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9784,74461fb03ca03f463c615d89c48990bada5cd46b76cc40c9df7698b8545a900f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9785,b2e73c14d9c8fc7391c4ae37b49d6f0ca8f1c6d2c08cc6a278d1fe639f4070ba,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9786,6b6bdd30a691745df39884881437a133bc3c977bbcba0f3345e156814f5038c9,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9787,7c01f4de432acea0178f09b808fd8ed40c0018650b691c0527ad93d97bd9edaa,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9788,cbe1e6c45dd5a8afa03ed0f11ddd4ee23aaa78a043b61164e31dd8cce82df929,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9789,c988d7b19cda026f1ee276b13c6b0acf8ef0db296c6c47ac226744ee395f84ca,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9790,035d2922d14f8c68c5297dd7a86ba6dd61f7a95c516566927492e88b2b88f29a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9791,86967b4f81721bba56cc90cf4546ea465c20001b7b51904158df6e303c4a8f0c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9792,917fc7f9bd2e9a490aa87a83cf2e57eba264359ba780601e0bd2e671c05963c3,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9793,7a4450eeb005e5aef1038fdcc0932315d3c28eb7f709f17f174c6b48184872ec,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9794,0e2b3ac97ba48305d6e1fcad0184f5bbc7b9fe0238d9530ec57ad249e591083d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9795,0c65f76d7d5e1166960abf1af0d94e2f58768c7f9dc20a8d63aca5669cf0afe3,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9796,cc62b0dc4f4b1dc0bcf3b09a01ee3d3c7116e8339f596765f8639f35f4e4be65,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9797,ad288f8213d5be11602afbe24aa9d884f98512cf63ec4ad3643bc6bdc4a9b937,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9798,e6c4b99964099b9e252b9c3e70fc0f5d4010cec9cd41084cbf2f9fcf2be84e18,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9799,c8894f88c48594158bf2080de9616ce0110b6653b1bf0e01c9428f9dcfab7841,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9800,c0657f0a30cc5a56a31f0f127dba0712311095d6072360ea5f31af98ea080bae,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9801,1b2ad839a5a7ba6a06ac7405d59b4ec164425e67a8df08f6a73f9d89458dd2ff,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9802,33a9b603f6093eab7ec9cebe6bc688b33c47a945ddee68f4be511ec49de4c93a,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9803,d6fb6c2276df653fa244d5c391828b4048380e1e07f9617e20b49dc9ac887533,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9804,62077bb185f51a6e3fce2dee282dced8b98ad14f14377fd8b2a064d5f51a5baa,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9805,e434b222561fceb2be0163eaaab892efafa10643124f5fdacaec21f15219a1de,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9806,02085aac24dbea4dd037e03284b9ccc99127b174185e8fd47e14844bebda74d8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9807,4edf8563d25eb5d937402adca21253096be0ddcf8b86689fbd0b11b20d7c3912,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9808,30ba8581e46b5ffb2558b4b1621008f81a9cc98bf71d73203743266f9288824f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9809,b1c84f004f3e731d8babcd38349a002b2adb73e30fafbfa06f3541e026d3f3e3,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9810,8d5d3f1217173c302f4598c788968a4d544d996a826bb2d222497b3d4a7e17c2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
9811,b97041c4289dad3ceb50e8a6fcdedf6d79567e406b09232bfed6f6a86093f92f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
