gene_id,split_role,source,family_id,parent_old_index,parameter_regime
f328a8c651d759966c4f1a2c766711cecd6ac2341eb74803f4d995b2926db995,train,B,expansion_f1_v1/B/pool/field_3945/attempt_0,,same_range
c3f71f201b1ffdb01a46c4533d51620e4e86568692be78d7d90dd76b4f374284,train,U,expansion_f1_v1/U/pool/field_7266/attempt_0,,same_range
797a2cb4bddfeb7445543bceb61c15b8d3c66e0b47afafb5df39646f5be7d88d,train,B,expansion_f1_v1/B/pool/field_8358/attempt_0,,same_range
0a999ceb36284bef9f190a98b2007bf6ffb3de9b4155705ba2a218455bd22302,train,P,P/parent/3938,3938,same_range
cea0508488e7b4d3f0a0254e454df99291ac3216d9bf247dbb63fee38debdb17,train,L,expansion_f1_v1/L/pool/field_20106/attempt_0,,same_range
8e1fdd7cf2e63e358571f23f1cdfbfcfb53d9a0e04604669c968c4214e0113a5,train,B,expansion_f1_v1/B/pool/field_769/attempt_0,,same_range
0dd1e7b8b5ca0e1e2fc6271efba27f9cc78edb6cc0f9d6f06fe73ce15ffc4baa,train,U,expansion_f1_v1/U/pool/field_5436/attempt_0,,same_range
4783166cfc066497c1938bc994c35b635c8ff42b63e20c835bdc1ddd1a216c4f,train,L,expansion_f1_v1/L/pool/field_14708/attempt_0,,same_range
eb4695765d5200e91c8e367d75a880537a971ff4b8932ab4af5b4695170fdd3e,train,L,expansion_f1_v1/L/pool/field_1561/attempt_0,,same_range
be889fafb6872060d8f677562671ac5b299cf66f8a1587f0418202bb91e5a00c,train,L,expansion_f1_v1/L/pool/field_2552/attempt_0,,same_range
0a92a4ea1a6e78b16879597b56d43d639d9f41b9bb82c9f018d92421fcebe896,train,U,expansion_f1_v1/U/pool/field_19156/attempt_0,,same_range
9e53ba8798a3e81ab29df8ca1e972daa63d72dafc18352079867528dd569faf3,train,B,expansion_f1_v1/B/pool/field_20384/attempt_0,,same_range
acc0757aa78a5c83b4b51ef5d418af797c663458da19a0b1c5c867fefb97a2ef,train,B,expansion_f1_v1/B/pool/field_19655/attempt_0,,same_range
71d739d1fd98e41375748e83e4f0eb1b641cb02cec23d15811d43b04508f4e2c,train,U,expansion_f1_v1/U/pool/field_10659/attempt_0,,same_range
bfb63425171589397d898d006dc3b6f18297e357d7b9792b4efff0ea4ac287a5,train,B,expansion_f1_v1/B/pool/field_5167/attempt_0,,same_range
8fea29152a0458633b7d6f8402288c228a48dbb04da95244bd464c8801fa7832,train,B,expansion_f1_v1/B/pool/field_11832/attempt_0,,same_range
72a4186fd0ee149236a960e90866de9c79ee0a9823572d756492f26dfee7888a,train,L,expansion_f1_v1/L/pool/field_6987/attempt_0,,same_range
d6bd1febad46f884fdc982dc6513a25d4113e07bcf6f2eab281878caec83d598,train,B,expansion_f1_v1/B/pool/field_18628/attempt_0,,same_range
e440db4f1b06fd6277e0aca6aaa460738aeada72f74ddf0f9ffb802f665727a0,train,L,expansion_f1_v1/L/pool/field_22035/attempt_0,,same_range
6613c9c2305452c2e9c6139721a6eb20f0cea6602591f6790d3476d881b7a139,train,U,expansion_f1_v1/U/pool/field_8527/attempt_0,,same_range
01249ae49947ed98dbf161698414185b3d8cdfddfdb1d121ba7eb2f926328297,train,B,expansion_f1_v1/B/pool/field_20034/attempt_0,,same_range
050fa9d8a8a9e0c5f23a66cb4a63d8e548bb58615b2eb6e96e2f247213594d4d,train,L,expansion_f1_v1/L/pool/field_16951/attempt_0,,same_range
7a3b8994839fc659093920db531fe64ba960d467d15ace0f190ca5b04840c710,train,B,expansion_f1_v1/B/pool/field_23967/attempt_0,,same_range
d4d0b4e6a50d14c2e11f9ce01b177526b7002aabe3f34869cd712faf2b011f54,train,P,P/parent/16808,16808,same_range
a8bd3345485df55693db60edca2969a5785436dbf3fb8451a4b2f1f2147662d1,train,B,expansion_f1_v1/B/pool/field_10650/attempt_0,,same_range
3a5b74a796077208a634e8cd4470c14a10e038318d9320d91495e218b50f474e,train,B,expansion_f1_v1/B/pool/field_6909/attempt_0,,same_range
c03c8ea58249ea6f0591aea10fa2ce484913bb9436a6e50247216301600011e3,train,U,expansion_f1_v1/U/pool/field_17957/attempt_0,,same_range
d8dde06c0c7e85d514b301f2c019436fa5031e87f40d4316bddacd025dde961c,train,B,expansion_f1_v1/B/pool/field_6215/attempt_0,,same_range
a8897b056022c242c768edba2f2c0a0315d7cf2eaa93a7674204fd2a858f5132,train,B,expansion_f1_v1/B/pool/field_18375/attempt_0,,same_range
3a3ee9da47eb72c1dbc44a512aa26e9291257d39a8be102ebb91308990b0a1a1,train,B,expansion_f1_v1/B/pool/field_24441/attempt_0,,same_range
4f3916d865dd3c132a607688d4da8eea84f6f73dfc8e69ac01c889595ad7ad21,train,L,expansion_f1_v1/L/pool/field_928/attempt_0,,same_range
15f9ae0c8eac852f97129f933e01196bde4ca56cfbb24ef624cf957640626375,train,L,expansion_f1_v1/L/pool/field_9957/attempt_0,,same_range
87668a1e93a7116311f11ef29f64239f694384967608ee92241e96eb36f120b3,train,B,expansion_f1_v1/B/pool/field_737/attempt_0,,same_range
d5fb5a4424ea0214c0ec92d2b50b088954dfbd6265f9e86248f6133f3b71bbdc,train,L,expansion_f1_v1/L/pool/field_10434/attempt_0,,same_range
445791b67163e787e109fc014b257418260b906a7335696a1d21a1323ede9ea0,train,B,expansion_f1_v1/B/pool/field_16740/attempt_0,,same_range
47e5d158ba63c9a70a33abcadedfad732d5477eb694c8af55b042899ad7475b3,train,B,expansion_f1_v1/B/pool/field_22871/attempt_0,,same_range
18726e9ba548a2ca169d1cb952d7ad52cd706cb7684efd51ebc34cd3f8f383bf,train,U,expansion_f1_v1/U/pool/field_8485/attempt_0,,same_range
668e575d9bf5799dc85b541364d91c980dbf2b00b08acf30d74adeae08cd9f54,train,B,expansion_f1_v1/B/pool/field_23474/attempt_0,,same_range
04aff863194b30b33e9442cc0fd570a302960ea6ec72f2efbbf8ac131a743d92,train,L,expansion_f1_v1/L/pool/field_24139/attempt_0,,same_range
2a99c1d3b1f6f88d2ec65cf37fe961658033ce01797863574fbfa24319754894,train,B,expansion_f1_v1/B/pool/field_8039/attempt_0,,same_range
bd265682f04ff534d8b115d769477ca09dd0bd92b59921cbfa390ed3653c5fc0,train,B,expansion_f1_v1/B/pool/field_11531/attempt_0,,same_range
93fb1de0e7b8885bbb7e19139d150a8de80e5b2ecc965df84bc81920cd5d89bc,train,B,expansion_f1_v1/B/pool/field_17232/attempt_0,,same_range
a4af2b17b0c4cd97354da8bc141169ed6ffc3661fe605170a1584efa684f5e9b,train,L,expansion_f1_v1/L/pool/field_5125/attempt_0,,same_range
4e81f5c6439a23c6ff0d66e123ca8836027142ecbff32331e934311e661fd0f2,train,L,expansion_f1_v1/L/pool/field_1365/attempt_0,,same_range
010916a05226bd95d4d031b4c5d9e88ed93d7a3e9aad0b8e131ae882ccdf97c1,train,U,expansion_f1_v1/U/pool/field_18434/attempt_0,,same_range
cb67fbbd639cc689f7cad16d561e7a0e2a5340bad9acf9057d9a97b72c21cf3e,train,B,expansion_f1_v1/B/pool/field_2630/attempt_0,,same_range
c2d4a3054b99d381f4377a57448b43567172c0cf7c88efe37ee55561bbc023a1,train,B,expansion_f1_v1/B/pool/field_10705/attempt_0,,same_range
7a74cc526e7894de7f5db5f226a9df146ac6529a692cd640ecf2c7a42c0b5e49,train,L,expansion_f1_v1/L/pool/field_1871/attempt_0,,same_range
ec975f739498b85f3e0d50848f8b29c7f5d18ddadc8f98b9110d126da51e1687,train,U,expansion_f1_v1/U/pool/field_23009/attempt_0,,same_range
37f19c244111fb932514f85e013256c1f603e4589ec088a715ad6cbcee2ec13c,train,L,expansion_f1_v1/L/pool/field_7341/attempt_0,,same_range
195d0fd18821ec70140b37b0f3af7d43e3d28ce6d0e5a3de01715d96dc4628ca,train,B,expansion_f1_v1/B/pool/field_15829/attempt_0,,same_range
6229cc101f2bbe5eced8648cefe77696cd9f9762fbaef99b49b3048ed9533104,train,P,P/parent/63843,63843,same_range
ebb2d1023d0c7ba31261976eb63d83b8f6cd887c08475dcdc6137d9a7e086e79,train,B,expansion_f1_v1/B/pool/field_14905/attempt_0,,same_range
ff3f1778f820af1535392daa074aa866d14d53b988bb608d84d57d99dcc5e214,train,B,expansion_f1_v1/B/pool/field_16656/attempt_0,,same_range
e3784fefc685727f5325c7218e99043dcfe36b0cf2a2bae696cf879a7bb0dc11,train,B,expansion_f1_v1/B/pool/field_16597/attempt_0,,same_range
6548c3a7e5aa4cce455a815332b511721272fb025cfa16f3d5ed771577a06174,train,B,expansion_f1_v1/B/pool/field_4518/attempt_0,,same_range
c700f98d3b9525de40a47798049b9a386895628d08066cf7881806a515b8aaaf,train,B,expansion_f1_v1/B/pool/field_14892/attempt_0,,same_range
0704732c0536e0f41295c155ff6386ead5640d042c78b691dbdaa0062cbac618,train,P,P/parent/45135,45135,same_range
62b3af7efc122ce0289bce506fe73e28916079ae394bf7aef06f9420aa64603b,train,B,expansion_f1_v1/B/pool/field_19868/attempt_0,,same_range
412367707c0c79d1a66180441b2e2aba68b6e746aa036a644129399e64ff11ab,train,L,expansion_f1_v1/L/pool/field_3680/attempt_0,,same_range
87bfcae376364b20638eba5585d1632f18b80c1a55abe038dff70f410212cd48,train,B,expansion_f1_v1/B/pool/field_20670/attempt_0,,same_range
0710ce3e025eccb05d0426e36785bdc1afbcdcea4e996fe17bbb338a207bf4dd,train,B,expansion_f1_v1/B/pool/field_15755/attempt_0,,same_range
c57b84779ae8b6d0793bbdb636903a308dc0f0f6474b6d7645b0373d2564522d,train,B,expansion_f1_v1/B/pool/field_23619/attempt_0,,same_range
631bea9571ddef2d20af459c60fc35edae382911e3c653ccd6a26a27e0946660,train,U,expansion_f1_v1/U/pool/field_18880/attempt_0,,same_range
0bee905fe584914a48d5de52bf2c3a0d59fde7364df47a9602d72370a3a14c53,train,P,P/parent/46270,46270,same_range
cdb589002665c5ac9161c65c2e6661b1ca121e97311473bd4aaade969c6032ae,train,B,expansion_f1_v1/B/pool/field_3511/attempt_0,,same_range
c041e828f087a36cbf5e48c8be26337b8c4731164c4485df0a1236da3917f238,train,B,expansion_f1_v1/B/pool/field_8101/attempt_0,,same_range
655d5ff073a3ba0273128da4eeb26ef8fa629003e8edca14e53136d11f9c1239,train,P,P/parent/17448,17448,same_range
bc39f224f8f2471a82ba673376d0470c2a8dbf2df7c9e48a0eff61be37456b31,train,U,expansion_f1_v1/U/pool/field_15379/attempt_0,,same_range
cf0c2fda16ff8cffc2e093da857ca1ea4c60c33fdf9a998fab4e334cde844ff9,train,B,expansion_f1_v1/B/pool/field_1377/attempt_0,,same_range
bb5327bb48b227802f5dd894fac4a0129997091b841a7357649976a7add5dbd9,train,B,expansion_f1_v1/B/pool/field_11233/attempt_0,,same_range
3cbc75efe904c899d128d4558b864ddaf0327143a8aea0334fd3e5eb057a20b5,train,U,expansion_f1_v1/U/pool/field_13449/attempt_0,,same_range
98b0a44e0e4ba028d2a1c1916c4b4e04fa4385ead325ac859a239ca992cb40d7,train,B,expansion_f1_v1/B/pool/field_3487/attempt_0,,same_range
94cd90bab4299fb46320569e83c74399c9e5c76edb664776fbf9c2d93409328c,train,B,expansion_f1_v1/B/pool/field_7043/attempt_0,,same_range
14d1f0761b6ae7b69fdc314887e798f84ab52f49d06f8064e3d15c0f52d942b0,train,B,expansion_f1_v1/B/pool/field_23051/attempt_0,,same_range
4c07469ccf555c4fa6778da8815ff14ac28e8835a3e6407022ab76790d2dd7f1,train,U,expansion_f1_v1/U/pool/field_20067/attempt_0,,same_range
be2c6a83c82bf95749971dbc797c52d6f4dec191b785ce722af37173a12aad78,train,U,expansion_f1_v1/U/pool/field_19469/attempt_0,,same_range
b8be959fb121b220d1742949db53612447df3c9d74b67f2213b5e20eb88b4558,train,B,expansion_f1_v1/B/pool/field_7401/attempt_0,,same_range
aed8e302e258d93b6182e5a529a2e35317debb6cece27de9f814625cc7a43b11,train,P,P/parent/45403,45403,same_range
ca00e15c6ad547e2c5f384aaf48270df8ad472cc6fe28d4f8140cca1c8efb99d,train,P,P/parent/49888,49888,same_range
d9ffecef9ac02e456f04bb0934ea9ec203e1e81576976801c6ea006951226292,train,U,expansion_f1_v1/U/pool/field_21825/attempt_0,,same_range
8c4311284b12c9a6ce05becd2348657c93fa7d4fec369dd636341765ca5744ee,train,L,expansion_f1_v1/L/pool/field_3491/attempt_0,,same_range
b9145f7534e9253c542d86e7d60cb7967e19bbc667dc86092b8da606c93a694b,train,P,P/parent/35682,35682,same_range
3819a8f67032139704445c005bae324f9b2cdde09323d458481dc2df30dba18f,train,B,expansion_f1_v1/B/pool/field_12672/attempt_0,,same_range
7c0c76cd0be1480dd0f5108652d2e4b9f28bf0b6be358588e123c28725638676,train,B,expansion_f1_v1/B/pool/field_19126/attempt_0,,same_range
73fec6e83888e8293a4ef2f2c45c1b5c1fde492f3bd1f86848a81fe315c1ca70,train,B,expansion_f1_v1/B/pool/field_5835/attempt_0,,same_range
4a43c14897ea252b7706c923fb315f35e90fc21572355e12a8e05a305ff4db0f,train,B,expansion_f1_v1/B/pool/field_415/attempt_0,,same_range
b92e986330ac3b054bc8daeb2c967a5dec07eda92cd260febfda7ce9eab19198,train,U,expansion_f1_v1/U/pool/field_438/attempt_0,,same_range
f562d079e1c932b709b4881d63c8c46b149404bec753f16f512516f7122cb680,train,L,expansion_f1_v1/L/pool/field_14814/attempt_0,,same_range
d19e6e9f31cead43adb7cddea52b8be8cfd6c31b76064a192a03bed7fd5f1f2e,train,P,P/parent/64286,64286,same_range
5c15c6e0dd00ac326dac3ea0fe7cae9ad9e9cd1cfb20a12fcc6b1a80f2625e64,train,B,expansion_f1_v1/B/pool/field_15997/attempt_0,,same_range
4b01ec9cb8673d0940b0b99ae475c03991d4ac00c7f7c5da3ab68013668c4cfd,train,B,expansion_f1_v1/B/pool/field_4083/attempt_0,,same_range
1169ceaff4126b2ff19b026962a31eb617b99b799fa01002317848092af19bf5,train,P,P/parent/3938,3938,same_range
05fa047ac66baf6deb8a7652c89c3d9b0dfa72cf5fbaf37cd9d57264d60d9adf,train,B,expansion_f1_v1/B/pool/field_3633/attempt_0,,same_range
2c02a74123a828c2eb46bdad5d69268cbbb0e7e289797cd89c3aa18b4bd39e24,train,B,expansion_f1_v1/B/pool/field_13569/attempt_0,,same_range
d5c13d55a04159d8617a2b8b3322938ec5a286fcef8f5203df41e0e204373040,train,L,expansion_f1_v1/L/pool/field_13503/attempt_0,,same_range
29d0acf2bc34a5f8540ea702ea4175f82a50ed7a44e542b6c158bc8282984f7f,train,L,expansion_f1_v1/L/pool/field_19993/attempt_0,,same_range
32a4b01e80373e20ae70b2c24a9b6714b6f8b3fff5dc7073c13c2e10a87496ee,train,P,P/parent/7046,7046,same_range
14c5900bda1fe66a666f821a845af5a7c384939b618b5781383ac52e5b838034,train,B,expansion_f1_v1/B/pool/field_24195/attempt_0,,same_range
0a17e95baafadc6700ed1ab33b6679c1612c3e17865f66edf540ddbabf28942a,train,B,expansion_f1_v1/B/pool/field_24218/attempt_0,,same_range
e0a91b21d0bf379cd4ae52f400b3992daabcf1fe595b67a6b39ffb2ffbc5b60a,train,B,expansion_f1_v1/B/pool/field_1087/attempt_0,,same_range
933ae2515e293d669e3225fd99b9805c8ead26c806285038f0bdf5a2ddeb2605,train,L,expansion_f1_v1/L/pool/field_8393/attempt_0,,same_range
6faa254b975f2d9e45ca53cc109f90f5a85966f2715e8d0c9fabafa1c99a0221,train,B,expansion_f1_v1/B/pool/field_20686/attempt_0,,same_range
5a5fd04fd6ddafd2fa2ac52337737a90144e8d9273ae7550fb9de4a82f2a22df,train,B,expansion_f1_v1/B/pool/field_18091/attempt_0,,same_range
d1580967cdc460bc13aa4fb77dc4f4b65d44b04ead49fd3f6826264b91310654,train,P,P/parent/42489,42489,same_range
fc53524ed699dc886b9073d923d1c593604672a66e36d511947369679493732b,train,B,expansion_f1_v1/B/pool/field_9010/attempt_0,,same_range
801aa9b7e2bd779c909b3e229c8812fbb3a9e79d8cab06e430b0b7b68d9ac70c,train,L,expansion_f1_v1/L/pool/field_11635/attempt_0,,same_range
112dd0333db89d61cac9fe675c7750079344469088aa23c7d04fb5ecee00f160,train,L,expansion_f1_v1/L/pool/field_14970/attempt_0,,same_range
20492dea87d40ce9a8885b4adb7ed2688ef999e0385e4f96548e0c0d332378a5,train,B,expansion_f1_v1/B/pool/field_11435/attempt_0,,same_range
329b72e76575f9f22ead20aeeebd05d135066584fcfc477773e0dc5110280fa8,train,L,expansion_f1_v1/L/pool/field_2803/attempt_0,,same_range
a9c9684ad74a5130e10ff25d1f90d20dc85095343bdbb8dd43b605fef2cd8699,train,B,expansion_f1_v1/B/pool/field_3909/attempt_0,,same_range
fda482ad3b7fd64384df5aed806a6619bbcf9e8cee14aab1510a945cd3ea5029,train,L,expansion_f1_v1/L/pool/field_7414/attempt_0,,same_range
7ff131d1611da9cd5f34e4e61760bed15b2dc1895d896d481d403054aca81f1f,train,U,expansion_f1_v1/U/pool/field_16714/attempt_0,,same_range
08db201fad916d3fe69880cae86c2afc50ed577758b346610d3db36983bb3532,train,L,expansion_f1_v1/L/pool/field_16643/attempt_0,,same_range
cc68245b35681f941473984e4ded880cfcb577b95be2886595dd774c375f4e7f,train,P,P/parent/7086,7086,same_range
2c95862d1d45c7be4b46b84535a1634183fbd9353b6f4e15b61717bf7ee82784,train,B,expansion_f1_v1/B/pool/field_18566/attempt_0,,same_range
4225bf3b624916f9028574650715adfd0a8d0b3db2ebf4cafc4a589b08e74bec,train,L,expansion_f1_v1/L/pool/field_21963/attempt_0,,same_range
399c91c1891c3a56acf87119b94ff05a0f9441d5645c3f0d0120039dd20adfa1,train,B,expansion_f1_v1/B/pool/field_16201/attempt_0,,same_range
e715e57e783f4687b49a37b18041fe88f8c73b671cb159dd7f8ac5718a9d94cf,train,L,expansion_f1_v1/L/pool/field_1670/attempt_0,,same_range
e1a79157fd1bf66c91c62be68b5d846c1e979e2016beb4d794867b3e08ccd39a,train,B,expansion_f1_v1/B/pool/field_9951/attempt_0,,same_range
4c2a378165036acc070acbd2af2527691438ac48b4ecde90caa1166566a3ab5c,train,B,expansion_f1_v1/B/pool/field_18466/attempt_0,,same_range
9829818b7b3550eb0e5df2b216484553a7cbf3250b3488c2231c083546524f37,train,P,P/parent/48543,48543,same_range
02fcc20e87f13d4eaf8534a3b029eed78824da1a952c41199be2511f80ef7f28,train,L,expansion_f1_v1/L/pool/field_6203/attempt_0,,same_range
c4a999bf33e1093c508cce17c9c018099c14d7d65c1b9b8cf1746879fc3bb590,train,L,expansion_f1_v1/L/pool/field_13794/attempt_0,,same_range
0e3c59ea5c991d50547f1fa4e88df648856d2d45187fe68c6df6f6d59d5ad09e,train,P,P/parent/26253,26253,same_range
bc69812afbf291af74b9a71a3869e5426f238e2140138c2b6269540879da01d0,train,B,expansion_f1_v1/B/pool/field_6675/attempt_0,,same_range
745ddf79a273215c0b008f65e3af9ec164d69eaab27bf8b347b2495f1b8ea16c,train,B,expansion_f1_v1/B/pool/field_3406/attempt_0,,same_range
19be2b2bbd517a56f711138af89c45098d6a45555fa398c61ab9d1e3fc935185,train,B,expansion_f1_v1/B/pool/field_6267/attempt_0,,same_range
0f47df9ca7e8f0d5cd9726a915e5b501b0d92a4489afd0e2174484e95fa0d33c,train,B,expansion_f1_v1/B/pool/field_416/attempt_0,,same_range
b5de0e8ebb85e8665a71bce00ae1705ae19814ea86a67e66d0de48e86c44ad60,train,B,expansion_f1_v1/B/pool/field_10275/attempt_0,,same_range
2fa1f4f7c045874a4c2923e76e4472571e0259c068019df61c987474aa57b6fd,train,B,expansion_f1_v1/B/pool/field_13210/attempt_0,,same_range
cd3daca835a672be3f3139aa7489659519e5c6292beadf157006e29293fc7910,train,P,P/parent/9701,9701,same_range
8e66ee56cc8eac9e695e238f612f253526b3abfd52e9134582b9a6f38ac5ebbb,train,L,expansion_f1_v1/L/pool/field_23124/attempt_0,,same_range
6aa39a6c9237999930cd75720ae0718671f8ef788f80043b3a8d240dec3a975f,train,B,expansion_f1_v1/B/pool/field_14728/attempt_0,,same_range
db549faca69c972ffe14853d7f5d06dcc751d65f73bc5b9cec487e0f76dc20dc,train,U,expansion_f1_v1/U/pool/field_23390/attempt_0,,same_range
f25b0af9d58b696f07760ef233deb800ff63aec2c5c4597030e7a505768e1a5d,train,P,P/parent/61731,61731,same_range
50fcaac622cd1bbe421cec3e53290b4905c58c744c216f969a1b535cba8cfeb7,train,B,expansion_f1_v1/B/pool/field_2114/attempt_0,,same_range
5fd667fe16c298466d43682908811b13434d4d7b19277e0e76e0310677beedcf,train,L,expansion_f1_v1/L/pool/field_4326/attempt_0,,same_range
5fdccb1054151f5d041be1b87e10af62c8ec9d4806ebbc466fbf566461c0bbc5,train,U,expansion_f1_v1/U/pool/field_13657/attempt_0,,same_range
87aab84413a32071641fd30c7ffbd9664415d5bb4b2e05c4c4bb93b443cbf8f2,train,U,expansion_f1_v1/U/pool/field_12670/attempt_0,,same_range
44120ac6b5328c23ba323e293d6caa5ce27f514beaccb960c603f1241d9a1354,train,B,expansion_f1_v1/B/pool/field_19101/attempt_0,,same_range
c076c07b78747be61fa22ff4147a90d07099556cf5d905459caf581fb670a38c,train,B,expansion_f1_v1/B/pool/field_3710/attempt_0,,same_range
e7b426094d5e8c26d880c46cf966614fe253d4861140e21f55e3d12b5bff2d13,train,B,expansion_f1_v1/B/pool/field_2015/attempt_0,,same_range
ff8e0b85b36434bd3489ccfa2ce1acf2721ff1690bb13d864a1f508fa093de18,train,L,expansion_f1_v1/L/pool/field_19634/attempt_0,,same_range
02b35a1506ac7d000ea6991304f69ed1cbc0bb1424d31596533e8c2faeb5072c,train,P,P/parent/33869,33869,same_range
30a70a4178728025d80c1bac91b97574f80d5295d6d05393e7d65a7c75512229,train,P,P/parent/28727,28727,same_range
e0e9868b9172ed746314fc9243fe989c9c1d398a321e87c8479a52eb82c0a965,train,L,expansion_f1_v1/L/pool/field_18858/attempt_0,,same_range
8feef5f6a060c6d0320ef82144a5d04a6043deab82f730235e9289a7d79287e4,train,B,expansion_f1_v1/B/pool/field_20922/attempt_0,,same_range
9fada9926c5a298a3cf080f31abced57b0c88778f0611685c285c5399d9607a4,train,B,expansion_f1_v1/B/pool/field_5696/attempt_0,,same_range
ae882b306323f8d55158fc1e660b155cc63ea47c4afbb8eece5316c1b2984b7c,train,B,expansion_f1_v1/B/pool/field_23896/attempt_0,,same_range
b6564984660c460b2a2b39446ca706e56aa1559e89040b3f5a23aa0a61fb55ac,train,B,expansion_f1_v1/B/pool/field_9941/attempt_0,,same_range
a94d09e78498d0ca049ab71b51b926dd5d47e7c8f9b04e26dd117317eb10c1f5,train,U,expansion_f1_v1/U/pool/field_6113/attempt_0,,same_range
9404780ecb2b7c8c88e661d28625ccc2dec86941cc2d7ad38573a94c28d5e929,train,B,expansion_f1_v1/B/pool/field_14594/attempt_0,,same_range
69465718db3d5fc5397a133d90848520a115bd7a4c278152b59770937e49484d,train,P,P/parent/57286,57286,same_range
42819bb422d41ba65dc2501b3b918d9f9c85cc3544cbd07d4549e092ff3639e0,train,P,P/parent/15694,15694,same_range
94624cd3d648a63b5e5b90f2fa0ab9915257a141780caf99737a855c6d715d53,train,B,expansion_f1_v1/B/pool/field_14738/attempt_0,,same_range
15e60dc604479c51bddee393c145ced0fc838cedc059634e7809346307a8ffe1,train,B,expansion_f1_v1/B/pool/field_6403/attempt_0,,same_range
76354e6a762245440b78e33e83b364e501cf06dc2ff7501d452bc114103d78bd,train,B,expansion_f1_v1/B/pool/field_18971/attempt_0,,same_range
00817d5a6f4201e8689f6d0b11988b58a4fcf609c9acfd437ad14087889118c3,train,L,expansion_f1_v1/L/pool/field_24618/attempt_0,,same_range
f6c6f349f9f828507475002f4e1843f33fefef6c5e21b776b6a0064b3bddc1f6,train,B,expansion_f1_v1/B/pool/field_24578/attempt_0,,same_range
ae1ac8d9b524b27e63811e9c2a72b0c08f02448923b97c7dd6c8e039110e4d1b,train,P,P/parent/55490,55490,same_range
3526cc5e05d2d4ea292727c4bf1de687172723be5632b22607ce21c8ac4cc80c,train,L,expansion_f1_v1/L/pool/field_11663/attempt_0,,same_range
e2de4eb71c04e84f0169e32a2857b3f993b202f7222e48c7f48e818e125068d9,train,U,expansion_f1_v1/U/pool/field_22202/attempt_0,,same_range
bd3a430fe1a77ad933d5b731c9ca8e4b5459c970b96f1f5dce259f93e529062b,train,B,expansion_f1_v1/B/pool/field_8643/attempt_0,,same_range
2e2324fd0f7534e2f4d577e550eb9c3f8e63fd070f574349a59d6ded4f16e97d,train,B,expansion_f1_v1/B/pool/field_18108/attempt_0,,same_range
f633bf9a2309c0d8b23c1beb586f868c08720d0c194a2facd385aa7285233d1b,train,U,expansion_f1_v1/U/pool/field_4184/attempt_0,,same_range
9b4a757d2efaed11e6782323a87e148118712e6095c573187404ccd5485b8c0f,train,L,expansion_f1_v1/L/pool/field_20694/attempt_0,,same_range
3ea1a0b0134298a00b083f3bce6af4dfedc1f403ba7c040f531b2b7a102166bc,train,U,expansion_f1_v1/U/pool/field_21790/attempt_0,,same_range
00bfaa106df961bae041d5ffe951c7103afb6a47a8744ee94b170c9fe5345293,train,B,expansion_f1_v1/B/pool/field_8622/attempt_0,,same_range
170b2a32c9bc36cc51e12847a3c870abdd66009d938a6e6cbeb70d808b8ce9d7,train,B,expansion_f1_v1/B/pool/field_10986/attempt_0,,same_range
1ba648664f116ce4ac6bea6b61ed9c6ca9ac94a53236a74e6c778d591c9196a5,train,B,expansion_f1_v1/B/pool/field_12812/attempt_0,,same_range
338fe9fcbcd1de5e29edad9352e01dfe79e8bbd141854a3b4b709b66615c9131,train,L,expansion_f1_v1/L/pool/field_14779/attempt_0,,same_range
4453a6699a589500e4ef0c342a5795ab65248d4065b78fba5f9e866a71197ebf,train,P,P/parent/26322,26322,same_range
f88c37958a0f7442de29029f42cb2e2b33dac59e85f00a3e11ea097c2da9ab01,train,L,expansion_f1_v1/L/pool/field_17718/attempt_0,,same_range
50a16213f038ef952117790a24b287ec008c00903d2fb4787ebed06d40aa2444,train,B,expansion_f1_v1/B/pool/field_2793/attempt_0,,same_range
f9257f48859161f58837cc24c8beca30898c39d072560edfe39c88def2bf15f9,train,B,expansion_f1_v1/B/pool/field_4182/attempt_0,,same_range
6ea525ad6c88050bc4fe3027011b8a88007dfbafaf4c640cb770798f831b728e,train,B,expansion_f1_v1/B/pool/field_3064/attempt_0,,same_range
4381af0841875d6cf1f709e61c2448707410d1f67d672c0c690c3f164bd0947d,train,U,expansion_f1_v1/U/pool/field_1952/attempt_0,,same_range
a022d05003805fce1872d32f4575a17cd650899913d4b7c6eb384e6fd9256933,train,L,expansion_f1_v1/L/pool/field_13926/attempt_0,,same_range
5e7a89813b76f2997e3f9405e19102e5fed47f563ad57554d07afe304e28cddb,train,L,expansion_f1_v1/L/pool/field_7962/attempt_0,,same_range
07265d23b1a9928cf4769d973819ef03afb992006bfb042a5c2fb5b4ec0531d5,train,B,expansion_f1_v1/B/pool/field_2229/attempt_0,,same_range
1fada8c1b949eb1963b4e8253daa5bfb42a6f0e3661cc7ff53558eb7f435e707,train,U,expansion_f1_v1/U/pool/field_5150/attempt_0,,same_range
a28fa48666881244df6bdc1d91c624a894b55b136c144da1f4fe2d6b47a96be3,train,B,expansion_f1_v1/B/pool/field_7327/attempt_0,,same_range
3ebd8624908b64569e19a277792c131f020017b24318c14f500d3f943f9a0a90,train,B,expansion_f1_v1/B/pool/field_4353/attempt_0,,same_range
3a0f9ca59e56782a03bb8809913413fd0019e43ed77dc8e5bce4e64632566dda,train,B,expansion_f1_v1/B/pool/field_9395/attempt_0,,same_range
