candidate_pk,candidate_id,run_id,generation,candidate_order,chromosome_json,chromosome_hash,physical_key_hash,source,parent_candidate_id,parent_rank,clone_index,mutation_operator,mutation_strength,mutation_indices_json,hamming_distance_to_parent,lineage_id,status,validity_status,rejection_reasons_json,duplicate_of_sample_id,torque_ratio,historical_j,fitness_band,created_at,validated_at,completed_at
67,C000067,band_supplement_300_20260808_001,3,67,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,2,2,0,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,0,1,1,2,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",64d55baf39997162dc13809cd70026ceb88cde2ed816fa4991ffe788de1d6d35,92563f2de44899fabf97eb6dda154de61ea515a0bc4e912ad951325d10c90766,improved_campaign_offspring,,,3,connected_region_repaint:medium,0.05,"[103,104,113,122,123,124,125,134,135]",9,BASE-C000277,completed,valid,[],,0.6514551788842954,3.0662100598035966,B3,2026-08-08T17:35:02.828+02:00,2026-08-08T17:35:02.828+02:00,2026-08-08T17:38:31.738+02:00
68,C000068,band_supplement_300_20260808_001,3,68,"[2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,1,1,1,1,1,2,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",07c031c3daae442d5b8e482f96dac631255a9b92be1f930bbe448fa03d018281,333b816acb2372e568b17786d61065b41f87dcf1d7020fa2b4cae8a94242333f,improved_campaign_offspring,C000040,,1,boundary_growth:medium,0.027777777777777776,"[125,134,135,144,154]",5,BASE-C000699,completed,valid,[],,0.7031725315993607,2.815681631199908,B4,2026-08-08T17:38:31.941+02:00,2026-08-08T17:38:31.941+02:00,2026-08-08T17:44:00.742+02:00
69,C000069,band_supplement_300_20260808_001,3,69,"[2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,1,1,1,1,1,2,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1]",a05300cd4c3ee94a869f876da89238bb949267185f17c1161bfce53937864cb2,bd708b6008964c9197f940125b7e2d6e4a364db7ba9a92d82039703877ccf589,improved_campaign_offspring,C000040,,2,connected_region_repaint:medium,0.07777777777777778,"[131,141,150,151,160,161,162,164,170,171,172,173,174,175]",14,BASE-C000699,completed,valid,[],,0.7035917450307513,2.811881540915155,B4,2026-08-08T17:38:32.056+02:00,2026-08-08T17:38:32.056+02:00,2026-08-08T17:44:00.758+02:00
70,C000070,band_supplement_300_20260808_001,3,70,"[2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,2,2,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",07e690fc37c000c779a2835ff9d56e50a6d08e385213cb85329edd89e7672d18,e843fe2f2dbc23a98dd0475a34b2a0b3dad756fdd2f81a2c7b928e6430085935,improved_campaign_offspring,C000040,,3,connected_region_repaint:medium,0.07222222222222222,"[7,8,9,18,19,25,26,27,28,29,35,36,37,38,39,45,46,47,48,49,57]",21,BASE-C000699,completed,valid,[],,0.22470896510188876,7.630737682243159,B1,2026-08-08T17:38:32.157+02:00,2026-08-08T17:38:32.157+02:00,2026-08-08T17:44:00.758+02:00
71,C000071,band_supplement_300_20260808_001,3,71,"[2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,1,1,1,1,1,2,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",95a3da3e68a19a62a525b474a6f758a27893c9009bcd800a2e491c92284d9cf9,8d2076c2e08b4e4288dc951275cd9913c3a8f055ea00d56c26697442194ea174,improved_campaign_offspring,C000013,,4,boundary_growth:small,0.011111111111111112,"[150,151]",2,BASE-C000699,completed,valid,[],,0.7036730427831628,2.8103473654230675,B4,2026-08-08T17:38:32.257+02:00,2026-08-08T17:38:32.257+02:00,2026-08-08T17:44:00.758+02:00
72,C000072,band_supplement_300_20260808_001,3,72,"[0,0,0,0,2,2,2,1,1,1,2,2,0,0,2,2,2,2,1,1,2,2,2,0,0,1,1,1,1,1,2,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",1f16940b69121e4772961700ef21a34a2f66c053edfaaa91c76d3ea0e6fd2d0a,8e95907407ce8cb8b46b9f296a3e4829d717fcf3eb55aadfafc14fcc248a4d50,improved_campaign_offspring,C000013,,5,connected_region_repaint:medium,0.03333333333333333,"[0,1,2,3,12,13]",6,BASE-C000699,completed,valid,[],,0.690621055925372,2.949340453816456,B3,2026-08-08T17:38:32.404+02:00,2026-08-08T17:38:32.404+02:00,2026-08-08T17:44:00.773+02:00
73,C000073,band_supplement_300_20260808_001,3,73,"[0,0,0,0,2,2,2,1,1,1,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",407dd0f5a899e5d2f6a8539fe8762af208656e4b33e0d40d12982247b22be289,2528ec898673c307d4f3d961e05f4943549a2926e8c96f2bed41c81d2a1ab07b,improved_campaign_offspring,C000013,,6,connected_region_repaint:medium,0.07777777777777778,"[0,1,2,3,10,11,12,13,20,21,22,30,32,33,40,50,51]",17,BASE-C000699,completed,valid,[],,0.6295459893386212,3.6262451496061288,B3,2026-08-08T17:44:00.927+02:00,2026-08-08T17:44:00.927+02:00,2026-08-08T17:46:11.932+02:00
74,C000074,band_supplement_300_20260808_001,3,74,"[2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,2,2,0,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",812af31713de56b202c3dcf455a931e35e1613616735d248bb5fe2e4f5ae0743,d6f5b0a2bbe6f3f25e73b02a22f5f093ce5d86bf5464778dfe9aa19c10f12156,improved_campaign_offspring,,,1,rectangular_patch:medium,0.05555555555555555,"[114,115,116,117,124,125,126,134,135,144,145]",11,BASE-C000967,completed,valid,[],,0.819651096092273,1.1746784662665006,B5,2026-08-08T17:46:12.133+02:00,2026-08-08T17:46:12.133+02:00,2026-08-08T17:50:55.849+02:00
75,C000075,band_supplement_300_20260808_001,3,75,"[2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,2,2,0,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,2,1,1,1,1,1,0,1,0,0,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",2dc4608369d808fc9ee8afa7cb1b9fa8f0ff4f66665d4baa78cb24bae5feed26,fca810954537f046935563e9a650a1ded564097732d178eb20d4c8d93ec30c41,improved_campaign_offspring,,,2,connected_region_repaint:small,0.022222222222222223,"[64,74,75,84]",4,BASE-C000967,completed,valid,[],,0.8109913810325403,1.26844654366712,B5,2026-08-08T17:46:12.365+02:00,2026-08-08T17:46:12.365+02:00,2026-08-08T17:50:55.865+02:00
76,C000076,band_supplement_300_20260808_001,3,76,"[0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,0,0,2,2,2,2,1,1,1,1,2,0,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,2,2,2,2,0,1,1,1,1,0,0,2,2,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1]",5fb8f5ad1d7b10308dce3a2e19383df56c00f88acfb29da1e94a5641665e947c,f5a565697ae85b4dff058688e6c715d8b7b1d6164f7bd0717a72d8b467772b9b,improved_campaign_offspring,,,3,connected_region_repaint:medium,0.07222222222222222,"[0,1,10,11,12,20,21,22,30,31,32,40,41,42,50,51,61]",17,BASE-C000492,completed,valid,[],,0.7942506059289423,1.5252578483524668,B4,2026-08-08T17:46:12.529+02:00,2026-08-08T17:46:12.529+02:00,2026-08-08T17:50:55.865+02:00
77,C000077,band_supplement_300_20260808_001,3,77,"[2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,2,2,2,2,0,1,1,1,1,0,0,2,2,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1]",756704d24d10c887b405b8594885a603b0ccc564ae710ec6232edbe69c758447,de1d308ca76c3846cc5dbd697e48a510ce8794167021bb64f0eb4353a02fee87,improved_campaign_offspring,,,4,boundary_growth:small,0.022222222222222223,"[121,122,132,142]",4,BASE-C000492,completed,valid,[],,0.8179383790075052,1.246170515137497,B5,2026-08-08T17:46:12.649+02:00,2026-08-08T17:46:12.649+02:00,2026-08-08T17:50:55.874+02:00
78,C000078,band_supplement_300_20260808_001,3,78,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,2,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",2e9d3965fa082f3458f76bb7fb06f9402dfb85278c2ba68c9c39391de61ebe92,9da664960182fa1f5d57982723664b2f877b35da71378ab4d5ebf7cd17395902,improved_campaign_offspring,C000044,,5,boundary_growth:small,0.005555555555555556,[34],1,BASE-C000728,completed,valid,[],,0.8157029681692058,1.241717917032116,B5,2026-08-08T17:46:12.765+02:00,2026-08-08T17:46:12.765+02:00,2026-08-08T17:50:55.883+02:00
79,C000079,band_supplement_300_20260808_001,3,79,"[2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,2,2,2,2,0,1,1,1,1,0,0,2,2,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1]",e75bf57eca9541b91ba15e8418c7a46c571d5853d071a75145e0e5e040c615a2,a73436b5315ff1549e216e398732ac0a2175d8387f746ca30b7e4082d02e09c4,improved_campaign_offspring,,,6,connected_region_repaint:small,0.016666666666666666,"[156,157,158]",3,BASE-C000492,completed,valid,[],,0.7994456021835521,1.4478956469154005,B4,2026-08-08T17:50:56.053+02:00,2026-08-08T17:50:56.053+02:00,2026-08-08T17:55:18.506+02:00
80,C000080,band_supplement_300_20260808_001,3,80,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,0,0,0,0,1,1,2,2,2,2,0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1]",44883223f1d0a96141ca2f424fd9ee4db481162f033bd4a04622cf8af6784e82,884505709e0a3f9f6894117bdf865553827a5beda04751974507c836df0b470e,improved_campaign_offspring,C000015,,7,rectangular_patch:small,0.005555555555555556,"[164,165]",2,BASE-C000732,completed,valid,[],,0.8013284898471461,1.4174838530276659,B5,2026-08-08T17:50:56.275+02:00,2026-08-08T17:50:56.275+02:00,2026-08-08T17:55:18.512+02:00
81,C000081,band_supplement_300_20260808_001,3,81,"[0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,2,2,2,0,0,0,0,1,1,0,2,2,2,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",533b40bcb71dbe05127b6b8d0cfb8d3801cd4976e4212cf407c4fe778ad5adef,7f485ae03b37480d3103cbd8949dcc7cae7d61995d1aa92135053687a9a7cd15,improved_campaign_offspring,C000019,,8,connected_region_repaint:small,0.016666666666666666,"[15,16,25]",3,BASE-C000964,completed,valid,[],,0.8185126932124949,1.3287471242802102,B5,2026-08-08T17:50:56.406+02:00,2026-08-08T17:50:56.406+02:00,2026-08-08T17:55:18.517+02:00
82,C000082,band_supplement_300_20260808_001,3,82,"[2,2,2,2,0,0,0,0,1,1,2,0,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1]",9a8acd624ef718fac01585a3c0715831bf81aef42ae40cc5681c87b4bca20fc9,c4d59507516ba27b17900368cff97bfd3740365a0bc1ae0fd46e42e17e1ec349,improved_campaign_offspring,C000052,,1,connected_region_repaint:medium,0.044444444444444446,"[4,5,6,7,15,25,35,36]",8,BASE-C000674,completed,valid,[],,0.7008678810215772,2.8268772421829125,B4,2026-08-08T17:55:18.750+02:00,2026-08-08T17:55:18.750+02:00,2026-08-08T18:00:04.109+02:00
83,C000083,band_supplement_300_20260808_001,3,83,"[0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1]",28dcdd2d7adca6804857a9bf938ce0dd3fc36e7a2c2c9e6051be9e19069c94d6,319fa0a1f8d5cf1e26754fa1c73f5792713c4630cc01f1b4a9266d7d9cb5123a,improved_campaign_offspring,,,2,connected_region_repaint:small,0.011111111111111112,"[44,54]",2,BASE-C000931,completed,valid,[],,0.9054030680682502,0.2493837368680615,B6,2026-08-08T17:55:18.850+02:00,2026-08-08T17:55:18.850+02:00,2026-08-08T18:00:04.125+02:00
84,C000084,band_supplement_300_20260808_001,3,84,"[0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,1,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,0,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1]",d589f5c246129c953c579883e214fc3ebf45c615b114b83e1c6efb1ce6cc57bd,2db34eda9dfb92ad03604a463384cfbe575c25159e80aec36ffa0c227520a7c3,improved_campaign_offspring,,,3,connected_region_repaint:small,0.016666666666666666,"[51,60,61,70,71,80]",6,BASE-C000931,completed,valid,[],,0.9783448362283325,0.08764620944434395,B6,2026-08-08T17:55:18.950+02:00,2026-08-08T17:55:18.950+02:00,2026-08-08T18:00:04.132+02:00
85,C000085,band_supplement_300_20260808_001,3,85,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,0,0,2,2,2,2,2,1,1,1,0,1,0,2,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",9886942c23f4c77a8e2af7a9008c86cd9f7ba304e34252766ed098add36dfb62,2e4e6324eb57d3bfbbb5e95483f728f3fe62537b9eb38a6a96211851aacc5e57,improved_campaign_offspring,,,1,rectangular_patch:small,0.016666666666666666,"[118,119,128]",3,BASE-C000362,completed,valid,[],,1.0015750512200314,0.1000996610274453,B7,2026-08-08T18:00:04.330+02:00,2026-08-08T18:00:04.330+02:00,2026-08-08T18:05:43.911+02:00
86,C000086,band_supplement_300_20260808_001,3,86,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,0,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",69f5ea5dd3bab4ddda54834ae49de28e533f2f6a2c12369ba094f85c52f6266f,02f235fe457f30198cf75698a315132f2bb038078bdc0ff1fa6ccbbdde7e111b,improved_campaign_offspring,C000059,,2,rectangular_patch:small,0.011111111111111112,"[95,96]",2,BASE-C000362,completed,valid,[],,0.9974583142377385,0.09729815327430796,B6,2026-08-08T18:00:04.430+02:00,2026-08-08T18:00:04.430+02:00,2026-08-08T18:05:43.912+02:00
87,C000087,band_supplement_300_20260808_001,3,87,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,1,1,1,1,1,0,2,0,0,0,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,2,0,0,2,1,1,1,1,1,2,2,0,0,2,1,1,1,1,1,0,2,2,2,2,1,1,1,1,1,0,0,2,2,2,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",2ec4069faa8e77c9a597c80cb8219187f22d7a568e203e2c1c6655bac5add010,35192b3281147f72680948df0756d7477130b932f10110c667db2acc77c9f06e,improved_campaign_offspring,C000025,,3,connected_region_repaint:small,0.016666666666666666,"[110,120,121]",3,BASE-C000514,completed,valid,[],,0.9824926984413787,0.12065432549640863,B6,2026-08-08T18:00:04.531+02:00,2026-08-08T18:00:04.531+02:00,2026-08-08T18:05:43.912+02:00
88,C000088,band_supplement_300_20260808_001,3,88,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,2,1,1,1,1,1,2,2,2,0,2,1,1,1,1,0,2,2,2,0,2,1,1,1,1,0,2,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1]",d21cbb05fac87729bc8a5ad704060b949de8fc8743331a674536455f29c8c22f,929def06ad98ec69814a45428cab1900a24ce103be2d752661a343dc1096b8ce,improved_campaign_offspring,,,4,connected_region_repaint:small,0.016666666666666666,"[49,59,69]",3,BASE-C000973,completed,valid,[],,0.9875200852820935,0.1253429298774508,B6,2026-08-08T18:00:04.632+02:00,2026-08-08T18:00:04.632+02:00,2026-08-08T18:05:43.927+02:00
