candidate_pk,candidate_id,run_id,generation,candidate_order,chromosome_json,chromosome_hash,physical_key_hash,source,parent_candidate_id,parent_rank,clone_index,mutation_operator,mutation_strength,mutation_indices_json,hamming_distance_to_parent,lineage_id,status,validity_status,rejection_reasons_json,duplicate_of_sample_id,torque_ratio,historical_j,fitness_band,created_at,validated_at,completed_at
22,C000022,clonalg_real_2gen_20260806_001,1,22,"[0,2,1,1,2,1,1,1,2,1,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,1,2,1,1,1,0,2,2,1,0,1,2,1,1,1,0,2,2,2,0,1,1,1,1,2,0,2,2,2,0,0,1,0,1,1,2,2,0,2,2,0,1,1,1,1,2,2,2,0,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,2,2,2,2,2,0,0,1,2,1,1,2,2,2,0,2,0,1,1,1,1,2,1,2,0,0,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",6db153110f4c0f84173beb88cae552e2fb23687e2b8e40ab06b67791fda2b4fb,031643a4284295ad926bc4866913eb8c352cc2f5dbe1f55152d74e8cffd1d10d,clone,C000004,4,1,trit_hypermutation,0.061224489795918366,"[1,8,18,19,26,49,62,73,114,117,139,161,164,165]",14,L-INIT-03,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000800.0,,2026-08-07T00:08:47.158+02:00,2026-08-07T00:08:47.158+02:00,2026-08-07T00:08:47.166+02:00
23,C000023,clonalg_real_2gen_20260806_001,1,23,"[0,1,1,1,2,0,1,1,1,1,0,1,1,1,2,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2,2,1,0,1,2,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,0,0,0,1,0,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,0,2,1,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,0,0,2,0,1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1]",5bbe71621c9f827e2348cb49a0a9b22cfa8a0ab65d19fdea5821f10ae613c1b8,d18093b91f453682e6aa4696c9d7dfe9d08888744f0afbc279643d3a2c15b6aa,clone,C000004,4,2,trit_hypermutation,0.061224489795918366,"[5,14,29,53,83,85,113,115,122,169]",10,L-INIT-03,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000750.0,,2026-08-07T00:08:47.247+02:00,2026-08-07T00:08:47.247+02:00,2026-08-07T00:08:47.254+02:00
24,C000024,clonalg_real_2gen_20260806_001,1,24,"[0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,2,2,1,0,1,2,1,1,1,0,2,2,2,0,1,1,1,1,2,0,2,2,2,0,0,1,0,1,1,2,2,2,2,2,0,0,1,1,1,2,2,2,2,2,0,1,1,1,1,2,1,2,2,2,0,1,1,1,1,2,1,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,2,2,2,2,2,2,0,1,1,1,1,2,2,2,0,2,0,1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1]",b4e1812425cb61e287a5e196b7ff8434f95c059815c086d149bce68b3da5b613,f998e519afb995e7a970791f33e477e8a8fa69927bcaadc6f59bb68c88426cc4,clone,C000004,4,3,trit_hypermutation,0.061224489795918366,"[22,49,66,81,91,142,166,169,178]",9,L-INIT-03,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000450.0,,2026-08-07T00:08:47.343+02:00,2026-08-07T00:08:47.343+02:00,2026-08-07T00:08:47.350+02:00
25,C000025,clonalg_real_2gen_20260806_001,1,25,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,1,1,2,2,0,2,0,1,1,0,1,1,0,2,2,2,0,1,0,1,2,1,0,2,2,2,0,0,1,1,1,1,2,2,2,2,2,0,1,2,1,1,2,2,2,2,2,0,1,1,1,1,2,0,2,2,2,0,1,1,1,1,2,2,2,2,2,0,2,1,1,1,2,0,2,0,1,0,1,1,1,0,2,2,2,2,2,0,1,1,0,1,2,2,2,2,2,0,2,1,1,1,0,2,2,0,0,1,1,1,2,1,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1]",529b29afa3a420b77ee342bc714ca3470daa7b6f10ade56c269a41dd58cb9e3e,e6496cd270377054f67b382fac2feb652dc8d0f750b509676c4b1010a1b222e4,clone,C000005,5,1,trit_hypermutation,0.08551020408163265,"[20,26,30,32,48,96,103,118,130,138]",10,L-INIT-04,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000500.0,,2026-08-07T00:08:47.430+02:00,2026-08-07T00:08:47.430+02:00,2026-08-07T00:08:47.437+02:00
26,C000026,clonalg_real_2gen_20260806_001,1,26,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,1,1,0,2,2,2,0,1,0,0,1,1,0,2,2,2,0,1,0,1,1,1,0,1,2,2,0,0,1,0,1,1,2,2,0,2,2,2,1,2,2,1,1,2,2,2,2,0,1,1,1,1,2,0,2,2,2,0,1,1,1,1,2,2,0,2,2,0,1,1,2,1,2,0,2,2,1,0,1,1,1,0,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,0,2,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0]",acfbf0a4ae3b993c942bacc6d603fda6a14b94d48a37e6503cacd3e991081ec5,45884e6569e934b747b3ef474e03794d7ddb9eb5f479739cab65469b23337c9e,clone,C000005,5,2,trit_hypermutation,0.08551020408163265,"[15,27,36,51,57,62,65,68,70,92,98,125,131,133,141,150,158,179]",18,L-INIT-04,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000650.0,,2026-08-07T00:08:47.518+02:00,2026-08-07T00:08:47.518+02:00,2026-08-07T00:08:47.524+02:00
27,C000027,clonalg_real_2gen_20260806_001,1,27,"[0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,2,1,2,0,1,1,1,1,2,0,0,2,2,0,1,1,1,1,1,0,2,2,2,0,0,1,1,1,1,0,2,2,2,2,0,1,1,1,1,2,1,2,2,2,2,1,1,0,1,2,1,1,2,2,0,1,1,0,1,2,2,2,2,2,1,1,1,1,1,2,0,2,2,2,0,1,1,1,1,2,0,2,2,2,0,1,1,1,1,2,2,1,0,1,0,1,0,2,1,2,2,0,0,0,1,1,1,2,0,0,0,1,0,1,1,1,1,2,1,1,1,0,2,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1]",cdef02898afcc2cf5e9aba032474ceb277382ded93e55bf7baff7388d30adc91,b39a42541a3bbdcd132eb59f549bda27bb42f638afd192a58d1788279da77cc5,clone,C000006,6,1,trit_hypermutation,0.11673469387755103,"[1,28,39,41,60,78,81,82,88,95,101,111,124,128,132,139,143,148,152,158,167,171]",22,L-INIT-05,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000650.0,,2026-08-07T00:08:47.608+02:00,2026-08-07T00:08:47.608+02:00,2026-08-07T00:08:47.614+02:00
28,C000028,clonalg_real_2gen_20260806_001,1,28,"[0,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,2,1,1,1,0,2,1,2,0,2,1,1,2,1,1,2,1,2,0,1,1,1,1,1,0,2,2,1,0,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,1,1,2,1,2,1,1,1,0,2,1,2,2,2,0,1,1,2,1,2,2,2,2,2,0,1,1,1,1,1,0,2,2,2,0,1,0,1,1,2,2,2,2,2,0,2,1,1,1,2,2,1,0,2,0,2,0,0,1,2,0,2,0,0,1,1,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]",a00b9a32a8c31f6ce6ade8ad0424651282a63d40f7f381187d2bf47431b22438,0781be83f2a207d64417c1c98f1d2e6f6abd054260c361027559523a742ef369,clone,C000006,6,2,trit_hypermutation,0.11673469387755103,"[5,9,20,24,26,35,38,40,42,53,72,74,79,81,100,101,107,116,126,131,140,153]",22,L-INIT-05,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1001750.0,,2026-08-07T00:08:47.697+02:00,2026-08-07T00:08:47.697+02:00,2026-08-07T00:08:47.704+02:00
29,C000029,clonalg_real_2gen_20260806_001,1,29,"[0,1,1,2,2,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,2,2,0,2,1,1,1,1,1,1,0,1,2,2,0,1,2,1,1,2,0,2,1,0,0,0,1,1,1,1,2,2,1,2,0,1,1,1,0,1,2,2,1,2,2,0,1,1,1,1,2,2,1,2,1,0,1,1,2,1,2,0,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,0,1,1,2,2,2,2,0,2,1,1,0,2,2,2,2,2,1,0,1,0,1,1,2,2,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,0,1,0,1,2,1,1,1,1,1]",40a4bdd5fab36f5a990595c7e85fcd19c406b5cd4d936d914e20a793bca600f6,79bbece34f4c9ba339fa917495606aa7b398fccec21a1d7892a39e33e623dd21,clone,C000007,7,1,trit_hypermutation,0.15489795918367347,"[3,4,5,6,23,25,34,46,49,53,62,65,72,82,84,91,95,107,116,118,119,132,133,142,145,152,160,170]",28,L-INIT-06,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1001250.0,,2026-08-07T00:08:47.787+02:00,2026-08-07T00:08:47.787+02:00,2026-08-07T00:08:47.794+02:00
30,C000030,clonalg_real_2gen_20260806_001,1,30,"[0,0,1,1,2,1,1,1,0,1,0,1,2,1,1,1,2,1,1,0,0,0,0,2,0,1,0,1,0,2,0,0,2,2,0,2,1,1,1,1,0,2,2,2,1,1,1,1,1,0,0,2,0,2,2,0,1,2,1,1,0,2,2,2,2,0,0,1,1,1,1,0,2,2,2,0,1,1,0,1,2,2,0,2,2,1,1,1,1,2,2,2,2,2,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,0,1,1,1,1,2,2,2,0,2,0,0,1,1,1,0,1,1,2,1,1,1,1,1,1,0,0,0,1,1,1,1,2,2,1,0,2,1,1,1,1,2,2,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0]",8206e37a99be0deddee7ff77d8d9015456eae63c5ddbe60638a88ece4ce53b8e,cc0f12c915effd9978cad53c4060eb7baa6fa22d90e8ee142df9ca4ada48cf29,clone,C000008,8,1,trit_hypermutation,0.2,"[8,12,19,23,26,28,31,35,45,49,52,57,60,70,71,82,89,94,95,114,123,130,133,134,148,150,151,156,157,161,165,166,167,168,169,171,172,174,179]",39,L-INIT-07,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000850.0,,2026-08-07T00:08:47.873+02:00,2026-08-07T00:08:47.873+02:00,2026-08-07T00:08:47.881+02:00
31,C000031,clonalg_real_2gen_20260806_001,2,1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",00435b1e344f7280618f320a984a2ee6526a0debe44967d6f071d8662a6ceac3,16623498d2af3a714982c966d27cbd1c86b48f2626363ad866269fc43bc5bdb8,global_elite,C000001,1,,,,[],0,L-SEED,completed,duplicate,[],S000002,0.9893318341621269,0.1240243898712507,B6,2026-08-07T00:08:48.037+02:00,2026-08-07T00:08:48.045+02:00,2026-08-07T00:08:48.074+02:00
32,C000032,clonalg_real_2gen_20260806_001,2,2,"[0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,2,1,1,2,0,0,0,1,1,1,0,1,1,1,2,2,2,0,1,1,1,2,1,0,0,0,2,0,1,1,1,1,1,2,1,2,2,0,2,1,0,1,1,2,2,2,2,2,0,2,1,1,1,2,2,2,2,2,2,1,0,1,1,2,2,2,2,0,0,1,1,1,1,2,2,0,2,2,0,1,1,1,1,2,0,2,2,2,0,1,1,1,1,2,2,1,2,2,0,2,1,1,2,0,1,2,2,2,0,1,1,1,1,0,2,1,0,0,2,1,0,2,1,0,0,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1,1,0]",84804f774fd3071f8290246cb50710baf8bbee582fc1c05513f925673495a136,a387d1ad5bd0f2617e108691f1324d21ed9cacd1b001d8ff4a768737998a21cf,random_immigrant_best_mutation,C000001,,,trit_immigrant_mutation,0.25,"[4,10,15,17,20,24,27,30,38,41,42,50,51,55,57,66,75,77,84,92,101,112,116,119,120,121,130,132,135,137,138,149,151,154,155,156,166,168,172,179]",40,L-SEED,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1001150.0,,2026-08-07T00:08:48.128+02:00,2026-08-07T00:08:48.128+02:00,2026-08-07T00:08:48.134+02:00
33,C000033,clonalg_real_2gen_20260806_001,2,3,"[0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,0,2,2,2,2,0,1,1,1,1,2,2,2,2,1,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1]",5d8139647018be8089447de3d3a433cafa703797d51a236cae1d1292d2b5cabb,ebad7b82a206b564d42a8e03be63d9411dbf362c5011235564ac72435733ee28,selected_clone,C000019,3,1,,,[],0,L-INIT-01,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000200.0,,2026-08-07T00:08:48.209+02:00,2026-08-07T00:08:48.209+02:00,2026-08-07T00:08:48.217+02:00
34,C000034,clonalg_real_2gen_20260806_001,2,4,"[0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,2,2,1,0,1,2,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,0,1,0,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,2,2,2,2,2,2,0,1,1,1,1,2,2,2,0,2,0,1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",9850d770934a429d38b8b5be224342c3fcaad5571b5445d93e1174563ab85f92,908061c146c01712df872ed049dce49f11746b6343110654f564cca18b8f14a0,parent_survivor,C000004,4,,,,[],0,L-INIT-03,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000250.0,,2026-08-07T00:08:48.290+02:00,2026-08-07T00:08:48.290+02:00,2026-08-07T00:08:48.298+02:00
35,C000035,clonalg_real_2gen_20260806_001,2,5,"[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,2,2,2,0,1,1,0,1,1,0,2,2,2,0,1,0,1,1,1,0,2,2,2,0,0,1,1,1,1,2,2,2,2,2,0,1,2,1,1,2,2,2,2,2,0,1,1,1,1,2,0,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,0,2,2,1,0,1,1,1,0,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,2,1,1,1,2,2,2,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1]",f17c8d7e2c800ac6c395c4bf6add1f1a30d729244ba87b3a5d4421287f8577f0,b9a3971f93b37977c6dec2602bbc514698ce4532311bfe9b31624895b4513b0a,parent_survivor,C000005,5,,,,[],0,L-INIT-04,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000300.0,,2026-08-07T00:08:48.386+02:00,2026-08-07T00:08:48.386+02:00,2026-08-07T00:08:48.392+02:00
36,C000036,clonalg_real_2gen_20260806_001,2,6,"[0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,2,1,2,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,0,1,1,2,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,1,0,2,0,1,0,0,1,2,2,2,0,0,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]",0747cde69927f2008423ba6806b64b66d54f8828a86defa4279ef4d651cc41a0,9cfed47378c96bebdbaada77ba4d14324742aac3128500962ac3b81e636a87da,parent_survivor,C000006,6,,,,[],0,L-INIT-05,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000350.0,,2026-08-07T00:08:48.468+02:00,2026-08-07T00:08:48.468+02:00,2026-08-07T00:08:48.475+02:00
37,C000037,clonalg_real_2gen_20260806_001,2,7,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,2,0,2,0,1,1,1,1,1,0,1,2,2,0,1,1,1,1,1,0,2,1,2,0,0,1,1,1,1,2,2,2,2,0,0,1,1,0,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,1,1,2,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,0,2,0,1,1,1,2,2,2,2,1,0,1,0,1,1,2,2,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,0,1,2,1,1,1,1,1]",aa9abdad86b792a239e4a588244c070a481495d2ba43be37459bdb54c9621a79,27f6352291d0d6846e9a2d6656bebfcdd98b1dca10ec1d2bf1c61a097b39239f,parent_survivor,C000007,7,,,,[],0,L-INIT-06,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000550.0,,2026-08-07T00:08:48.551+02:00,2026-08-07T00:08:48.551+02:00,2026-08-07T00:08:48.557+02:00
38,C000038,clonalg_real_2gen_20260806_001,2,8,"[0,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,1,1,2,0,2,2,2,0,1,1,1,1,1,0,2,2,2,1,2,1,1,1,1,0,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,0,1,1,1,2,2,2,2,2,0,1,1,0,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,1,1,1,1,2,2,2,2,2,0,0,1,1,1,2,1,1,0,2,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,0,1,1]",e49327aeaf553ffcdf53bc790f55f50423878185228d4216240ded40bb122269,f475df11f1f76026ca9289f3d1c18763d99d85d273dbc9382ecae650cb0e3689,parent_survivor,C000008,8,,,,[],0,L-INIT-07,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1000600.0,,2026-08-07T00:08:48.633+02:00,2026-08-07T00:08:48.633+02:00,2026-08-07T00:08:48.639+02:00
39,C000039,clonalg_real_2gen_20260806_001,2,9,"[2,0,2,2,1,2,0,2,1,0,2,1,2,1,1,2,0,0,1,0,1,1,0,0,0,2,0,0,1,1,0,1,1,1,1,0,2,0,0,2,2,1,0,2,0,2,1,0,0,0,2,1,0,0,0,0,1,1,2,1,1,1,0,1,1,1,2,0,2,0,1,2,1,1,1,0,1,2,1,0,1,0,0,1,0,2,1,2,1,0,2,0,1,2,0,1,2,2,0,2,0,1,0,0,0,2,2,2,2,1,2,1,1,1,0,0,0,1,2,0,1,1,1,0,0,1,2,0,0,1,0,1,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,2,2,1,2,0,1,0,2,0,1,2,1,1,2,1,2,2,0,1,2,1,1,2,0,2,0,0,0]",dd48de01703cfc9cf254234dfc100ee11377177846c3aefa93f6b4c40d2e3396,a3bcef110ae268b8ec6d52cfb0da77dbb1188a1f74e9cc99d31d6321d0866b23,random_immigrant_full_random,,,,full_random,,"[0,1,2,3,5,6,7,8,9,10,12,13,16,17,19,20,21,23,25,26,27,28,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,50,51,52,53,54,55,57,58,60,61,62,63,64,66,67,68,69,70,72,73,74,76,77,79,80,81,82,83,85,86,87,89,91,92,94,95,97,98,99,101,102,103,104,105,106,107,108,110,111,112,113,114,116,117,118,119,120,122,124,125,126,128,130,131,132,133,134,136,137,138,139,140,143,144,145,147,148,150,151,152,153,155,156,157,158,159,160,162,165,166,168,169,170,171,172,174,175,176,177,178,179]",139,L-RANDOM-2-08,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1004850.0,,2026-08-07T00:08:48.717+02:00,2026-08-07T00:08:48.717+02:00,2026-08-07T00:08:48.723+02:00
40,C000040,clonalg_real_2gen_20260806_001,2,10,"[0,2,1,2,1,1,2,1,0,1,0,1,1,2,2,0,2,1,2,0,1,1,1,1,1,0,1,0,2,0,2,0,0,2,2,0,0,0,2,1,0,0,0,0,2,1,0,0,1,1,1,0,0,0,2,0,0,1,1,2,0,2,0,2,1,1,1,2,2,0,1,2,1,0,2,0,2,2,0,1,2,1,2,1,1,2,0,0,1,1,1,2,2,2,1,1,0,1,2,1,1,1,1,1,1,0,2,1,2,1,2,1,2,2,2,2,0,1,0,1,2,1,0,2,2,0,2,2,2,0,2,0,1,0,1,1,2,2,2,0,2,2,0,2,2,1,1,2,0,2,0,2,1,1,1,2,0,2,2,2,2,0,1,0,0,2,2,0,0,0,0,0,2,1,1,0,1,2,0,0]",9843787acfc75fa8f2cc50c7c9bf9dc3a784f78875c41de0eca6613e9967718d,819f3a90199174b86fad0359cb9d8a234bc54e56dd52a772b24da052543775c4,uncloned_parent,C000010,10,,,,[],0,L-RANDOM-1-09,rejected,rejected,"[""FLOATING_IRON"",""SMALL_COPPER_ISLAND""]",,,1004250.0,,2026-08-07T00:08:48.799+02:00,2026-08-07T00:08:48.799+02:00,2026-08-07T00:08:48.805+02:00
